Geo Point,Geo Shape,seg_id,str_type,dtupdate,status_id,seg_descr,poly_area,gisid,street_id,seg_part
"-37.82880176496983, 144.90251579603395","{""coordinates"": [[[144.9030034427115, -37.829237542287146], [144.903004571266, -37.829236298661], [144.903005581236, -37.82923494946], [144.903006438161, -37.829233534463], [144.903007135495, -37.829232064477], [144.903007667914, -37.829230550727], [144.903008031352, -37.829229004773], [144.903008223033, -37.829227438422], [144.903008241493, -37.829225863635], [144.903008086592, -37.82922429244], [144.903007759512, -37.829222736833], [144.903007262751, -37.829221208696], [144.903006600103, -37.829219719699], [144.903005776629, -37.829218281211], [144.903004798616, -37.82921690422], [144.903003673534, -37.82921559924], [144.903002409975, -37.829214376238], [144.903001081333, -37.829213190643], [144.90210311886, -37.828545224876], [144.902051892381, -37.828341843628], [144.902094448371, -37.828288365334], [144.902148326206, -37.828502274364], [144.903049560048, -37.829172672626], [144.903051128948, -37.829173647092], [144.903052740074, -37.829174568394], [144.90305444495, -37.829175375637], [144.903056230646, -37.829176062698], [144.903058083618, -37.829176624367], [144.903059989813, -37.829177056383], [144.903061934772, -37.82917735547], [144.903063903745, -37.829177519359], [144.903065881798, -37.829177546808], [144.903067853928, -37.829177437608], [144.903069805178, -37.829177192587], [144.903071720748, -37.829176813604], [144.90307358611, -37.829176303534], [144.903075387115, -37.829175666244], [144.903077110105, -37.829174906569], [144.903078742012, -37.829174030269], [144.9030802108496, -37.829173082455554], [144.9030034427115, -37.829237542287146]]], ""type"": ""Polygon""}",30859,Private,20210923,4,Macchi Street,802,4044,120129,1
"-37.817190461650085, 144.9594023170346","{""coordinates"": [[[[144.959540938896, -37.817171259676], [144.959265612494, -37.817242767124], [144.959253734128, -37.817216673198], [144.95949629152, -37.817146119081], [144.959525847048, -37.817137522195], [144.959540938896, -37.817171259676]]]], ""type"": ""MultiPolygon""}",20362,Council Minor,20210923,3,Cl0501 from Gurners Lane,90,3362,2305,1
"-37.80419241791294, 144.91288504317285","{""coordinates"": [[[[144.909069197022, -37.804213235097], [144.909461808301, -37.804277580617], [144.909945278467, -37.804425118614], [144.910311357399, -37.80450888461], [144.911237530844, -37.804625644987], [144.911528255139, -37.804605659996], [144.911815264877, -37.804564352041], [144.91209666246, -37.80450394673], [144.912370442494, -37.804424874546], [144.912634653872, -37.804327699], [144.912887413679, -37.804213112619], [144.913118432198, -37.804073046616], [144.913105722525, -37.804031459468], [144.913576807002, -37.80373751955], [144.915018234852, -37.80261757595], [144.91500775713, -37.802705504187], [144.915303999417, -37.802478536286], [144.915756086271, -37.802195722033], [144.916199651156, -37.80194064102], [144.916403504537, -37.801823410144], [144.916494085647, -37.801833126978], [144.916742508098, -37.801860604657], [144.915875647086, -37.802360438161], [144.915894223425, -37.802411266736], [144.915270106551, -37.802737860902], [144.914899904003, -37.803050529835], [144.91477098999, -37.803237523546], [144.914640164204, -37.803491729484], [144.914624534492, -37.803681992554], [144.914661004311, -37.803870266574], [144.914680576001, -37.803909918612], [144.914507115964, -37.803927250115], [144.914506312606, -37.803925446163], [144.914452741041, -37.803930823599], [144.914426556946, -37.803839576862], [144.914404274163, -37.803732872951], [144.91439948776, -37.803667923741], [144.914393705815, -37.803609940066], [144.914403545287, -37.803525675574], [144.914387945129, -37.80354344972], [144.914368692194, -37.803557312071], [144.914266358865, -37.803633005616], [144.914173937065, -37.803551758295], [144.913885432656, -37.803780390489], [144.913693088193, -37.803928802993], [144.913419198714, -37.804145073847], [144.913237903677, -37.804281780515], [144.913102697042, -37.804373261113], [144.91295943647, -37.804467475341], [144.912776241699, -37.804567076172], [144.912683594613, -37.804610464521], [144.912532584511, -37.804669109549], [144.912403790671, -37.80471443063], [144.912261547369, -37.804750651011], [144.912183147688, -37.804764903506], [144.912104949949, -37.804771622144], [144.912102755395, -37.804803083625], [144.912295567084, -37.804803224625], [144.912353031208, -37.804800166511], [144.912561453521, -37.804783316514], [144.912882880064, -37.804755905899], [144.913021175474, -37.80474363548], [144.913186746118, -37.804732159166], [144.913251019997, -37.804731817563], [144.913315283636, -37.804731476645], [144.913502255801, -37.804733927321], [144.9138062735, -37.804725648453], [144.914207509936, -37.80470660876], [144.91454935294, -37.804679146082], [144.914866858016, -37.804643807784], [144.915407394778, -37.804586209267], [144.91582346449, -37.804564147277], [144.916174324072, -37.80452506295], [144.916525195565, -37.804485986795], [144.916838954962, -37.8044265751], [144.916885160598, -37.804417822062], [144.916905286322, -37.804412744929], [144.916911133911, -37.804564581167], [144.9169120935, -37.804589525421], [144.916914004327, -37.804639145232], [144.916868606065, -37.804638037537], [144.916870456626, -37.804593645268], [144.91681793975, -37.804598784701], [144.911469314601, -37.805122443702], [144.911037818215, -37.804998866012], [144.910150017244, -37.804850096914], [144.909041358951, -37.804580070075], [144.908981688461, -37.804671215454], [144.909078707672, -37.804990739215], [144.909041467383, -37.805124579281], [144.908996869851, -37.805048480803], [144.908957169272, -37.804970955332], [144.908926371823, -37.804890970563], [144.908904726415, -37.804809172951], [144.908892407992, -37.804726223604], [144.908889516114, -37.804642792939], [144.908896968862, -37.80455963769], [144.908899048947, -37.804545408215], [144.908930556212, -37.804553081549], [144.908963972219, -37.804319743065], [144.909069197022, -37.804213235097]]]], ""type"": ""MultiPolygon""}",30076,Rail/Tram,20210923,9,South Dynon Railway,35990,45,3223,1
"-37.79702811381757, 144.95713368896534","{""coordinates"": [[[[144.957175509314, -37.796895038181], [144.957552101544, -37.796937933553], [144.957514338861, -37.797210393025], [144.956707545995, -37.797114944588], [144.956757850951, -37.796847212506], [144.957130122254, -37.796889871142], [144.957175509314, -37.796895038181]]]], ""type"": ""MultiPolygon""}",22595,Council Major,20210923,2,Story Street between Royal Parade and Fitzgibbon Street,2153,1492,1101,1
"-37.81206277838995, 144.97269047386462","{""coordinates"": [[[[144.972572853069, -37.811894217592], [144.972558946665, -37.811866915793], [144.97246982463, -37.811667967512], [144.97253503469, -37.811648958028], [144.972660645355, -37.811917186199], [144.972912654597, -37.812455206627], [144.972845301187, -37.812475268035], [144.972572853069, -37.811894217592]]]], ""type"": ""MultiPolygon""}",20234,Council Minor,20210923,3,Windsor Place between Bourke Street and Little Collins Street,605,3209,1184,1
"-37.80505529116479, 144.95575086121372","{""coordinates"": [[[[144.955901359438, -37.805040662132], [144.955896673141, -37.805067434929], [144.955697684428, -37.805045448802], [144.955682172663, -37.805132808064], [144.95567176948, -37.805131419884], [144.955651478021, -37.805128711937], [144.955671626155, -37.805015241389], [144.955673982447, -37.805015506689], [144.955690117561, -37.805017323307], [144.955901359438, -37.805040662132]]]], ""type"": ""MultiPolygon""}",30366,Private,20210923,4,PL5347,88,284,3146,1
"-37.79729855804829, 144.94409594978475","{""coordinates"": [[[[144.944286093238, -37.797572509761], [144.943922389524, -37.797236602291], [144.943922905834, -37.797236249033], [144.943922388047, -37.797235549692], [144.943925149353, -37.797233157519], [144.943951299648, -37.797215420249], [144.944023776775, -37.797282056867], [144.94407631594, -37.796996102026], [144.944109424473, -37.796999662917], [144.94405289594, -37.797313178165], [144.944293971259, -37.797529218736], [144.944286093238, -37.797572509761]]]], ""type"": ""MultiPolygon""}",21258,Council Minor,20210923,3,Kerrs Lane from Dryburgh Street,264,2962,759,1
"-37.826638234126335, 144.95763919495155","{""coordinates"": [[[[144.957726100544, -37.826430959399], [144.957813835446, -37.826621743891], [144.957552759559, -37.826844812712], [144.957463893479, -37.826656089221], [144.957726100544, -37.826430959399]]]], ""type"": ""MultiPolygon""}",22456,Arterial,20210923,1,Intersection of Clarendon Street and Haig Street,679,3120,0,1
"-37.80023129982937, 144.93082589074854","{""coordinates"": [[[[144.929106008647, -37.799820683344], [144.929103666458, -37.799828585863], [144.929102411044, -37.799836655263], [144.929102034797, -37.799844786137], [144.929102540502, -37.799852918326], [144.929103924418, -37.799860991661], [144.929106176305, -37.799868946408], [144.929109279502, -37.799876723712], [144.929113211048, -37.799884266031], [144.929117941855, -37.799891517558], [144.92912343692, -37.799898424643], [144.929129655586, -37.799904936179], [144.929136551843, -37.79991100399], [144.929144074665, -37.799916583181], [144.929152168394, -37.799921632472], [144.929160773144, -37.799926114504], [144.929169825251, -37.799929996115], [144.929179257739, -37.799933248587], [144.92918900082, -37.799935847854], [144.929198953119, -37.799937896822], [144.930047725912, -37.800066030902], [144.931948534679, -37.800466533618], [144.931956512883, -37.800467832098], [144.931964568644, -37.80046870599], [144.9319726841, -37.80046901704], [144.93198079687, -37.800468762857], [144.931988844594, -37.800467945395], [144.931996765411, -37.800466570938], [144.932004498437, -37.80046465005], [144.932011984229, -37.800462197498], [144.932019165246, -37.800459232132], [144.932025986291, -37.800455776748], [144.932032394932, -37.800451857905], [144.932038341908, -37.800447505727], [144.932043781505, -37.800442753667], [144.932048671911, -37.800437638253], [144.932052975536, -37.800432198806], [144.932056659298, -37.800426477137], [144.932059694882, -37.800420517227], [144.932061890821, -37.800414329506], [144.932148727957, -37.800154837638], [144.932152039994, -37.800144121481], [144.932153882575, -37.800133167928], [144.932154549987, -37.800122122325], [144.932154037445, -37.800111063846], [144.932152348624, -37.800100071758], [144.93214949563, -37.800089224854], [144.932145498911, -37.800078600885], [144.932140387118, -37.800068276002], [144.932134196891, -37.800058324215], [144.932126972602, -37.800048816859], [144.932118766036, -37.800039822083], [144.932109636016, -37.800031404361], [144.932100090346, -37.800023234127], [144.93230080932, -37.800166167422], [144.93229862366, -37.800164849495], [144.932296379043, -37.800163607627], [144.932294008122, -37.800162525014], [144.932291528969, -37.800161609906], [144.932288960479, -37.800160869278], [144.932286322229, -37.800160308776], [144.932283634327, -37.800159932671], [144.93228091726, -37.800159743829], [144.932278191737, -37.800159743692], [144.932275478531, -37.800159932258], [144.932272798322, -37.800160308092], [144.932270171538, -37.800160868328], [144.9322676182, -37.800161608697], [144.93226515777, -37.800162523555], [144.932262809, -37.80016360593], [144.932260589791, -37.800164847572], [144.93225851706, -37.800166239017], [144.932256701121, -37.800167837826], [144.932239088783, -37.800183213495], [144.932143065887, -37.800470160588], [144.93213964559, -37.800479347302], [144.932134984282, -37.800488183749], [144.932129388002, -37.800496666572], [144.932122897463, -37.800504734058], [144.932115559885, -37.800512327513], [144.932107428649, -37.800519391696], [144.932098562912, -37.800525875212], [144.932089027173, -37.800531730894], [144.932078890806, -37.800536916141], [144.932068227554, -37.800541393229], [144.932057114993, -37.800545129587], [144.932045633969, -37.800548098032], [144.932033868009, -37.800550276969], [144.93202190271, -37.800551650546], [144.932009825122, -37.800552208769], [144.931997723111, -37.800551947577], [144.931985664071, -37.800550979453], [144.931839825776, -37.800513526645], [144.930029087913, -37.800132000788], [144.929051222839, -37.799984377705], [144.929106008647, -37.799820683344]]]], ""type"": ""MultiPolygon""}",30764,Private,20210923,4,McLennan Drive,2504,412,119558,1
"-37.79481755680447, 144.95637698273111","{""coordinates"": [[[[144.95644108676, -37.794473632029], [144.956358533762, -37.795160256623], [144.956312745317, -37.79515609614], [144.956304832687, -37.795155497424], [144.956313734283, -37.795148026136], [144.956396837988, -37.79447048509], [144.95644108676, -37.794473632029]]]], ""type"": ""MultiPolygon""}",22350,Council Minor,20210923,3,Post Office Lane between Bayles Street and Butler Lane,305,2067,117750,1
"-37.80013696297136, 144.96893919121","{""coordinates"": [[[[144.968718236333, -37.800089381945], [144.968722435342, -37.800064708011], [144.969045241458, -37.800099548595], [144.969020832231, -37.800242678158], [144.968955061361, -37.800237018113], [144.968970226237, -37.800118170893], [144.968718236333, -37.800089381945]]]], ""type"": ""MultiPolygon""}",20714,Council Minor,20210923,3,Registry Lane from Drummond Street,162,1670,3044,1
"-37.81634684011043, 144.9781052340998","{""coordinates"": [[[[144.978164181282, -37.816463606761], [144.978000736446, -37.816441440117], [144.97804628716, -37.816230073401], [144.978209731549, -37.816252239968], [144.978164181282, -37.816463606761]]]], ""type"": ""MultiPolygon""}",22629,Council Major,20210923,2,Intersection of Wellington Parade South and Wellington Crescent,347,3536,1170,1
