School_Name,School_Type,LGA_Name,nearest_stop_name,nearest_stop_distance_m
Tarneit Rise Primary School,Primary,Wyndham (C),Rifflebird Dr/Hummingbird Bvd,14.29013818156975
Albert Park College,Secondary,Port Phillip (C),Graham St/Pickles St,229.36575125652232
Charles La Trobe P-12 College,Pri/Sec,Darebin (C),Charles La Trobe P-12 College/Kingsbury Dr,55.54888629029452
Victoria University Secondary College,Secondary,Brimbank (C),John St/Jamieson St,172.59400009376333
Glenroy Secondary College,Secondary,Moreland (C),St Agnes Ct/Melbourne Ave,165.03648699742786
John Fawkner Secondary College,Secondary,Moreland (C),John Fawkner College/Jukes Rd,47.14529767620543
William Ruthven Secondary College,Secondary,Darebin (C),William Ruthven Secondary College/Mahoneys Rd ,286.21219601054264
Mernda Central P-12 College,Pri/Sec,Whittlesea (C),Vasari Gdns/Breadalbane Ave,195.5484938522106
Cranbourne East Secondary College,Secondary,Casey (C),Cranbourne East Secondary College/Broad Oak Dr,368.98204772442006
Featherbrook P-9 College,Pri/Sec,Wyndham (C),Pangana Dr/The Boardwalk,51.58511937462443
Doveton College,Pri/Sec,Casey (C),Doveton Pool In The Park/Tristania St,105.8422074573083
Officer Secondary College,Secondary,Cardinia (S),Officer Sec Col/Parker St,177.0908261856538
Brookside P-9 College,Pri/Sec,Melton (C),Christ the Priest PS/Caroline Springs Bvd,138.56303301205867
Creekside K-9 College,Pri/Sec,Melton (C),Creekside College/The Crossing,116.06824150693164
Lakeview Senior College,Secondary,Melton (C),College St/Caroline Springs Bvd,116.98883805162559
Springside Primary School,Primary,Melton (C),Springside PS/Hume Dr,145.60233681953844
Melba Secondary College,Secondary,Maroondah (C),Wilhelmina Ct/Maroondah Hwy,274.62192590711567
Boronia K-12 College,Pri/Sec,Knox (C),Bambury St/Albert Ave,124.9181303655935
Tarneit P-9 College,Pri/Sec,Wyndham (C),Tarneit P-9 College/Crossway Ave,135.55131297245197
Parkville College,Special,Melbourne (C),Grantham St/Brunswick Rd,149.47796014299774
Wesley College,Pri/Sec,Melbourne (C),Lorne St/St Kilda Rd #27,172.83189096606318
Korowa Anglican Girls' School,Pri/Sec,Stonnington (C),Boyanda Rd/High St #52,189.6704347824153
Parade College,Secondary,Banyule (C),Parade College/Plenty Rd,152.44008556967324
Simonds Catholic College,Secondary,Melbourne (C),Chetwynd St/Victoria St #10,66.46258807644648
St Marys College Melbourne,Secondary,Port Phillip (C),Westbury St/Dandenong Rd #34,106.2234294402306
Sacred Heart School,Primary,Hobsons Bay (C),Newcastle St/Melbourne Rd,119.06118442358662
St Mary's School,Primary,Hobsons Bay (C),Cole St/Nelson Pl,210.45962169426252
Ruyton Girls' School,Pri/Sec,Boroondara (C),Wellington St/Glenferrie Rd #79,177.1696470094113
Caulfield Grammar School,Pri/Sec,Glen Eira (C),Caulfield Grammar School/Glen Eira Rd,37.23627382553957
St Michael's School,Primary,Melbourne (C),Abbotsford St Interchange/Abbotsford St #19,93.4634469407648
Presentation College Windsor,Secondary,Stonnington (C),Hornby St/Dandenong Rd #33,106.24208501979064
St Mary's School,Primary,Port Phillip (C),Westbury St/Dandenong Rd #34,57.14745190454814
St Brendan's School,Primary,Moonee Valley (C),25-Mount Alexander College/Mt Alexander Rd,302.4935253439105
St Joseph's School,Primary,Boroondara (C),Urquhart St/Glenferrie Rd #71,53.46640558843461
Sacre Coeur,Pri/Sec,Stonnington (C),Burke Rd/High St #51,251.71971439000916
St Joseph's School,Primary,Darebin (C),Northcote Town Hall/High St #31,98.84383493000756
Sacred Heart School,Primary,Darebin (C),Bell St/High St,87.4015330628845
Star of the Sea College,Secondary,Bayside (C),Star Of The Sea College/Martin St,35.990639665131276
St James' School,Primary,Bayside (C),Star Of The Sea College/Martin St,155.38353673605047
St Peter's School,Primary,Glen Eira (C),Dover St/Centre Rd,84.71816543472471
Methodist Ladies' College,Pri/Sec,Boroondara (C),Barkers Rd/Glenferrie Rd #77,156.28877544422042
Christ Church Grammar School,Primary,Melbourne (C),Toorak Rd/Punt Rd,62.402776660459814
St Paul's School,Primary,Moreland (C),St Pauls Catholic Church/Sydney Rd #35,177.87594845411638
St Andrew's School,Primary,Wyndham (C),St Andrews Church/Greaves St,122.49237299030416
St Brigid's School,Primary,Macedon Ranges (S),Fisher St/Aitken St ,42.83223272034541
Our Lady of Mount Carmel School,Primary,Hume (C),Our Lady of Mt Carmel Catholic PS/Macedon St,56.343392089277096
Fintona Girls' School,Pri/Sec,Boroondara (C),Fintona Girls School/Balwyn Rd,60.457825843796776
St Patrick's School,Primary,Cardinia (S),St Patricks Primary School/The Avenue ,93.4692712384863
Lauriston Girls' School,Pri/Sec,Stonnington (C),Lauriston Girls School/Malvern Rd #42,166.1120518351637
Xavier College,Pri/Sec,Boroondara (C),Barkers Rd/Glenferrie Rd #77,505.38700021488836
St Bernard's School,Primary,Moorabool (S),Gisborne Rd/Lerderderg St,183.9202029425295
Trinity Grammar School Kew,Pri/Sec,Boroondara (C),Wellington St/Glenferrie Rd #79,188.53919707348047
Academy of Mary Immaculate,Secondary,Yarra (C),Moor St/Nicholson St #12,202.22594568586825
Sacred Heart School,Primary,Yarra (C),King William St/Brunswick St #14,96.21021927050414
Mount Lilydale Mercy College,Secondary,Yarra Ranges (S),Queen Rd/Maroondah Hwy,608.9028227357101
St Monica's School,Primary,Maribyrnong (C),Moreland St/Hopkins St,56.52297306741321
St Augustine's School,Primary,Maribyrnong (C),Somerville Rd/Gamon St,103.06245477932715
Kilbreda College,Secondary,Kingston (C),Kilbreda College/Como Pde,48.23724876634301
Padua College,Secondary,Mornington Peninsula (S),Shotton Rd/Nepean Hwy,808.5424123730335
Melbourne Girls Grammar,Pri/Sec,Melbourne (C),Melbourne Girls Grammar/Anderson St,66.94870949498205
St John's School,Primary,Yarra (C),Wellington St/Queens Pde #23,68.28392297116127
Saint Ignatius College Geelong,Secondary,Greater Geelong (C),Hackwill Pl/Portarlington Rd,593.8720408245366
Presbyterian Ladies' College,Pri/Sec,Whitehorse (C),McIntyre St/Burwood Hwy ,156.98390664825848
St Monica's Primary School,Primary,Moonee Valley (C),Crawford St/Mt Alexander Rd,207.65496199157369
St Patrick's School,Primary,Yarra Ranges (S),Lilydale Station,509.54634690966805
Catholic Ladies' College Ltd,Secondary,Nillumbik (S),Eltham Station,426.6822621674273
St Joseph's School,Primary,Yarra (C),Wellington St/Johnston St,164.09386332637823
Sacred Heart School,Primary,Boroondara (C),Cotham Rd/Glenferrie Rd #80,63.68525972429004
St Aloysius College,Secondary,Melbourne (C),Melrose St/Flemington Rd #20,273.26096281215587
Our Holy Redeemer School,Primary,Boroondara (C),Our Holy Redeemer School/Mont Albert Rd ,34.06287972218913
St Columba's College,Secondary,Moonee Valley (C),St Columba's College/Buckley St,45.963545556959744
Genazzano FCJ College,Pri/Sec,Boroondara (C),Melbourne Life Christian Church/Cotham Rd,111.32150041895838
St Michael's Grammar School,Pri/Sec,Port Phillip (C),St Michaels Grammar School/Chapel St #41,28.65528245633147
St Patrick's School,Primary,Kingston (C),St Patricks Primary School/Warrigal Rd,76.84349970642226
Firbank Grammar School,Pri/Sec,Bayside (C),Snooks Ct/Bay St,149.06378773034047
St John's School,Primary,Banyule (C),Cape St/Burgundy St,146.47977562176354
Our Lady of Mercy College,Secondary,Banyule (C),Yarra St/Lower Heidelberg Rd,164.62743523124047
St Joseph's School,Primary,Moreland (C),St Joseph's Catholic Church/Hope St,95.67111616563014
St Brigid's School,Primary,Kingston (C),Albert St/Park St,173.69389854473678
Our Lady Help of Christians School,Primary,Moreland (C),Miller St/Nicholson St #20,83.64194958640661
St Anthony's School,Primary,Glen Eira (C),Grange Rd/Neerim Rd,70.19111105425706
St Mary's School,Primary,Greater Dandenong (C),St Marys PS/McCrae St,78.70589148197145
Sacred Heart School,Primary,Bayside (C),Sacred Heart PS/Bay Rd,107.69931890393839
St Mary's School,Primary,Moonee Valley (C),Epsom Rd/Mirams St,298.6445561454081
De La Salle College,Pri/Sec,Stonnington (C),De La Salle College/High St #45,83.49234586204591
St Margaret Mary's School,Primary,Moreland (C),Austin Tce/Albion St,309.8948517248583
Westbourne Grammar School,Primary,Hobsons Bay (C),Yarra St/Douglas Pde,69.96933994188639
Ivanhoe Grammar School,Pri/Sec,Banyule (C),The Ridgeway/Lower Heidelberg Rd,117.4943018270925
Scotch College,Pri/Sec,Boroondara (C),Callantina Rd/Glenferrie Rd #68,104.93475621590629
St Mary's School,Primary,Stonnington (C),Grant St/Burke Rd,366.8971170456905
St Leonard's College,Pri/Sec,Bayside (C),St Leonards College/South Rd,114.51588693676
Holy Rosary School,Primary,Melbourne (C),Kensington Station/Macaulay Rd,144.6096581558633
St Aloysius' School,Primary,Queenscliffe (B),Bethune St/King St,99.10237066465352
St Anthony's School,Primary,Darebin (C),Fairfield Station/Station St,202.80662713125253
St Joseph's School,Primary,Stonnington (C),De La Salle College/High St #45,164.89158798934204
St Columba's School,Primary,Port Phillip (C),Wilton Gr/Glen Huntly Rd,75.86109458211192
Tintern Grammar,Pri/Sec,Maroondah (C),Smithdene Ave/Railway Ave,553.0684971429185
Toorak College,Pri/Sec,Mornington Peninsula (S),Stephens Rd/Old Mornington Rd,155.38284692779362
St Mary's School,Primary,Mornington Peninsula (S),The Bays Hospital/Victoria St,104.20361478455513
Our Lady of the Immaculate Conception School,Primary,Brimbank (C),Whitty St/Monash St,50.131742991326945
St Mary's School,Primary,Darebin (C),Mansfield St/High St #40,56.101771918405035
St Catherine's School,Pri/Sec,Stonnington (C),Heyington Rail Replacement Bus Stop,396.63537543944443
Lowther Hall Anglican Grammar School,Pri/Sec,Moonee Valley (C),Lowther Hall Grammar School/Leslie Rd,67.73336353729118
St Joan of Arc School,Primary,Bayside (C),Dendy St/Burrows St,111.02267210912296
Penleigh & Essendon Grammar School,Pri/Sec,Moonee Valley (C),Penleigh and Essendon Grammar,192.24694450582984
St John's School,Primary,Maribyrnong (C),Everard St/Essex St,20.557712883144827
Shelford Girls' Grammar,Pri/Sec,Glen Eira (C),Hood Cres/Glen Eira Rd,85.99843515355099
Mary Immaculate School,Primary,Banyule (C),Upper Heidelberg Rd/Heidelberg Rd,187.5754564799996
Our Lady of Lourdes School,Primary,Stonnington (C),Airlie Ave/High St #37,171.62359403325215
Mentone Grammar School,Pri/Sec,Kingston (C),Mentone Grammar School/Como Pde,114.47405029535588
Ivanhoe Girls' Grammar School,Pri/Sec,Banyule (C),Ivanhoe Civic Centre/Upper Heidelberg Rd,155.02063143101952
Carey Baptist Grammar School,Pri/Sec,Boroondara (C),Carey Baptist Grammar School/Wrixon St,127.99150651675893
Kilvington Grammar School,Pri/Sec,Glen Eira (C),Lillimur Rd/Leila Rd,115.80543029251812
Haileybury College,Pri/Sec,Greater Dandenong (C),Haileybury Keysborough Campus/Springvale Rd ,227.02145244928508
St Therese's School,Primary,Moonee Valley (C),Lincoln Rd/Florence St,85.17525172909876
Our Lady of Good Counsel School,Primary,Boroondara (C),Deepdene Shopping Centre/Whitehorse Rd #43,173.20875774355406
Strathcona Baptist Girls' Grammar,Pri/Sec,Boroondara (C),Strathcona Girls Grammar/Prospect Hill Rd,184.19641949225579
St Kevin's School,Primary,Glen Eira (C),Ormond Station,55.427105379448385
Mentone Girls' Grammar School,Pri/Sec,Kingston (C),Mentone Girls Grammar/Mentone Pde,136.20914344770932
St Joseph's School,Primary,Kingston (C),St Josephs Catholic School/Argyle Ave,53.87499521279211
St Finbar's School,Primary,Bayside (C),Ward St/Centre Rd,96.42406290033402
Loreto Mandeville Hall,Pri/Sec,Stonnington (C),Clendon Rd/Malvern Rd #38,163.41555032866222
St Dominic's School,Primary,Boroondara (C),Highfield Rd/Riversdale Rd #51,500.01368791825655
St Mary's School,Primary,Bayside (C),St Marys PS/Holyrood St,85.6460182538882
Camberwell Grammar School,Pri/Sec,Boroondara (C),Deepdene Park/Whitehorse Rd #44,560.3129276221842
St Joseph's School,Primary,Mornington Peninsula (S),Park Rd/Stony Point Rd,310.09969748018483
Brighton Grammar School,Pri/Sec,Bayside (C),Church St/St Andrews St,99.64918850380438
St Fidelis' School,Primary,Moreland (C),Reynard St/Gordon St,404.6299195098455
Huntingtower School,Pri/Sec,Monash (C),Mt Waverley SC/Stephensons Rd,634.2332199648598
St Francis Xavier's School,Primary,Whitehorse (C),Whitehorse Rd/Dorking Rd,73.30851259823818
St Mary's School,Primary,Hobsons Bay (C),Altona Station,108.62252299810268
Our Lady Help of Christians School,Primary,Nillumbik (S),Library Pl/Main Rd,68.31604910402312
St Francis Xavier School,Primary,Frankston (C),Frankston Tennis Club/Yuille St,188.42489660267944
Our Lady of Sion College,Secondary,Whitehorse (C),Our Lady of Sion College/Whitehorse Rd,46.94313089875426
St Gabriel's School,Primary,Darebin (C),Cleeland St/Spring St,54.082694620050056
St Paul's School,Primary,Glen Eira (C),Bentleigh Reserve/Jasper Rd,137.362130108438
St Joseph's School,Primary,Bayside (C),Hunter Ave/Balcombe Rd,84.15602369150655
Salesian College,Secondary,Hume (C),Grapeview Gr/Curtis Ave,628.8129343668223
Kingswood College,Pri/Sec,Whitehorse (C),Devon St/Station St,229.97068374652955
St Patrick's School,Primary,Glen Eira (C),St Patricks PS/Murrumbeena Rd,80.37805007943402
St Roch's School,Primary,Stonnington (C),Burke Rd/High St #51,236.69795485994237
St Margaret's School,Pri/Sec,Casey (C),Reserve St/Clyde Rd,306.881696109719
Camberwell Girls Grammar School,Pri/Sec,Boroondara (C),Camberwell Girls Grammar/Burke Rd #67,52.40782997906481
St Anne's School,Primary,Boroondara (C),Birdwood St/Kilby Rd,383.8386150601798
Our Lady of Perpetual Help School,Primary,Maroondah (C),Wilana St/Bedford Rd,80.92456558711211
St Francis Xavier's School,Primary,Banyule (C),Montmorency Rail Replacement Bus Stop,429.1242628199368
St Joseph's School,Primary,Mornington Peninsula (S),Ocean Beach Rd/Kerferd Ave,155.41689533024706
St Cecilia's School,Primary,Boroondara (C),Cusdin St/Glen Iris Rd,297.54629273849594
St Joseph's School,Primary,Glen Eira (C),Sandham St/Orrong Rd,90.04943472611109
"Preshil, The Margaret Lyttle Memorial School",Pri/Sec,Boroondara (C),John St/Sackville St,335.0882996273648
St Peter's School,Primary,Whittlesea (C),Coulstock St/Davisson St,216.7669650467445
Santa Maria College,Secondary,Darebin (C),Northcote Plaza SC/Separation St,69.18190672703486
Sacred Heart School,Primary,Monash (C),Warrigal Rd/Kangaroo Rd,102.3278353375681
St Mark's School,Primary,Moreland (C),St Mark's Church/Sydney Rd,92.9610420737124
St John the Baptist School,Primary,Knox (C),Spring St/Selman Ave,62.36724733810187
St John's School,Primary,Whitehorse (C),Alexander St/Whitehorse Rd,107.11573528703917
St Raphael's School,Primary,Darebin (C),Cooper St/Gilbert Rd #44,175.5691897739815
St Kevin's College,Pri/Sec,Stonnington (C),Heyington Station,191.80536883270977
St John the Baptist's School,Primary,Cardinia (S),Koo Wee Rup Bus Interchange/Rossiter Rd,518.8751536734343
St Vincent de Paul's School,Primary,Moonee Valley (C),St Vincent de Paul PS/Woodland St,105.3163904855855
St Joseph's School,Primary,Greater Dandenong (C),Union Gr/Springvale Rd,140.65981754585854
St Bede's College,Secondary,Kingston (C),St Bedes College/Naples Rd,111.52905228811082
Holy Name School,Primary,Darebin (C),Ethel Gr/Plenty Rd #53,157.2918476401572
Siena College Ltd,Secondary,Boroondara (C),Wattle Valley Rd/Riversdale Rd #50,116.75402029412278
St Bernard's School,Primary,Moreland (C),Darlington Gr/Harding St,189.67719894130448
St Benedict's School,Primary,Whitehorse (C),Warrigal Rd/Burwood Hwy,108.00226291588115
St Oliver Plunkett's School,Primary,Moreland (C),St Oliver Plunkett's PS/Gaffney St,125.75454047677215
Corpus Christi School,Primary,Maribyrnong (C),Ormond Rd/Geelong Rd,85.72293033012488
St Bernard's College,Secondary,Moonee Valley (C),St Bernards College/Hampton Rd,179.38833382201594
Whitefriars College Inc,Secondary,Manningham (C),Whitefriars College/Park Rd,127.62923237713345
St Michael's School,Primary,Boroondara (C),Morotai Ave/High St,35.25398628576989
Our Lady of the Sacred Heart College,Secondary,Glen Eira (C),London St/Jasper Rd,142.8740345352099
St Bede's School,Primary,Boroondara (C),North Balwyn Shopping Centre/Doncaster Rd #47,89.73063527238632
Salesian College,Secondary,Monash (C),Bosco St/Waverley Rd,132.73773847170867
Mount Scopus Memorial College,Pri/Sec,Whitehorse (C),Bronte Ave/Station St,235.45530047871458
Marcellin College,Secondary,Manningham (C),Barak St/Thompsons Rd,393.6423718463464
St Theresa's School,Primary,Brimbank (C),King Edward Ave/Sydney St,192.54017023889313
St Bernadette's School,Primary,Banyule (C),Ford St/Oriel Rd,165.87594193634277
St Agnes' School,Primary,Bayside (C),Spring Rd/Highett Rd,157.2662851952819
Our Lady of the Assumption School,Primary,Kingston (C),Nepean Hwy/Centre Dandenong Rd,39.01385331144953
Nunawading Christian College-Primary,Primary,Whitehorse (C),Joyce St/Central Rd,342.0760436219643
Sacred Heart School,Primary,Maroondah (C),Mingara Ret Village/Wicklow Ave,231.37178341510563
Heritage College,Pri/Sec,Casey (C),Heritage College/Centre Rd,140.67895465447046
Resurrection House,Primary,Moonee Valley (C),Combermere St/Buckley St,107.21658237470103
Adass Israel School,Pri/Sec,Glen Eira (C),Shoobra Rd/Glenhuntly Rd #47,172.56353728758958
Holy Spirit School,Primary,Darebin (C),Clyde St/Victoria Rd,288.27140210079835
Sacred Heart School,Primary,Brimbank (C),Westvale Church/Alfrieda St,138.53921760110978
St Thomas The Apostle School,Primary,Whitehorse (C),Gordon Cres/Central Rd,116.59930553484139
St Pius X School,Primary,Banyule (C),Sackville St/Altona St,134.32733914907243
St Margaret Mary's School,Primary,Hobsons Bay (C),Hudsons Rd/Stephenson St,237.42984149476536
St Mary Magdalen's Parish Primary School,Primary,Monash (C),Baradine St/Waverley Rd,202.8247562422438
St Anthony's School,Primary,Greater Dandenong (C),Agnes St/Buckley St,113.38682328690875
St Peter's School,Primary,Monash (C),Clayton Station/Carinish Rd,179.5975419768313
Yeshivah College,Pri/Sec,Glen Eira (C),Balaclava Rd/Hotham St,132.0968525966237
St John Bosco's School,Primary,Moonee Valley (C),Hoffmans Rd/Vaynor St,201.77584308359218
St Mary's School,Primary,Banyule (C),St Mary's Parish Primary School/Grimshaw St ,120.26284232741915
Mother of God School,Primary,Brimbank (C),Ukrainian Catholic Church/Forrest St ,358.4512839920157
St Peter Chanel School,Primary,Brimbank (C),St Peter Chanel/Ballarat Rd,61.17528362024481
Christ the King Primary School,Primary,Maribyrnong (C),Christ The King PS/Churchill Ave,142.26279697195838
Corpus Christi School,Primary,Moreland (C),Corpus Christi School/Widford St,63.293120507408396
Killester College,Secondary,Greater Dandenong (C),Killester College/Springvale Rd,104.47552016812138
St Paul's School,Primary,Brimbank (C),Links St/Glengala Rd,96.51789750264781
Stella Maris School,Primary,Bayside (C),Cloris Ave/Tramway Pde,278.14809565115957
St Bernadette's School,Primary,Brimbank (C),Suffolk Rd/McIntyre Rd,473.5595292829425
Rossbourne School,Special,Boroondara (C),Burwood Rd/Power St #27,145.48711519203528
Beth Rivkah Ladies College,Pri/Sec,Glen Eira (C),Empress Rd/Balaclava Rd #41,80.58314591497776
St Margaret's Primary School,Primary,Maribyrnong (C),Warrs Rd/Raleigh Rd,226.9407555330842
Holy Family School,Primary,Monash (C),Holy Family Primary School/Stephensons Rd ,51.45595101497655
St Gerard's School,Primary,Greater Dandenong (C),St Gerards Catholic School/Gladstone Rd,117.26871139853213
Our Lady of Perpetual Succour School,Primary,Whitehorse (C),Erasmus St/Elgar Rd,103.35416313980429
St Catherine's School,Primary,Kingston (C),G R Bricker Reserve/Rowans Rd,229.67716831704257
Sacred Heart Girls' College,Secondary,Monash (C),Sacred Heart Girls College/Warrigal Rd,59.898397308708425
St Stephen's School,Primary,Darebin (C),Black St/Whitelaw St,126.98511543363597
St Martin of Tours School,Primary,Banyule (C),Cantala Ave/Lower Plenty Rd,91.6078588012689
Christ Our Holy Redeemer School,Primary,Monash (C),Ferntree Gully Rd/Huntingdale Rd,42.6956006408513
Our Lady of the Nativity School,Primary,Moonee Valley (C),Cooper St/Buckley St,195.34757745536402
St John's Regional College,Secondary,Greater Dandenong (C),Robert Booth Reserve/Clow St,454.4145661394658
Emmaus College,Secondary,Whitehorse (C),Emmaus College/Springvale Rd,298.99964875719854
St Dominic's School,Primary,Hume (C),Martell St/Joseph St,113.58328487023918
St Bridget's School,Primary,Boroondara (C),Sweyn St/Greythorn Rd,411.3902323520915
St Leonard's School,Primary,Monash (C),St Leonard's Primary School/Springvale Rd ,42.861994410798744
St Scholastica's School,Primary,Whitehorse (C),Pheasant St/Burwood Hwy,39.24949433734961
St Christopher's School,Primary,Monash (C),Doon Ave/Blackburn Rd,146.38934993501604
St John Vianney's School,Primary,Kingston (C),Warren Rd/Morris St,364.4100483914016
Ss Peter & Paul's School,Primary,Manningham (C),Leeds St/Doncaster Rd,264.14315524211884
Holy Family School,Primary,Casey (C),Photinia St/Power Rd,68.03017341323746
Aquinas College,Secondary,Maroondah (C),Aquinas College/Great Ryrie St,224.74944115324854
Leibler Yavneh College,Pri/Sec,Glen Eira (C),Shoobra Rd/Riddell Pde,146.0351288830795
Peninsula Grammar,Pri/Sec,Mornington Peninsula (S),Koetong Pde/Nepean Hwy,266.7123351127058
St Matthew's School,Primary,Moreland (C),Hogan St/Anderson Rd,267.46973076380687
St John Vianney's School,Primary,Monash (C),VMCH John R Hannah Residental Aged Care/Police Rd,103.01504183763636
St Luke's School,Primary,Whittlesea (C),Chowne St/Derrick St,142.40638599059912
St Francis de Sales School,Primary,Moreland (C),Oak Park Station,87.14496117808051
St Thomas More's School,Primary,Yarra Ranges (S),St Thomas More's Primary School,43.39145446443383
St Christopher's School,Primary,Moonee Valley (C),Altna Ave/McNamara Ave,141.28441758899407
Sacred Heart School,Primary,Nillumbik (S),Diamond Creek Station/Station St,118.15810418468092
St Michael's School,Primary,Casey (C),Bain St/Princes Hwy,111.66644663481793
Ave Maria College,Secondary,Moonee Valley (C),Ave Maria College/Alma St,77.69470037533465
Bialik College,Pri/Sec,Boroondara (C),Buley St/Tooronga Rd,205.47563527309885
Our Lady of the Way School,Primary,Darebin (C),Link St/Dunne St,192.31877960127326
St Luke the Evangelist School,Primary,Whitehorse (C),Wreford Rd/Canterbury Rd,441.88110749160666
Luther College,Secondary,Maroondah (C),Luther College/Plymouth Rd,69.10797506368539
Marian College,Secondary,Brimbank (C),Marian College/Glengala Rd,36.05154216760183
Mount St Joseph Girls' College,Secondary,Hobsons Bay (C),Westona Station/Maidstone St,91.86079833000642
St Clement of Rome School,Primary,Manningham (C),Ronald Ave/Manningham Rd,109.827285657839
St Joseph's Primary School,Primary,Knox (C),St Josephs Catholic Church/Boronia Rd,145.10992389822647
Mater Christi College,Secondary,Yarra Ranges (S),Creek Rd/Belgrave-Gembrook Rd,262.34770386181924
Our Lady of Lourdes School,Primary,Knox (C),Mitre Cres/Scoresby Rd,305.71997759757807
St Joseph's College,Secondary,Knox (C),St Josephs College/Brenock Park Dr,62.60740937947301
St Paul's College Balwyn,Special,Boroondara (C),Northcote Ave/Whitehorse Rd #49,155.02133967976178
Annunciation School,Primary,Hobsons Bay (C),Eames Ave/Millers Rd,112.89971098584684
St Louis de Montfort's School,Primary,Kingston (C),Lyle Gr/Station St,461.3392751712382
St Thomas More's School,Primary,Moreland (C),Regent St/Hilton St,498.19468325170783
Avila College,Secondary,Monash (C),Holy Family Primary School/Stephensons Rd ,348.0330970301671
St Philip's School,Primary,Whitehorse (C),Barnsley St/Junction Rd,141.18724665360267
Holy Child School,Primary,Hume (C),Holy Child PS/Blair St,81.76330546423533
Emmanuel College,Secondary,Hobsons Bay (C),St Paul's Catholic College/Chambers Rd,73.95493092598582
St Peter Julian Eymard,Primary,Yarra Ranges (S),Mooroolbark Community Centre/Brice Ave,216.805222669379
St Damian's School,Primary,Whittlesea (C),Cook St/Settlement Rd,112.52940666773172
St Monica's College,Secondary,Whittlesea (C),Melbourne Polytechnic/Dalton Rd,75.74834458368149
Yarra Valley Grammar,Pri/Sec,Maroondah (C),Plymouth Rd/Bemboka Rd,340.59537809438467
Mercy College,Secondary,Moreland (C),Mercy College/Sydney Rd,63.92809760954215
St Timothy's School,Primary,Whitehorse (C),Husband Rd/Stevens Rd,50.042128005416195
St Macartan's School,Primary,Mornington Peninsula (S),Fitzgerald St/Robertson Dr,656.8142440887477
St John's School,Primary,Frankston (C),Frankston East PS/Ashleigh Ave,294.75020879731017
St Mary's College for the Deaf,Special,Knox (C),Exell Ct/Wallace Rd,177.6237995945093
John Paul College,Secondary,Frankston (C),John Paul College/McMahons Rd,113.59675642934968
St Anne's School,Primary,Frankston (C),St Annes Catholic PS/Brunel Rd,56.283640686392225
Mazenod College,Secondary,Monash (C),Drysdale Ct/Brandon Park Dr,233.96152291795482
St Martin de Porres School,Primary,Moonee Valley (C),Davis Ave/Military Rd,111.18963344383445
St Gregory the Great School,Primary,Manningham (C),Manningham Rd/Williamsons Rd,100.49431609015491
Maranatha Christian School,Pri/Sec,Casey (C),Maranatha Christian School/Reema Bvd,127.14437688177742
St Kevin's School,Primary,Manningham (C),Herlihys Rd/Foote St,332.54712879120217
St James' School,Primary,Whitehorse (C),Centre Rd/Blanche Dr,201.03398737385032
Good Shepherd School,Primary,Monash (C),Good Shepherd School/Academy Ave,145.1273545085135
MacKillop Catholic Regional College,Secondary,Wyndham (C),MacKillop Catholic College/Russell St,103.91676485571737
St James'  College,Secondary,Glen Eira (C),St James Catholic College/Bignell Rd,68.16614930486061
St Leo the Great Primary School,Primary,Hobsons Bay (C),Fourth Ave/Mason St,91.92950124447128
St Peter's School,Primary,Moonee Valley (C),Parkside Ave/Lauricella Ave,138.18369730198947
St Martin de Porres School,Primary,Hobsons Bay (C),Barwise St/Bladin St,136.41275580442598
St Jude the Apostle School,Primary,Knox (C),George St/Argyle Way,157.40036162765603
Mount Evelyn Christian School/Ranges TEC,Pri/Sec,Yarra Ranges (S),Karen Ct/York Rd,226.8492343834767
Melbourne Rudolf Steiner School,Pri/Sec,Maroondah (C),Warranwood Rd/Wonga Rd,106.3389291099412
St Mark's School,Primary,Kingston (C),St Marks Primary School/Lower Dandenong Rd,263.9506996421361
The Currajong School,Special,Stonnington (C),Olive St/Darling Rd,68.39752496104963
Nunawading Christian College-Secondary,Secondary,Whitehorse (C),Joyce St/Central Rd,249.670224674165
Eltham College,Pri/Sec,Nillumbik (S),Eltham College/Eltham-Yarra Glen Rd,245.7372991859773
Holy Eucharist School,Primary,Brimbank (C),Ginifer Station/Mulhall Dr,188.88573720791015
Learning Co-Operative School,Primary,Nillumbik (S),Hurstbridge Station/Heidelberg-Kinglake Rd,1993.038088943019
St Peter Apostle School,Primary,Wyndham (C),Dean St/Mossfiel Dr,315.0177028165647
Donvale Christian College,Pri/Sec,Manningham (C),Donvale Christian College,76.27906993135282
Berengarra School,Special,Whitehorse (C),Alan St/Dorking Rd,115.68342690358119
Sholem Aleichem College,Primary,Glen Eira (C),Elsternwick Railway Station/Glenhuntly Rd #44,218.8349956462797
St John XXIII Primary School,Primary,Whittlesea (C),Bickley Ave/McKimmies Rd,305.3914432207008
School of the Good Shepherd,Primary,Hume (C),School of the Good Shepherd/South Circular Rd,105.16261434215653
St Agatha's School,Primary,Casey (C),Cranbourne Integrated Care/Sladen St,233.42813940595977
Resurrection School,Primary,Greater Dandenong (C),Resurrection Church/Corrigan Rd,68.2399562849095
St Dominic's School,Primary,Melton (C),Melton Bus Interchange/Palmerston St,199.18859499468127
Gilson College,Pri/Sec,Melton (C),Gilson College/Taylors Rd,124.94362488989769
Cheshire School,Special,Monash (C),Rosemary Ct/Ferntree Gully Rd,79.94260807586366
