,Sensor Name,Date,Total Pedestrian Count (Day Sum)
132134,Monash Rd-Swanston St (West),2014-02-02,
132135,New Quay,2014-02-02,8636.0
132136,Pelham St (S),2014-02-02,
132137,Pelham St (South),2014-02-02,
132138,Princes Bridge,2014-02-02,18087.0
132139,QV Market-Elizabeth St (West),2014-02-02,9712.0
132140,QV Market-Peel St,2014-02-02,2308.0
132141,QVM-Franklin St (North),2014-02-02,
132142,QVM-Queen St (East),2014-02-02,
132143,QVM-Therry St (South),2014-02-02,
132144,Queen St (West),2014-02-02,
132145,Royal Pde-Grattan St,2014-02-02,
132146,Sandridge Bridge,2014-02-02,6969.0
132147,Southbank,2014-02-02,
132148,Southern Cross Station,2014-02-02,1498.0
132149,Spencer St-Collins St (North),2014-02-02,8619.0
132150,Spencer St-Collins St (South),2014-02-02,1959.0
132151,St Kilda Rd-Alexandra Gardens,2014-02-02,7964.0
132152,State Library,2014-02-02,15105.0
132153,State Library-New,2014-02-02,
132154,Swanston St - City Square,2014-02-02,
132155,Swanston St - RMIT Building 14,2014-02-02,
132156,Swanston St - RMIT Building 80,2014-02-02,
132157,The Arts Centre,2014-02-02,11520.0
132158,Tin Alley-Swanston St (West),2014-02-02,
132159,Town Hall (West),2014-02-02,28680.0
132160,Victoria Point,2014-02-02,1219.0
132161,Waterfront City,2014-02-02,6806.0
132162,Webb Bridge,2014-02-02,1810.0
132163,Westwood Place,2014-02-02,
132164,sensor_name,2014-02-03,
132165,231 Bourke St,2014-02-03,
132166,Alfred Place,2014-02-03,
132167,Australia on Collins,2014-02-03,15126.0
132168,Birrarung Marr,2014-02-03,3720.0
132169,Bourke St - Spencer St (North),2014-02-03,
132170,Bourke St - Spencer St (South),2014-02-03,
132171,Bourke St Bridge,2014-02-03,
132172,Bourke St-Russell St (West),2014-02-03,10743.0
132173,Bourke Street Mall (North),2014-02-03,18714.0
132174,Bourke Street Mall (South),2014-02-03,21007.0
132175,Chinatown-Lt Bourke St (South),2014-02-03,6223.0
132176,Chinatown-Swanston St (North),2014-02-03,8494.0
132177,City Square,2014-02-03,18709.0
132178,Collins Place (North),2014-02-03,9981.0
132179,Collins Place (South),2014-02-03,12638.0
132180,Collins St (North),2014-02-03,
132181,Elizabeth St-La Trobe St (East),2014-02-03,
132182,Elizabeth St-Lonsdale St (South),2014-02-03,
132183,Errol Street (East),2014-02-03,
132184,Faraday St-Lygon St (West),2014-02-03,
132185,Flagstaff Station,2014-02-03,25321.0
132186,Flinders La - Swanston St (West) Temp,2014-02-03,
132187,Flinders La-Swanston St (West),2014-02-03,
132188,Flinders Ln -Degraves St (Crossing),2014-02-03,
132189,Flinders Ln -Degraves St (North),2014-02-03,
132190,Flinders Ln -Degraves St (South),2014-02-03,
132191,Flinders St-Elizabeth St (East),2014-02-03,32943.0
132192,Flinders St-Spark La,2014-02-03,
132193,Flinders St-Spring St (West),2014-02-03,
132194,Flinders St-Swanston St (West),2014-02-03,
132195,Flinders Street Station Underpass,2014-02-03,19324.0
132196,Flinders la - Swanston St (West) Temp,2014-02-03,
132197,Grattan St-Swanston St (West),2014-02-03,
132198,La Trobe St (North),2014-02-03,
132199,Lincoln-Swanston (West),2014-02-03,
132200,Lincoln-Swanston(West),2014-02-03,
132201,Little Collins St-Swanston St (East),2014-02-03,
132202,Lonsdale St (South),2014-02-03,8654.0
132203,Lonsdale St - Elizabeth St (North),2014-02-03,
132204,Lonsdale St-Spring St (West),2014-02-03,
132205,Lygon St (East),2014-02-03,
132206,Lygon St (West),2014-02-03,5868.0
132207,Melbourne Central,2014-02-03,21199.0
132208,Melbourne Central-Elizabeth St (East),2014-02-03,
132209,Melbourne Convention Exhibition Centre,2014-02-03,8604.0
132210,Monash Rd-Swanston St (West),2014-02-03,
132211,New Quay,2014-02-03,2908.0
132212,Pelham St (S),2014-02-03,
132213,Pelham St (South),2014-02-03,
132214,Princes Bridge,2014-02-03,17708.0
132215,QV Market-Elizabeth St (West),2014-02-03,8118.0
132216,QV Market-Peel St,2014-02-03,1887.0
132217,QVM-Franklin St (North),2014-02-03,
132218,QVM-Queen St (East),2014-02-03,
132219,QVM-Therry St (South),2014-02-03,
132220,Queen St (West),2014-02-03,
132221,Royal Pde-Grattan St,2014-02-03,
132222,Sandridge Bridge,2014-02-03,8544.0
132223,Southbank,2014-02-03,
132224,Southern Cross Station,2014-02-03,14461.0
132225,Spencer St-Collins St (North),2014-02-03,25613.0
132226,Spencer St-Collins St (South),2014-02-03,6166.0
132227,St Kilda Rd-Alexandra Gardens,2014-02-03,7936.0
132228,State Library,2014-02-03,16211.0
132229,State Library-New,2014-02-03,
132230,Swanston St - City Square,2014-02-03,
132231,Swanston St - RMIT Building 14,2014-02-03,
132232,Swanston St - RMIT Building 80,2014-02-03,
132233,The Arts Centre,2014-02-03,13937.0
132234,Tin Alley-Swanston St (West),2014-02-03,
132235,Town Hall (West),2014-02-03,28538.0
132236,Victoria Point,2014-02-03,2782.0
132237,Waterfront City,2014-02-03,1537.0
132238,Webb Bridge,2014-02-03,4446.0
132239,Westwood Place,2014-02-03,
132240,sensor_name,2014-02-04,
132241,231 Bourke St,2014-02-04,
132242,Alfred Place,2014-02-04,
132243,Australia on Collins,2014-02-04,18132.0
132244,Birrarung Marr,2014-02-04,5456.0
132245,Bourke St - Spencer St (North),2014-02-04,
132246,Bourke St - Spencer St (South),2014-02-04,
132247,Bourke St Bridge,2014-02-04,
132248,Bourke St-Russell St (West),2014-02-04,12649.0
132249,Bourke Street Mall (North),2014-02-04,25310.0
132250,Bourke Street Mall (South),2014-02-04,22585.0
132251,Chinatown-Lt Bourke St (South),2014-02-04,6940.0
132252,Chinatown-Swanston St (North),2014-02-04,10105.0
132253,City Square,2014-02-04,22754.0
132254,Collins Place (North),2014-02-04,11200.0
132255,Collins Place (South),2014-02-04,13734.0
132256,Collins St (North),2014-02-04,
132257,Elizabeth St-La Trobe St (East),2014-02-04,
132258,Elizabeth St-Lonsdale St (South),2014-02-04,
132259,Errol Street (East),2014-02-04,
132260,Faraday St-Lygon St (West),2014-02-04,
132261,Flagstaff Station,2014-02-04,26944.0
132262,Flinders La - Swanston St (West) Temp,2014-02-04,
132263,Flinders La-Swanston St (West),2014-02-04,
132264,Flinders Ln -Degraves St (Crossing),2014-02-04,
132265,Flinders Ln -Degraves St (North),2014-02-04,
132266,Flinders Ln -Degraves St (South),2014-02-04,
132267,Flinders St-Elizabeth St (East),2014-02-04,36470.0
132268,Flinders St-Spark La,2014-02-04,
132269,Flinders St-Spring St (West),2014-02-04,
132270,Flinders St-Swanston St (West),2014-02-04,
132271,Flinders Street Station Underpass,2014-02-04,21036.0
132272,Flinders la - Swanston St (West) Temp,2014-02-04,
132273,Grattan St-Swanston St (West),2014-02-04,
132274,La Trobe St (North),2014-02-04,
132275,Lincoln-Swanston (West),2014-02-04,
132276,Lincoln-Swanston(West),2014-02-04,
132277,Little Collins St-Swanston St (East),2014-02-04,
132278,Lonsdale St (South),2014-02-04,9367.0
132279,Lonsdale St - Elizabeth St (North),2014-02-04,
132280,Lonsdale St-Spring St (West),2014-02-04,
132281,Lygon St (East),2014-02-04,
132282,Lygon St (West),2014-02-04,6557.0
132283,Melbourne Central,2014-02-04,26884.0
132284,Melbourne Central-Elizabeth St (East),2014-02-04,
132285,Melbourne Convention Exhibition Centre,2014-02-04,10515.0
132286,Monash Rd-Swanston St (West),2014-02-04,
132287,New Quay,2014-02-04,3897.0
132288,Pelham St (S),2014-02-04,
132289,Pelham St (South),2014-02-04,
132290,Princes Bridge,2014-02-04,20805.0
132291,QV Market-Elizabeth St (West),2014-02-04,11585.0
132292,QV Market-Peel St,2014-02-04,2871.0
132293,QVM-Franklin St (North),2014-02-04,
132294,QVM-Queen St (East),2014-02-04,
132295,QVM-Therry St (South),2014-02-04,
132296,Queen St (West),2014-02-04,
132297,Royal Pde-Grattan St,2014-02-04,
132298,Sandridge Bridge,2014-02-04,9262.0
132299,Southbank,2014-02-04,
132300,Southern Cross Station,2014-02-04,17152.0
132301,Spencer St-Collins St (North),2014-02-04,28093.0
132302,Spencer St-Collins St (South),2014-02-04,7278.0
132303,St Kilda Rd-Alexandra Gardens,2014-02-04,11164.0
132304,State Library,2014-02-04,18924.0
132305,State Library-New,2014-02-04,
132306,Swanston St - City Square,2014-02-04,
132307,Swanston St - RMIT Building 14,2014-02-04,
132308,Swanston St - RMIT Building 80,2014-02-04,
132309,The Arts Centre,2014-02-04,17272.0
132310,Tin Alley-Swanston St (West),2014-02-04,
132311,Town Hall (West),2014-02-04,33984.0
132312,Victoria Point,2014-02-04,3422.0
132313,Waterfront City,2014-02-04,1904.0
132314,Webb Bridge,2014-02-04,5466.0
132315,Westwood Place,2014-02-04,
132316,sensor_name,2014-02-05,
132317,231 Bourke St,2014-02-05,
132318,Alfred Place,2014-02-05,
132319,Australia on Collins,2014-02-05,18663.0
132320,Birrarung Marr,2014-02-05,5882.0
132321,Bourke St - Spencer St (North),2014-02-05,
132322,Bourke St - Spencer St (South),2014-02-05,
132323,Bourke St Bridge,2014-02-05,
132324,Bourke St-Russell St (West),2014-02-05,12485.0
132325,Bourke Street Mall (North),2014-02-05,26345.0
132326,Bourke Street Mall (South),2014-02-05,23084.0
132327,Chinatown-Lt Bourke St (South),2014-02-05,6807.0
132328,Chinatown-Swanston St (North),2014-02-05,10309.0
132329,City Square,2014-02-05,22706.0
132330,Collins Place (North),2014-02-05,11054.0
132331,Collins Place (South),2014-02-05,13448.0
132332,Collins St (North),2014-02-05,
132333,Elizabeth St-La Trobe St (East),2014-02-05,
132334,Elizabeth St-Lonsdale St (South),2014-02-05,
132335,Errol Street (East),2014-02-05,
132336,Faraday St-Lygon St (West),2014-02-05,
132337,Flagstaff Station,2014-02-05,27427.0
132338,Flinders La - Swanston St (West) Temp,2014-02-05,
132339,Flinders La-Swanston St (West),2014-02-05,
132340,Flinders Ln -Degraves St (Crossing),2014-02-05,
132341,Flinders Ln -Degraves St (North),2014-02-05,
132342,Flinders Ln -Degraves St (South),2014-02-05,
132343,Flinders St-Elizabeth St (East),2014-02-05,36530.0
132344,Flinders St-Spark La,2014-02-05,
132345,Flinders St-Spring St (West),2014-02-05,
132346,Flinders St-Swanston St (West),2014-02-05,
132347,Flinders Street Station Underpass,2014-02-05,22116.0
132348,Flinders la - Swanston St (West) Temp,2014-02-05,
132349,Grattan St-Swanston St (West),2014-02-05,
132350,La Trobe St (North),2014-02-05,
132351,Lincoln-Swanston (West),2014-02-05,
132352,Lincoln-Swanston(West),2014-02-05,
132353,Little Collins St-Swanston St (East),2014-02-05,
132354,Lonsdale St (South),2014-02-05,9522.0
132355,Lonsdale St - Elizabeth St (North),2014-02-05,
132356,Lonsdale St-Spring St (West),2014-02-05,
132357,Lygon St (East),2014-02-05,
132358,Lygon St (West),2014-02-05,7793.0
132359,Melbourne Central,2014-02-05,27904.0
132360,Melbourne Central-Elizabeth St (East),2014-02-05,
132361,Melbourne Convention Exhibition Centre,2014-02-05,9992.0
132362,Monash Rd-Swanston St (West),2014-02-05,
132363,New Quay,2014-02-05,4232.0
132364,Pelham St (S),2014-02-05,
132365,Pelham St (South),2014-02-05,
132366,Princes Bridge,2014-02-05,25370.0
132367,QV Market-Elizabeth St (West),2014-02-05,14550.0
132368,QV Market-Peel St,2014-02-05,3781.0
132369,QVM-Franklin St (North),2014-02-05,
132370,QVM-Queen St (East),2014-02-05,
132371,QVM-Therry St (South),2014-02-05,
132372,Queen St (West),2014-02-05,
132373,Royal Pde-Grattan St,2014-02-05,
132374,Sandridge Bridge,2014-02-05,9897.0
132375,Southbank,2014-02-05,
132376,Southern Cross Station,2014-02-05,16976.0
132377,Spencer St-Collins St (North),2014-02-05,27955.0
132378,Spencer St-Collins St (South),2014-02-05,7159.0
132379,St Kilda Rd-Alexandra Gardens,2014-02-05,8290.0
132380,State Library,2014-02-05,18926.0
132381,State Library-New,2014-02-05,
132382,Swanston St - City Square,2014-02-05,
132383,Swanston St - RMIT Building 14,2014-02-05,
132384,Swanston St - RMIT Building 80,2014-02-05,
132385,The Arts Centre,2014-02-05,22622.0
132386,Tin Alley-Swanston St (West),2014-02-05,
132387,Town Hall (West),2014-02-05,35591.0
132388,Victoria Point,2014-02-05,3024.0
132389,Waterfront City,2014-02-05,1892.0
132390,Webb Bridge,2014-02-05,5444.0
132391,Westwood Place,2014-02-05,
132392,sensor_name,2014-02-06,
132393,231 Bourke St,2014-02-06,
132394,Alfred Place,2014-02-06,
132395,Australia on Collins,2014-02-06,19121.0
132396,Birrarung Marr,2014-02-06,3657.0
132397,Bourke St - Spencer St (North),2014-02-06,
132398,Bourke St - Spencer St (South),2014-02-06,
132399,Bourke St Bridge,2014-02-06,
132400,Bourke St-Russell St (West),2014-02-06,11530.0
132401,Bourke Street Mall (North),2014-02-06,27799.0
132402,Bourke Street Mall (South),2014-02-06,23764.0
132403,Chinatown-Lt Bourke St (South),2014-02-06,6509.0
132404,Chinatown-Swanston St (North),2014-02-06,10934.0
132405,City Square,2014-02-06,21458.0
132406,Collins Place (North),2014-02-06,11209.0
132407,Collins Place (South),2014-02-06,14385.0
132408,Collins St (North),2014-02-06,
132409,Elizabeth St-La Trobe St (East),2014-02-06,
132410,Elizabeth St-Lonsdale St (South),2014-02-06,
132411,Errol Street (East),2014-02-06,
132412,Faraday St-Lygon St (West),2014-02-06,
132413,Flagstaff Station,2014-02-06,26200.0
132414,Flinders La - Swanston St (West) Temp,2014-02-06,
132415,Flinders La-Swanston St (West),2014-02-06,
132416,Flinders Ln -Degraves St (Crossing),2014-02-06,
132417,Flinders Ln -Degraves St (North),2014-02-06,
132418,Flinders Ln -Degraves St (South),2014-02-06,
132419,Flinders St-Elizabeth St (East),2014-02-06,36502.0
132420,Flinders St-Spark La,2014-02-06,
132421,Flinders St-Spring St (West),2014-02-06,
132422,Flinders St-Swanston St (West),2014-02-06,
132423,Flinders Street Station Underpass,2014-02-06,21340.0
132424,Flinders la - Swanston St (West) Temp,2014-02-06,
132425,Grattan St-Swanston St (West),2014-02-06,
132426,La Trobe St (North),2014-02-06,
132427,Lincoln-Swanston (West),2014-02-06,
132428,Lincoln-Swanston(West),2014-02-06,
132429,Little Collins St-Swanston St (East),2014-02-06,
132430,Lonsdale St (South),2014-02-06,9562.0
132431,Lonsdale St - Elizabeth St (North),2014-02-06,
132432,Lonsdale St-Spring St (West),2014-02-06,
132433,Lygon St (East),2014-02-06,
132434,Lygon St (West),2014-02-06,7644.0
132435,Melbourne Central,2014-02-06,28095.0
132436,Melbourne Central-Elizabeth St (East),2014-02-06,
132437,Melbourne Convention Exhibition Centre,2014-02-06,8304.0
132438,Monash Rd-Swanston St (West),2014-02-06,
132439,New Quay,2014-02-06,3978.0
132440,Pelham St (S),2014-02-06,
132441,Pelham St (South),2014-02-06,
132442,Princes Bridge,2014-02-06,22857.0
132443,QV Market-Elizabeth St (West),2014-02-06,10855.0
132444,QV Market-Peel St,2014-02-06,2684.0
132445,QVM-Franklin St (North),2014-02-06,
132446,QVM-Queen St (East),2014-02-06,
132447,QVM-Therry St (South),2014-02-06,
132448,Queen St (West),2014-02-06,
132449,Royal Pde-Grattan St,2014-02-06,
132450,Sandridge Bridge,2014-02-06,8681.0
132451,Southbank,2014-02-06,
132452,Southern Cross Station,2014-02-06,17819.0
132453,Spencer St-Collins St (North),2014-02-06,28520.0
132454,Spencer St-Collins St (South),2014-02-06,7070.0
132455,St Kilda Rd-Alexandra Gardens,2014-02-06,9311.0
132456,State Library,2014-02-06,19158.0
132457,State Library-New,2014-02-06,
132458,Swanston St - City Square,2014-02-06,
132459,Swanston St - RMIT Building 14,2014-02-06,
132460,Swanston St - RMIT Building 80,2014-02-06,
132461,The Arts Centre,2014-02-06,19396.0
132462,Tin Alley-Swanston St (West),2014-02-06,
132463,Town Hall (West),2014-02-06,35797.0
132464,Victoria Point,2014-02-06,3476.0
132465,Waterfront City,2014-02-06,1687.0
132466,Webb Bridge,2014-02-06,5027.0
132467,Westwood Place,2014-02-06,
132468,sensor_name,2014-02-07,
132469,231 Bourke St,2014-02-07,
132470,Alfred Place,2014-02-07,
132471,Australia on Collins,2014-02-07,19442.0
132472,Birrarung Marr,2014-02-07,3164.0
132473,Bourke St - Spencer St (North),2014-02-07,
132474,Bourke St - Spencer St (South),2014-02-07,
132475,Bourke St Bridge,2014-02-07,
132476,Bourke St-Russell St (West),2014-02-07,15049.0
132477,Bourke Street Mall (North),2014-02-07,29470.0
132478,Bourke Street Mall (South),2014-02-07,27426.0
132479,Chinatown-Lt Bourke St (South),2014-02-07,8799.0
132480,Chinatown-Swanston St (North),2014-02-07,12409.0
132481,City Square,2014-02-07,25635.0
132482,Collins Place (North),2014-02-07,10206.0
132483,Collins Place (South),2014-02-07,13720.0
132484,Collins St (North),2014-02-07,
132485,Elizabeth St-La Trobe St (East),2014-02-07,
132486,Elizabeth St-Lonsdale St (South),2014-02-07,
132487,Errol Street (East),2014-02-07,
132488,Faraday St-Lygon St (West),2014-02-07,
132489,Flagstaff Station,2014-02-07,24548.0
132490,Flinders La - Swanston St (West) Temp,2014-02-07,
132491,Flinders La-Swanston St (West),2014-02-07,
132492,Flinders Ln -Degraves St (Crossing),2014-02-07,
132493,Flinders Ln -Degraves St (North),2014-02-07,
132494,Flinders Ln -Degraves St (South),2014-02-07,
132495,Flinders St-Elizabeth St (East),2014-02-07,37786.0
132496,Flinders St-Spark La,2014-02-07,
132497,Flinders St-Spring St (West),2014-02-07,
132498,Flinders St-Swanston St (West),2014-02-07,
132499,Flinders Street Station Underpass,2014-02-07,23238.0
132500,Flinders la - Swanston St (West) Temp,2014-02-07,
132501,Grattan St-Swanston St (West),2014-02-07,
132502,La Trobe St (North),2014-02-07,
132503,Lincoln-Swanston (West),2014-02-07,
132504,Lincoln-Swanston(West),2014-02-07,
132505,Little Collins St-Swanston St (East),2014-02-07,
132506,Lonsdale St (South),2014-02-07,12224.0
132507,Lonsdale St - Elizabeth St (North),2014-02-07,
132508,Lonsdale St-Spring St (West),2014-02-07,
132509,Lygon St (East),2014-02-07,
132510,Lygon St (West),2014-02-07,9782.0
132511,Melbourne Central,2014-02-07,28932.0
132512,Melbourne Central-Elizabeth St (East),2014-02-07,
132513,Melbourne Convention Exhibition Centre,2014-02-07,9480.0
132514,Monash Rd-Swanston St (West),2014-02-07,
132515,New Quay,2014-02-07,3906.0
132516,Pelham St (S),2014-02-07,
132517,Pelham St (South),2014-02-07,
132518,Princes Bridge,2014-02-07,25003.0
132519,QV Market-Elizabeth St (West),2014-02-07,11897.0
132520,QV Market-Peel St,2014-02-07,2780.0
132521,QVM-Franklin St (North),2014-02-07,
132522,QVM-Queen St (East),2014-02-07,
132523,QVM-Therry St (South),2014-02-07,
132524,Queen St (West),2014-02-07,
132525,Royal Pde-Grattan St,2014-02-07,
132526,Sandridge Bridge,2014-02-07,9029.0
132527,Southbank,2014-02-07,
132528,Southern Cross Station,2014-02-07,15883.0
132529,Spencer St-Collins St (North),2014-02-07,27455.0
132530,Spencer St-Collins St (South),2014-02-07,7055.0
132531,St Kilda Rd-Alexandra Gardens,2014-02-07,8334.0
132532,State Library,2014-02-07,22161.0
132533,State Library-New,2014-02-07,
132534,Swanston St - City Square,2014-02-07,
132535,Swanston St - RMIT Building 14,2014-02-07,
132536,Swanston St - RMIT Building 80,2014-02-07,
132537,The Arts Centre,2014-02-07,20443.0
132538,Tin Alley-Swanston St (West),2014-02-07,
132539,Town Hall (West),2014-02-07,36418.0
132540,Victoria Point,2014-02-07,3517.0
132541,Waterfront City,2014-02-07,1895.0
