date,demand,RRP,demand_pos_RRP,RRP_positive,demand_neg_RRP,RRP_negative,frac_at_neg_RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday
12/1/2018,100725.24,71.1047405,98789.235,72.53485039,1936.005,-1.87,0.020833334,10.3,31.7,30.8,0,Y,N
12/2/2018,88903.065,24.45538203,73658.87,37.60909225,15244.195,-39.10241363,0.1875,12.2,19.5,18.9,10.4,Y,N
12/3/2018,107666.305,71.12619871,107666.305,71.12619871,0,0,0,13.3,23.6,13.4,0,Y,N
12/4/2018,111718.075,92.94554896,111718.075,92.94554896,0,0,0,13.4,20.5,28.2,0,Y,N
12/5/2018,114225.12,86.81499911,114225.12,86.81499911,0,0,0,13.4,25.2,31.1,0,Y,N
12/6/2018,135452.26,125.3081084,135452.26,125.3081084,0,0,0,14.5,35.5,31.3,0,Y,N
12/7/2018,156648.405,177.8618168,156648.405,177.8618168,0,0,0,25.1,38,27.1,0,Y,N
12/8/2018,121237.47,113.367033,121237.47,113.367033,0,0,0,22.7,30.3,11,0,Y,N
12/9/2018,102161.115,80.18878765,102161.115,80.18878765,0,0,0,16,20.1,11.8,1.2,Y,N
12/10/2018,110803.765,95.22572314,110803.765,95.22572314,0,0,0,15.8,20.6,28.5,0,Y,N
12/11/2018,114413.785,118.6444142,114413.785,118.6444142,0,0,0,13,23.6,31.6,0,Y,N
12/12/2018,129715.465,199.184327,129715.465,199.184327,0,0,0,16,33.6,29.4,0,Y,N
12/13/2018,114986.33,101.8597212,114986.33,101.8597212,0,0,0,16.9,21.1,6,16.2,Y,N
12/14/2018,110025.465,92.95802927,110025.465,92.95802927,0,0,0,16.4,22.7,13.7,16.6,Y,N
12/15/2018,102577.145,101.632949,102577.145,101.632949,0,0,0,17.2,24.8,17.5,41.2,Y,N
12/16/2018,99110.775,101.4492327,99110.775,101.4492327,0,0,0,15.8,23.5,16.3,3.8,Y,N
12/17/2018,112804.4,101.4038885,112804.4,101.4038885,0,0,0,15.6,21.8,23.2,2,Y,N
12/18/2018,113485.105,104.7225562,113485.105,104.7225562,0,0,0,16.7,20.8,21.1,0,Y,N
12/19/2018,119907.245,117.7077224,119907.245,117.7077224,0,0,0,16.8,26.9,16.6,0,Y,N
12/20/2018,111880.525,75.55546269,111880.525,75.55546269,0,0,0,16.9,21.2,14.8,0,Y,N
12/21/2018,102075.925,65.93243797,102075.925,65.93243797,0,0,0,15.4,20.9,9.6,1,N,N
12/22/2018,92725.74,69.25045796,92725.74,69.25045796,0,0,0,14.1,19.1,27.8,9.8,N,N
12/23/2018,94938.395,65.61224819,94938.395,65.61224819,0,0,0,11.5,26.9,32.3,0,N,N
12/24/2018,112358.815,96.81717936,112358.815,96.81717936,0,0,0,14.3,34.2,32.3,0,N,N
12/25/2018,98191.655,55.2385453,98191.655,55.2385453,0,0,0,15.8,23.9,32.2,0,N,Y
12/26/2018,100017.195,77.57835478,100017.195,77.57835478,0,0,0,13.3,23.8,32.3,0,N,Y
12/27/2018,129749.14,102.3108963,129749.14,102.3108963,0,0,0,16.2,37.4,29.3,0,N,N
12/28/2018,133831.375,121.4607191,133831.375,121.4607191,0,0,0,21.9,36.4,19.1,0,N,N
12/29/2018,108290.11,91.7235266,108290.11,91.7235266,0,0,0,21,23.9,5.7,1.2,N,N
12/30/2018,99613.865,84.16649527,99613.865,84.16649527,0,0,0,18.2,22.7,9.9,0.6,N,N
12/31/2018,103381.915,84.89799706,103381.915,84.89799706,0,0,0,17.3,23.5,31.3,0.8,N,N
1/1/2019,98933.06,78.56097897,98933.06,78.56097897,0,0,0,15.5,26.2,31.7,0,N,Y
1/2/2019,106470.675,92.2020112,106470.675,92.2020112,0,0,0,18.4,22.2,26.3,0,N,N
1/3/2019,118789.605,127.3803026,118789.605,127.3803026,0,0,0,15.9,29.5,27.6,0,N,N
1/4/2019,133288.46,121.0209967,133288.46,121.0209967,0,0,0,18,42.6,27.4,0,N,N
1/5/2019,97262.79,83.49352049,97262.79,83.49352049,0,0,0,17.4,21.2,12.9,0.4,N,N
1/6/2019,93606.215,65.76640698,93606.215,65.76640698,0,0,0,14.6,22.1,30.9,1.4,N,N
1/7/2019,109874.9,85.07795745,109874.9,85.07795745,0,0,0,17.1,23.1,30.2,0,N,N
1/8/2019,113446.1,104.9077815,113446.1,104.9077815,0,0,0,16.7,24.1,28.9,0,N,N
1/9/2019,105483.435,91.85154672,105483.435,91.85154672,0,0,0,16.1,20.5,28.4,0.6,N,N
1/10/2019,108078.695,96.41374257,108078.695,96.41374257,0,0,0,13.5,21.4,25.8,0,N,N
1/11/2019,119728.635,116.3056708,119728.635,116.3056708,0,0,0,12.9,30.4,31.5,0,N,N
1/12/2019,108628.96,88.99664281,108628.96,88.99664281,0,0,0,17.7,24.7,28.6,0,N,N
1/13/2019,101853.24,75.27302388,101853.24,75.27302388,0,0,0,14.4,30.5,31.3,0,N,N
1/14/2019,147070.535,188.1976495,147070.535,188.1976495,0,0,0,18.7,32.3,31.1,0,N,N
1/15/2019,152496.245,222.438419,152496.245,222.438419,0,0,0,19.4,30.4,22.3,0,N,N
1/16/2019,136971.755,178.0796754,136971.755,178.0796754,0,0,0,19.8,26.7,17.5,0,N,N
1/17/2019,145211.49,175.352893,145211.49,175.352893,0,0,0,20.7,32.5,6,0,N,N
1/18/2019,134898.21,137.8500262,134898.21,137.8500262,0,0,0,22.3,28.7,2.6,0.2,N,N
1/19/2019,101692.45,80.78625249,101692.45,80.78625249,0,0,0,16.5,23.5,30.2,2,N,N
1/20/2019,102283.13,86.60790073,102283.13,86.60790073,0,0,0,15.2,22.9,29.2,0,N,N
1/21/2019,130517.97,176.68995,130517.97,176.68995,0,0,0,18.4,25.1,28.2,0,N,N
1/22/2019,141444.78,278.7777435,141444.78,278.7777435,0,0,0,19,26.8,29.3,0,N,N
1/23/2019,125501.15,154.4731449,125501.15,154.4731449,0,0,0,18.7,23.9,27.4,0,N,N
1/24/2019,155891.345,4549.645105,155891.345,4549.645105,0,0,0,17.3,40.8,30,0,N,N
1/25/2019,168894.845,906.4372323,168894.845,906.4372323,0,0,0,21.1,42.8,25.3,0,N,N
1/26/2019,114818.665,163.7336252,114818.665,163.7336252,0,0,0,19.9,26.1,27.7,0,N,Y
1/27/2019,99801.575,86.39622431,99801.575,86.39622431,0,0,0,18.4,27.8,21.1,0,N,N
1/28/2019,112374.63,150.9484801,112374.63,150.9484801,0,0,0,15.5,34.5,29.4,0,N,Y
1/29/2019,138455.455,183.4002093,138455.455,183.4002093,0,0,0,17.5,36.8,27.7,0,N,N
1/30/2019,142113.375,188.7424195,142113.375,188.7424195,0,0,0,18,38.1,19.9,0,N,N
1/31/2019,110277.21,107.5212334,110277.21,107.5212334,0,0,0,17.2,21.5,27.8,6.6,Y,N
2/1/2019,104422.79,117.6827391,104422.79,117.6827391,0,0,0,12.6,24.2,28.8,0,Y,N
2/2/2019,124749.065,240.9545239,124749.065,240.9545239,0,0,0,15,34.4,27.5,0,Y,N
2/3/2019,133287.585,186.9176322,133287.585,186.9176322,0,0,0,19.1,38.2,26.1,0,Y,N
2/4/2019,119168.96,110.1512267,119168.96,110.1512267,0,0,0,20,22.7,9.3,0,Y,N
2/5/2019,119702.045,92.70133953,119702.045,92.70133953,0,0,0,17.7,26.9,14.6,0,Y,N
2/6/2019,140497.815,143.4550561,140497.815,143.4550561,0,0,0,18.5,34.7,22.8,0,Y,N
2/7/2019,141593.545,147.6879095,141593.545,147.6879095,0,0,0,20.7,28.3,25.1,11,Y,N
2/8/2019,117327.495,107.8491587,117327.495,107.8491587,0,0,0,18.1,23.1,21.1,0,Y,N
2/9/2019,95668.77,44.17631186,80859.02,55.65818156,14809.75,-18.51297939,0.16666667,14.6,19.7,13.6,0,Y,N
2/10/2019,94786.72,86.43577587,94786.72,86.43577587,0,0,0,13,23.3,23.5,4.8,Y,N
2/11/2019,114085.645,97.71508951,114085.645,97.71508951,0,0,0,14.4,27.5,18.6,0,Y,N
2/12/2019,107697.205,57.33821194,107697.205,57.33821194,0,0,0,18.4,21.5,12.4,0,Y,N
2/13/2019,106692.845,85.98148307,106692.845,85.98148307,0,0,0,11.8,19.2,23.7,2.8,Y,N
2/14/2019,107655.08,108.2907152,107655.08,108.2907152,0,0,0,12.3,23.2,24.2,0,Y,N
2/15/2019,113910.46,114.7685038,113910.46,114.7685038,0,0,0,14.8,22.8,23.1,0,Y,N
2/16/2019,106467.235,127.4802754,106467.235,127.4802754,0,0,0,16.1,23.2,24.2,0,Y,N
2/17/2019,108470.925,110.4895928,108470.925,110.4895928,0,0,0,15,29,20,0,Y,N
2/18/2019,116995.065,104.4634554,116995.065,104.4634554,0,0,0,18,23.6,16.9,0,Y,N
2/19/2019,110531.6,105.0981782,110531.6,105.0981782,0,0,0,13.7,20.2,21.4,0,Y,N
2/20/2019,108972.305,111.0460243,108972.305,111.0460243,0,0,0,13.5,23.2,20.8,0,Y,N
2/21/2019,110235.335,114.360572,110235.335,114.360572,0,0,0,14,20.4,16.2,0,Y,N
2/22/2019,109901.76,103.0440629,109901.76,103.0440629,0,0,0,15.5,21.2,23.9,0,Y,N
2/23/2019,99890.25,77.03140322,99890.25,77.03140322,0,0,0,16.4,25.8,24,0,Y,N
2/24/2019,106877.865,87.18091338,106877.865,87.18091338,0,0,0,13.8,32.9,24.6,0,Y,N
2/25/2019,133476.605,139.955977,133476.605,139.955977,0,0,0,18,34.2,24.4,0,Y,N
2/26/2019,123114.115,115.9396033,123114.115,115.9396033,0,0,0,17.9,22.3,21,0,Y,N
2/27/2019,125272.27,123.7875391,125272.27,123.7875391,0,0,0,12.9,25.7,24,0,Y,N
2/28/2019,150472.255,160.9384487,150472.255,160.9384487,0,0,0,16.3,36.8,23.4,0,Y,N
3/1/2019,163682.04,1284.799876,163682.04,1284.799876,0,0,0,22.6,38.1,22.3,0,Y,N
3/2/2019,146265.115,132.4925904,146265.115,132.4925904,0,0,0,22.3,36.3,23.4,0,Y,N
3/3/2019,138597.69,153.7842958,138597.69,153.7842958,0,0,0,25.1,36,14.4,0,Y,N
3/4/2019,136528.81,135.2064474,136528.81,135.2064474,0,0,0,19,24.6,21.8,0,Y,N
3/5/2019,126073.53,118.2619446,126073.53,118.2619446,0,0,0,18,24.3,15.5,0,Y,N
3/6/2019,108723.615,75.98119137,108723.615,75.98119137,0,0,0,13.2,17.2,19.5,1.6,Y,N
3/7/2019,114519.865,103.1975585,114519.865,103.1975585,0,0,0,9.7,22.1,21.2,2,Y,N
3/8/2019,117281.2,106.9388027,117281.2,106.9388027,0,0,0,11.3,26.8,10.2,0,Y,N
3/9/2019,106854.935,95.07842459,106854.935,95.07842459,0,0,0,13.9,24.7,20,0,Y,N
3/10/2019,101994.055,74.37493203,101994.055,74.37493203,0,0,0,14.3,23.7,10.1,0,Y,N
3/11/2019,103219.08,81.47204007,103219.08,81.47204007,0,0,0,15.9,21.8,18.6,0.2,Y,Y
3/12/2019,110086.7,76.97154796,110086.7,76.97154796,0,0,0,15.8,19.2,10.8,0,Y,N
3/13/2019,114740.52,122.2385811,114740.52,122.2385811,0,0,0,11.9,18.6,15.1,0,Y,N
3/14/2019,112785.78,126.7859571,112785.78,126.7859571,0,0,0,12.1,20.8,20.6,0.2,Y,N
3/15/2019,111179.125,102.6085151,111179.125,102.6085151,0,0,0,11.7,22.2,18.7,0,Y,N
3/16/2019,105119.48,95.25118781,105119.48,95.25118781,0,0,0,12.2,25.6,20.1,0,Y,N
3/17/2019,105669.045,103.9571924,105669.045,103.9571924,0,0,0,14.2,25.6,19.2,0,Y,N
3/18/2019,121954.385,111.1497946,121954.385,111.1497946,0,0,0,16.5,28.2,18.9,0,Y,N
3/19/2019,123290.835,113.6447743,123290.835,113.6447743,0,0,0,16.9,23.4,12.7,0,Y,N
3/20/2019,123994.3,127.2765992,123994.3,127.2765992,0,0,0,19.3,23.4,11.1,0,Y,N
3/21/2019,124181.405,115.460165,124181.405,115.460165,0,0,0,18.2,24.3,12.5,0,Y,N
3/22/2019,128305.64,111.2407066,128305.64,111.2407066,0,0,0,18.7,28.6,15.3,0,Y,N
3/23/2019,109147.65,98.95473172,109147.65,98.95473172,0,0,0,19.9,31.3,13.6,1.8,Y,N
3/24/2019,104226.83,97.85759965,104226.83,97.85759965,0,0,0,16.5,29.3,16.9,2,Y,N
3/25/2019,107583.935,80.29292737,107583.935,80.29292737,0,0,0,14.8,19,13.6,0.2,Y,N
3/26/2019,108840.18,95.56789356,108840.18,95.56789356,0,0,0,12.3,20.3,15.9,0,Y,N
3/27/2019,113307.595,114.1613715,113307.595,114.1613715,0,0,0,11.1,21.7,17.8,0,Y,N
3/28/2019,113923.16,108.460275,113923.16,108.460275,0,0,0,11.6,27.9,17.8,0,Y,N
3/29/2019,110768.285,83.98953774,110768.285,83.98953774,0,0,0,14.6,28.5,4.9,0,Y,N
3/30/2019,101262.655,85.16593486,101262.655,85.16593486,0,0,0,9.1,15.6,11.4,1.8,Y,N
3/31/2019,101119.835,94.38958823,101119.835,94.38958823,0,0,0,9.4,18.5,8,2.2,Y,N
4/1/2019,116817.43,131.3335309,116817.43,131.3335309,0,0,0,13,17.1,6.6,0.2,Y,N
4/2/2019,114927.205,119.3975507,114927.205,119.3975507,0,0,0,7.4,25.9,16.6,0,Y,N
4/3/2019,115188.76,112.9080676,115188.76,112.9080676,0,0,0,9.4,24.7,10.9,0,Y,N
4/4/2019,113763.835,116.7564884,113763.835,116.7564884,0,0,0,13.3,21.9,13.9,0,Y,N
4/5/2019,111484.73,98.53030197,111484.73,98.53030197,0,0,0,14.4,28.5,15.3,0,N,N
4/6/2019,102229.645,103.2729949,102229.645,103.2729949,0,0,0,16.5,20.1,12.4,0,N,N
4/7/2019,93590.425,86.80268601,91959.075,88.55544137,1631.35,-12,0.020833334,9.5,26.5,15.9,0,N,N
4/8/2019,108543.635,113.1340539,108543.635,113.1340539,0,0,0,12.5,23.1,9,0,N,N
4/9/2019,111999.04,106.3359468,111999.04,106.3359468,0,0,0,11.1,16.3,13.9,1.6,N,N
4/10/2019,120858.98,121.8751363,120858.98,121.8751363,0,0,0,10.7,15.8,4.8,1.4,N,N
4/11/2019,116890.61,126.8896051,116890.61,126.8896051,0,0,0,11.3,17.3,14.4,0,N,N
4/12/2019,114848.77,128.7232047,114848.77,128.7232047,0,0,0,6.7,24.9,15.3,0.2,N,N
4/13/2019,105963.555,122.4421606,105963.555,122.4421606,0,0,0,10.5,20.7,10,0,N,N
4/14/2019,98680,111.731646,98680,111.731646,0,0,0,11.8,22.5,14.4,0,N,N
4/15/2019,114194.955,113.1121728,114194.955,113.1121728,0,0,0,12.9,27.4,10.9,0,N,N
4/16/2019,115392.875,100.0056174,115392.875,100.0056174,0,0,0,17.1,30.3,14.4,0,N,N
4/17/2019,117281.13,100.1096387,117281.13,100.1096387,0,0,0,22.1,30,12.8,0,N,N
4/18/2019,111360.065,84.83386371,111360.065,84.83386371,0,0,0,13.2,17.7,12.8,0,N,N
4/19/2019,95967.405,78.14244558,95967.405,78.14244558,0,0,0,8.6,22.1,14,0,N,Y
4/20/2019,95654.36,66.87481389,95654.36,66.87481389,0,0,0,10.2,30.2,13.9,0,N,Y
4/21/2019,94810.665,80.07625848,94810.665,80.07625848,0,0,0,14.8,27,7.5,0,N,Y
4/22/2019,100246.51,95.10738692,100246.51,95.10738692,0,0,0,13.7,17.6,6,0.8,N,Y
4/23/2019,114240.885,89.62898584,114240.885,89.62898584,0,0,0,11.1,18.5,8,0,N,N
4/24/2019,113264.23,86.74929284,113264.23,86.74929284,0,0,0,14.6,23.2,8.2,0,Y,N
4/25/2019,98112.465,62.60573067,98112.465,62.60573067,0,0,0,10.2,21.5,10.6,0,Y,Y
4/26/2019,107226.59,60.91838254,107226.59,60.91838254,0,0,0,11.9,15.8,6.9,3,Y,N
4/27/2019,105374.93,79.62008598,105374.93,79.62008598,0,0,0,8.7,16.2,8.5,0,Y,N
4/28/2019,101057.43,86.02286062,101057.43,86.02286062,0,0,0,12.4,17.4,5.2,0,Y,N
4/29/2019,118307.525,121.0296417,118307.525,121.0296417,0,0,0,11.5,18.1,8.4,0,Y,N
4/30/2019,110515.6,96.95170577,110515.6,96.95170577,0,0,0,7.9,23.1,11.7,0,Y,N
5/1/2019,111462.385,90.5638369,111462.385,90.5638369,0,0,0,15.6,22.8,7.8,0,Y,N
5/2/2019,112948.4,103.5866148,112948.4,103.5866148,0,0,0,17.1,20.2,6.2,3.6,Y,N
5/3/2019,110902.185,101.1629982,110902.185,101.1629982,0,0,0,11.8,20.7,9,0.2,Y,N
5/4/2019,103616.145,103.3834967,103616.145,103.3834967,0,0,0,13,16.4,8.2,0.2,Y,N
5/5/2019,104770.705,108.0955559,104770.705,108.0955559,0,0,0,11.3,16.3,6.5,2,Y,N
5/6/2019,121535.485,112.5055846,121535.485,112.5055846,0,0,0,11.7,16.7,8.5,0.2,Y,N
5/7/2019,116318.435,94.75371448,116318.435,94.75371448,0,0,0,7.4,18.7,11.7,0,Y,N
5/8/2019,118801.84,114.5284513,118801.84,114.5284513,0,0,0,10.3,17.4,7.3,5.2,Y,N
5/9/2019,122003.335,113.6303305,122003.335,113.6303305,0,0,0,9.7,16.2,5.3,0.6,Y,N
5/10/2019,123850.86,93.13527687,123850.86,93.13527687,0,0,0,10.2,14.2,2.8,7.2,Y,N
5/11/2019,113186.735,87.03653305,113186.735,87.03653305,0,0,0,10.2,16.4,7.7,8.2,Y,N
5/12/2019,110416.88,87.37738174,110416.88,87.37738174,0,0,0,12.2,17.7,6.6,0,Y,N
5/13/2019,119598.605,77.15737698,119598.605,77.15737698,0,0,0,12.7,18.1,8.3,0,Y,N
5/14/2019,123005.31,89.82269178,123005.31,89.82269178,0,0,0,11.3,20.2,9,0,Y,N
5/15/2019,126264.775,100.6447738,126264.775,100.6447738,0,0,0,12,15.8,8,0,Y,N
5/16/2019,127389.485,98.94296433,127389.485,98.94296433,0,0,0,10.5,16.1,9.8,0,Y,N
5/17/2019,126934.24,96.78385886,126934.24,96.78385886,0,0,0,6.5,18.6,10.7,0,Y,N
5/18/2019,112990.635,86.4417851,112990.635,86.4417851,0,0,0,6.2,21.5,10.6,0,Y,N
5/19/2019,104054.85,76.29416809,104054.85,76.29416809,0,0,0,8.9,21.8,10,0.2,Y,N
5/20/2019,118733.42,93.3443643,118733.42,93.3443643,0,0,0,12,19.6,3.1,0.4,Y,N
5/21/2019,121766.77,104.5578083,121766.77,104.5578083,0,0,0,11.1,20.4,6.9,0.4,Y,N
5/22/2019,122015.59,115.8944559,122015.59,115.8944559,0,0,0,10.7,22.3,10.3,0,Y,N
5/23/2019,119118.11,88.38713619,119118.11,88.38713619,0,0,0,9.9,21.3,10.2,0,Y,N
5/24/2019,118924.765,91.54712449,118924.765,91.54712449,0,0,0,13.8,20.2,4.4,0,Y,N
5/25/2019,104949.95,74.26293512,104949.95,74.26293512,0,0,0,13.7,19.8,9.1,1.6,Y,N
5/26/2019,106153.43,63.90308214,106153.43,63.90308214,0,0,0,9.5,15.1,8.6,6.6,Y,N
5/27/2019,130229.295,87.61101403,130229.295,87.61101403,0,0,0,7.8,14,7.2,8.2,Y,N
5/28/2019,133799.655,79.96477454,133799.655,79.96477454,0,0,0,8.2,15.7,3.3,0.2,Y,N
5/29/2019,136301.49,85.0039422,132293.375,87.58635808,4008.115,-0.232262922,0.041666668,8.7,10.6,7.9,1.2,Y,N
5/30/2019,138857.135,100.0150103,138857.135,100.0150103,0,0,0,6.7,13.3,5.8,5.8,Y,N
5/31/2019,133869.14,100.7077503,133869.14,100.7077503,0,0,0,8.5,14.3,5.7,1.4,Y,N
6/1/2019,120653.435,113.2446372,120653.435,113.2446372,0,0,0,11.7,14.6,5.8,2.4,Y,N
6/2/2019,118086.93,108.9225857,118086.93,108.9225857,0,0,0,11,14.5,6.7,0,Y,N
6/3/2019,135437.85,115.7252699,135437.85,115.7252699,0,0,0,8.2,12,3.8,15.4,Y,N
6/4/2019,136149.125,149.1184438,136149.125,149.1184438,0,0,0,8.4,12.9,7.9,3.2,Y,N
6/5/2019,137844.815,155.9883292,137844.815,155.9883292,0,0,0,8.6,13,5.7,0,Y,N
6/6/2019,134971.775,162.4919949,134971.775,162.4919949,0,0,0,10.2,14.8,7.9,0,Y,N
6/7/2019,132003.44,139.2008162,132003.44,139.2008162,0,0,0,11.7,16.6,8,0,Y,N
6/8/2019,117243.63,102.4160856,117243.63,102.4160856,0,0,0,6.7,18.7,9.3,0,Y,N
6/9/2019,110669.42,69.56130597,110669.42,69.56130597,0,0,0,7.8,18,8,0,Y,N
6/10/2019,108133.03,47.48787404,100717.38,51.25792712,7415.65,-3.715981155,0.083333336,12,19.2,7.6,3,Y,Y
6/11/2019,122760.92,73.07808171,122760.92,73.07808171,0,0,0,9.6,17.9,9.2,0,Y,N
6/12/2019,128127.75,85.79269007,128127.75,85.79269007,0,0,0,11.9,16.5,1.3,0.6,Y,N
6/13/2019,128535.19,79.5162514,128535.19,79.5162514,0,0,0,8.8,17.4,8.9,2.6,Y,N
6/14/2019,128153.195,86.65546421,128153.195,86.65546421,0,0,0,10,17.3,7,2.2,Y,N
6/15/2019,121097.845,104.4318503,121097.845,104.4318503,0,0,0,9,15.2,6.4,2.6,Y,N
6/16/2019,116811.39,111.2767338,116811.39,111.2767338,0,0,0,8.6,16.7,7.5,0,Y,N
6/17/2019,129972.915,108.7466958,129972.915,108.7466958,0,0,0,6.3,17.9,8.6,3.4,Y,N
6/18/2019,137922.22,101.3953781,137922.22,101.3953781,0,0,0,8,13.7,5.2,0,Y,N
6/19/2019,144737.12,157.026041,144737.12,157.026041,0,0,0,6.6,11.9,7,0.8,Y,N
6/20/2019,148609.595,141.9795859,148609.595,141.9795859,0,0,0,6.4,11.3,6.4,1.6,Y,N
6/21/2019,144504.33,123.8097117,144504.33,123.8097117,0,0,0,6.5,12.6,8.5,3,Y,N
6/22/2019,132829.29,111.6098615,132829.29,111.6098615,0,0,0,6.8,11.8,7.3,0.4,Y,N
6/23/2019,133525.32,127.6019028,133525.32,127.6019028,0,0,0,3.6,9.6,5.9,1.2,Y,N
6/24/2019,146856.8,117.5189607,146856.8,117.5189607,0,0,0,4.2,16,9,0,Y,N
6/25/2019,145807.25,124.0512778,145807.25,124.0512778,0,0,0,3.5,17,8.9,0,Y,N
6/26/2019,139351.56,106.19914,139351.56,106.19914,0,0,0,4.6,18,9.2,0.2,Y,N
6/27/2019,131023.66,77.67112944,131023.66,77.67112944,0,0,0,5.9,17.5,9.2,0,Y,N
6/28/2019,123546.62,61.81515593,123546.62,61.81515593,0,0,0,10.7,19.5,9.2,0,N,N
6/29/2019,117924.13,52.91240414,114149.88,54.66655993,3774.25,-0.140963397,0.041666668,13,17.6,2.6,0.8,N,N
6/30/2019,116150.915,51.90114988,116150.915,51.90114988,0,0,0,8.1,14.5,8.5,6.4,N,N
7/1/2019,130565.58,67.19546461,128574.055,68.23782577,1991.525,-0.1,0.020833334,9.5,14.1,8.3,0,N,N
7/2/2019,135866.75,93.1106743,135866.75,93.1106743,0,0,0,8.6,15.9,6.6,0,N,N
7/3/2019,137327.7,97.28799981,137327.7,97.28799981,0,0,0,8.2,13.7,7.5,0,N,N
7/4/2019,135182.725,85.90178264,135182.725,85.90178264,0,0,0,5.3,13.5,6.9,0,N,N
7/5/2019,132774.295,78.71906603,132774.295,78.71906603,0,0,0,3.5,19.1,9,0,N,N
7/6/2019,114660.9,64.99290405,114660.9,64.99290405,0,0,0,6,19.4,9.3,0,N,N
7/7/2019,114469.88,87.74718655,114469.88,87.74718655,0,0,0,9,18.2,6.1,0.2,N,N
7/8/2019,127307.26,101.9441713,127307.26,101.9441713,0,0,0,11,16,8.2,5.2,N,N
7/9/2019,133803.985,125.0990315,133803.985,125.0990315,0,0,0,6.8,15,7.2,0.2,N,N
7/10/2019,127092.715,84.78069491,125075.01,86.14837365,2017.705,0,0.020833334,9.5,15.4,6.7,0.2,N,N
7/11/2019,133131.52,89.21770528,133131.52,89.21770528,0,0,0,7.8,14.3,4.6,6.4,N,N
7/12/2019,128384.14,90.9696995,128384.14,90.9696995,0,0,0,10.1,15.7,6.2,2.4,N,N
7/13/2019,123954.31,82.19006879,123954.31,82.19006879,0,0,0,7,12,8.3,4.4,N,N
7/14/2019,123740.265,81.78499643,123740.265,81.78499643,0,0,0,7.1,13.1,3.8,0.8,N,N
7/15/2019,131739.2,92.26999314,131739.2,92.26999314,0,0,0,8.9,14.3,7.6,4.4,N,N
7/16/2019,132941.77,114.6004499,132941.77,114.6004499,0,0,0,9.9,13.9,6.4,1.8,Y,N
7/17/2019,135339.82,91.54588645,135339.82,91.54588645,0,0,0,9.7,13.7,3.6,0,Y,N
7/18/2019,134119.14,85.91887883,134119.14,85.91887883,0,0,0,9,14.3,7.9,0.4,Y,N
7/19/2019,132101.86,101.5731984,132101.86,101.5731984,0,0,0,7.5,15.7,9.6,1.6,Y,N
7/20/2019,111288.905,52.5253199,103392.82,58.16419404,7896.085,-21.31115724,0.083333336,8,17.1,10.3,0,Y,N
7/21/2019,111293.15,60.15659043,111293.15,60.15659043,0,0,0,11.3,16.6,8.1,0,Y,N
7/22/2019,123618.42,64.58534309,114666.04,70.09766126,8952.38,-6.018864514,0.083333336,7.9,15.6,10.6,0,Y,N
7/23/2019,129008.62,69.86479583,129008.62,69.86479583,0,0,0,9.9,15.2,8.2,1.6,Y,N
7/24/2019,135782.545,87.2562993,135782.545,87.2562993,0,0,0,7,14.4,7.8,8,Y,N
7/25/2019,132940.63,84.07621011,132940.63,84.07621011,0,0,0,9.2,14.8,5.2,0,Y,N
7/26/2019,136493.13,95.23321785,124212.345,106.0225038,12280.785,-13.89356075,0.125,11,14,5.9,0,Y,N
7/27/2019,121958.69,94.37586715,121958.69,94.37586715,0,0,0,9.8,15.3,8.7,6.8,Y,N
7/28/2019,118413.135,85.71207304,118413.135,85.71207304,0,0,0,6.6,15.1,10.2,0,Y,N
7/29/2019,133205.18,95.8737528,133205.18,95.8737528,0,0,0,8.9,14.6,9.9,0,Y,N
7/30/2019,138858.045,110.4700594,138858.045,110.4700594,0,0,0,7.9,12.5,8.7,0.8,Y,N
7/31/2019,140275.83,153.2668494,140275.83,153.2668494,0,0,0,3,12.5,11.3,0,Y,N
8/1/2019,137651.135,98.96700554,137651.135,98.96700554,0,0,0,5.8,13.8,8.6,0,Y,N
8/2/2019,135633.89,106.5682167,135633.89,106.5682167,0,0,0,9.7,12.7,7.4,0.4,Y,N
8/3/2019,119933.7,121.5323565,119933.7,121.5323565,0,0,0,10,13.9,6.2,0,Y,N
8/4/2019,120350.215,127.8811699,120350.215,127.8811699,0,0,0,9.2,13.1,7.2,1,Y,N
8/5/2019,125652.055,108.4969239,125652.055,108.4969239,0,0,0,10,15.8,10.7,0,Y,N
8/6/2019,132120.39,89.42780511,132120.39,89.42780511,0,0,0,9.1,13.5,4.5,0.4,Y,N
8/7/2019,136315.38,129.2625292,136315.38,129.2625292,0,0,0,9.3,14.1,7.5,0,Y,N
8/8/2019,133004.73,95.45419528,133004.73,95.45419528,0,0,0,6.7,13.9,9.6,10.8,Y,N
8/9/2019,142555.105,119.9574815,142555.105,119.9574815,0,0,0,7.8,10.1,7.3,2,Y,N
8/10/2019,128554.605,94.66880878,128554.605,94.66880878,0,0,0,5.2,12.5,6.6,4.2,Y,N
8/11/2019,121028.325,98.10109395,121028.325,98.10109395,0,0,0,4.8,12.9,11.4,6,Y,N
8/12/2019,136683.4,163.3616367,136683.4,163.3616367,0,0,0,6.3,12,9.9,8.8,Y,N
8/13/2019,141474.265,267.3476499,141474.265,267.3476499,0,0,0,8.8,13.1,7,0,Y,N
