Date,Time,Location,Value,New_Value
03/04/20,10:00:00,Campbellfield,3.4,3.4
03/04/20,11:00:00,Campbellfield,0.64,0.64
03/04/20,12:00:00,Campbellfield,0,0
03/04/20,13:00:00,Campbellfield,3.4,3.4
03/04/20,14:00:00,Campbellfield,4,4
03/04/20,15:00:00,Campbellfield,0,0
03/04/20,16:00:00,Campbellfield,0,0
03/04/20,17:00:00,Campbellfield,1.9,1.9
03/04/20,18:00:00,Campbellfield,1.6,1.6
03/04/20,19:00:00,Campbellfield,0,0
03/04/20,20:00:00,Campbellfield,1.6,1.6
03/04/20,21:00:00,Campbellfield,0,0
03/04/20,22:00:00,Campbellfield,1,1
03/04/20,23:00:00,Campbellfield,0,0
04/04/20,0:00:00,Campbellfield,3,3
04/04/20,1:00:00,Campbellfield,0,0
04/04/20,2:00:00,Campbellfield,0,0
04/04/20,3:00:00,Campbellfield,6.9,6.9
04/04/20,4:00:00,Campbellfield,0,0
04/04/20,5:00:00,Campbellfield,20.6,20.6
04/04/20,6:00:00,Campbellfield,0,0
04/04/20,7:00:00,Campbellfield,0.44,0.44
04/04/20,8:00:00,Campbellfield,1.9,1.9
04/04/20,9:00:00,Campbellfield,1.3,1.3
04/04/20,10:00:00,Campbellfield,3.4,3.4
04/04/20,11:00:00,Campbellfield,0,0
04/04/20,12:00:00,Campbellfield,4.7,4.7
04/04/20,13:00:00,Campbellfield,1.1,1.1
04/04/20,14:00:00,Campbellfield,2.7,2.7
04/04/20,15:00:00,Campbellfield,,1.893333333
04/04/20,16:00:00,Campbellfield,,1.086666667
04/04/20,17:00:00,Campbellfield,0.28,0.28
04/04/20,18:00:00,Campbellfield,4.4,4.4
04/04/20,19:00:00,Campbellfield,0.32,0.32
04/04/20,20:00:00,Campbellfield,0.32,0.32
04/04/20,21:00:00,Campbellfield,0.96,0.96
04/04/20,22:00:00,Campbellfield,1.7,1.7
04/04/20,23:00:00,Campbellfield,5.7,5.7
05/04/20,0:00:00,Campbellfield,2.1,2.1
05/04/20,1:00:00,Campbellfield,3.1,3.1
05/04/20,2:00:00,Campbellfield,1.4,1.4
05/04/20,3:00:00,Campbellfield,0,0
05/04/20,4:00:00,Campbellfield,2.5,2.5
05/04/20,5:00:00,Campbellfield,1.5,1.5
05/04/20,6:00:00,Campbellfield,1.8,1.8
05/04/20,7:00:00,Campbellfield,1.9,1.9
05/04/20,8:00:00,Campbellfield,0,0
05/04/20,9:00:00,Campbellfield,0.43,0.43
05/04/20,10:00:00,Campbellfield,0.42,0.42
05/04/20,11:00:00,Campbellfield,0,0
05/04/20,12:00:00,Campbellfield,0.35,0.35
05/04/20,13:00:00,Campbellfield,3.5,3.5
05/04/20,14:00:00,Campbellfield,4.6,4.6
05/04/20,15:00:00,Campbellfield,2.1,2.1
05/04/20,16:00:00,Campbellfield,0,0
05/04/20,17:00:00,Campbellfield,0.93,0.93
05/04/20,18:00:00,Campbellfield,0,0
05/04/20,19:00:00,Campbellfield,0,0
05/04/20,20:00:00,Campbellfield,1.4,1.4
05/04/20,21:00:00,Campbellfield,0.65,0.65
05/04/20,22:00:00,Campbellfield,2.9,2.9
05/04/20,23:00:00,Campbellfield,0,0
06/04/20,0:00:00,Campbellfield,0.09,0.09
06/04/20,1:00:00,Campbellfield,7.9,7.9
06/04/20,2:00:00,Campbellfield,4.8,4.8
06/04/20,3:00:00,Campbellfield,0.78,0.78
06/04/20,4:00:00,Campbellfield,3.6,3.6
06/04/20,5:00:00,Campbellfield,6.3,6.3
06/04/20,6:00:00,Campbellfield,8.9,8.9
06/04/20,7:00:00,Campbellfield,3.2,3.2
06/04/20,8:00:00,Campbellfield,4,4
06/04/20,9:00:00,Campbellfield,0,0
06/04/20,10:00:00,Campbellfield,1.3,1.3
06/04/20,11:00:00,Campbellfield,1.6,1.6
06/04/20,12:00:00,Campbellfield,7.3,7.3
06/04/20,13:00:00,Campbellfield,14.8,14.8
06/04/20,14:00:00,Campbellfield,6.7,6.7
06/04/20,15:00:00,Campbellfield,5.1,5.1
06/04/20,16:00:00,Campbellfield,9.5,9.5
06/04/20,17:00:00,Campbellfield,12.1,12.1
06/04/20,18:00:00,Campbellfield,9.1,9.1
06/04/20,19:00:00,Campbellfield,0.48,0.48
06/04/20,20:00:00,Campbellfield,5.7,5.7
06/04/20,21:00:00,Campbellfield,0.55,0.55
06/04/20,22:00:00,Campbellfield,2.8,2.8
06/04/20,23:00:00,Campbellfield,2.2,2.2
07/04/20,0:00:00,Campbellfield,0.94,0.94
07/04/20,1:00:00,Campbellfield,0,0
07/04/20,2:00:00,Campbellfield,9.7,9.7
07/04/20,3:00:00,Campbellfield,3.2,3.2
07/04/20,4:00:00,Campbellfield,4.5,4.5
07/04/20,5:00:00,Campbellfield,3.9,3.9
07/04/20,6:00:00,Campbellfield,3.3,3.3
07/04/20,7:00:00,Campbellfield,2.6,2.6
07/04/20,8:00:00,Campbellfield,0,0
07/04/20,9:00:00,Campbellfield,0,0
07/04/20,10:00:00,Campbellfield,3.1,3.1
07/04/20,11:00:00,Campbellfield,3,3
07/04/20,12:00:00,Campbellfield,0,0
07/04/20,13:00:00,Campbellfield,0.65,0.65
07/04/20,14:00:00,Campbellfield,2.8,2.8
07/04/20,15:00:00,Campbellfield,1.7,1.7
07/04/20,16:00:00,Campbellfield,2.4,2.4
07/04/20,17:00:00,Campbellfield,6.2,6.2
07/04/20,18:00:00,Campbellfield,1.9,1.9
07/04/20,19:00:00,Campbellfield,4.4,4.4
07/04/20,20:00:00,Campbellfield,3.9,3.9
07/04/20,21:00:00,Campbellfield,6.9,6.9
07/04/20,22:00:00,Campbellfield,2,2
07/04/20,23:00:00,Campbellfield,0.85,0.85
08/04/20,0:00:00,Campbellfield,1.6,1.6
08/04/20,1:00:00,Campbellfield,0,0
08/04/20,2:00:00,Campbellfield,8.3,8.3
08/04/20,3:00:00,Campbellfield,2.5,2.5
08/04/20,4:00:00,Campbellfield,4.3,4.3
08/04/20,5:00:00,Campbellfield,4.7,4.7
08/04/20,6:00:00,Campbellfield,0,0
08/04/20,7:00:00,Campbellfield,7.1,7.1
08/04/20,8:00:00,Campbellfield,0.27,0.27
08/04/20,9:00:00,Campbellfield,5.1,5.1
08/04/20,10:00:00,Campbellfield,4.3,4.3
08/04/20,11:00:00,Campbellfield,3.2,3.2
08/04/20,12:00:00,Campbellfield,4.7,4.7
08/04/20,13:00:00,Campbellfield,4.4,4.4
08/04/20,14:00:00,Campbellfield,7.9,7.9
08/04/20,15:00:00,Campbellfield,5.4,5.4
08/04/20,16:00:00,Campbellfield,8.7,8.7
08/04/20,17:00:00,Campbellfield,9.2,9.2
08/04/20,18:00:00,Campbellfield,17.5,17.5
08/04/20,19:00:00,Campbellfield,12.2,12.2
08/04/20,20:00:00,Campbellfield,6.4,6.4
08/04/20,21:00:00,Campbellfield,8.2,8.2
08/04/20,22:00:00,Campbellfield,9.5,9.5
08/04/20,23:00:00,Campbellfield,13.8,13.8
09/04/20,0:00:00,Campbellfield,11.5,11.5
09/04/20,1:00:00,Campbellfield,9.6,9.6
09/04/20,2:00:00,Campbellfield,11.6,11.6
09/04/20,3:00:00,Campbellfield,8.3,8.3
09/04/20,4:00:00,Campbellfield,10,10
09/04/20,5:00:00,Campbellfield,5.5,5.5
09/04/20,6:00:00,Campbellfield,5.5,5.5
09/04/20,7:00:00,Campbellfield,10.6,10.6
09/04/20,8:00:00,Campbellfield,3.8,3.8
09/04/20,9:00:00,Campbellfield,7.6,7.6
09/04/20,10:00:00,Campbellfield,10.9,10.9
09/04/20,11:00:00,Campbellfield,7.1,7.1
09/04/20,12:00:00,Campbellfield,11.8,11.8
09/04/20,13:00:00,Campbellfield,9.8,9.8
09/04/20,14:00:00,Campbellfield,14.4,14.4
09/04/20,15:00:00,Campbellfield,14,14
09/04/20,16:00:00,Campbellfield,10,10
09/04/20,17:00:00,Campbellfield,13.9,13.9
09/04/20,18:00:00,Campbellfield,7.4,7.4
09/04/20,19:00:00,Campbellfield,7.9,7.9
09/04/20,20:00:00,Campbellfield,9,9
09/04/20,21:00:00,Campbellfield,5.6,5.6
09/04/20,22:00:00,Campbellfield,2.4,2.4
09/04/20,23:00:00,Campbellfield,0,0
10/04/20,0:00:00,Campbellfield,7.7,7.7
10/04/20,1:00:00,Campbellfield,1.3,1.3
10/04/20,2:00:00,Campbellfield,0,0
10/04/20,3:00:00,Campbellfield,0,0
10/04/20,4:00:00,Campbellfield,0.42,0.42
10/04/20,5:00:00,Campbellfield,0,0
10/04/20,6:00:00,Campbellfield,2,2
10/04/20,7:00:00,Campbellfield,1.3,1.3
10/04/20,8:00:00,Campbellfield,6.2,6.2
10/04/20,9:00:00,Campbellfield,3.7,3.7
10/04/20,10:00:00,Campbellfield,5.8,5.8
10/04/20,11:00:00,Campbellfield,0,0
10/04/20,12:00:00,Campbellfield,0,0
10/04/20,13:00:00,Campbellfield,0,0
10/04/20,14:00:00,Campbellfield,2.8,2.8
10/04/20,15:00:00,Campbellfield,6.8,6.8
10/04/20,16:00:00,Campbellfield,7.5,7.5
10/04/20,17:00:00,Campbellfield,7.1,7.1
10/04/20,18:00:00,Campbellfield,2.9,2.9
10/04/20,19:00:00,Campbellfield,0.24,0.24
10/04/20,20:00:00,Campbellfield,11.5,11.5
10/04/20,21:00:00,Campbellfield,0,0
10/04/20,22:00:00,Campbellfield,2.1,2.1
10/04/20,23:00:00,Campbellfield,6.2,6.2
11/04/20,0:00:00,Campbellfield,0,0
11/04/20,1:00:00,Campbellfield,8.5,8.5
11/04/20,2:00:00,Campbellfield,8.7,8.7
11/04/20,3:00:00,Campbellfield,2.8,2.8
11/04/20,4:00:00,Campbellfield,2.7,2.7
11/04/20,5:00:00,Campbellfield,6.3,6.3
11/04/20,6:00:00,Campbellfield,1.4,1.4
11/04/20,7:00:00,Campbellfield,3.8,3.8
11/04/20,8:00:00,Campbellfield,4.7,4.7
11/04/20,9:00:00,Campbellfield,7.7,7.7
11/04/20,10:00:00,Campbellfield,6.3,6.3
11/04/20,11:00:00,Campbellfield,5.7,5.7
11/04/20,12:00:00,Campbellfield,3,3
11/04/20,13:00:00,Campbellfield,1,1
11/04/20,14:00:00,Campbellfield,6,6
11/04/20,15:00:00,Campbellfield,4.3,4.3
11/04/20,16:00:00,Campbellfield,0.65,0.65
11/04/20,17:00:00,Campbellfield,2.6,2.6
11/04/20,18:00:00,Campbellfield,0.02,0.02
11/04/20,19:00:00,Campbellfield,1.9,1.9
11/04/20,20:00:00,Campbellfield,2.3,2.3
11/04/20,21:00:00,Campbellfield,2.6,2.6
11/04/20,22:00:00,Campbellfield,0,0
11/04/20,23:00:00,Campbellfield,0,0
12/04/20,0:00:00,Campbellfield,2.6,2.6
12/04/20,1:00:00,Campbellfield,0,0
12/04/20,2:00:00,Campbellfield,3.8,3.8
12/04/20,3:00:00,Campbellfield,4.2,4.2
12/04/20,4:00:00,Campbellfield,2.6,2.6
12/04/20,5:00:00,Campbellfield,3.6,3.6
12/04/20,6:00:00,Campbellfield,0.34,0.34
12/04/20,7:00:00,Campbellfield,2.5,2.5
12/04/20,8:00:00,Campbellfield,5.8,5.8
12/04/20,9:00:00,Campbellfield,6.6,6.6
12/04/20,10:00:00,Campbellfield,3.6,3.6
12/04/20,11:00:00,Campbellfield,2.5,2.5
12/04/20,12:00:00,Campbellfield,4.4,4.4
12/04/20,13:00:00,Campbellfield,5,5
12/04/20,14:00:00,Campbellfield,4.7,4.7
12/04/20,15:00:00,Campbellfield,1.4,1.4
12/04/20,16:00:00,Campbellfield,2.1,2.1
12/04/20,17:00:00,Campbellfield,2.2,2.2
12/04/20,18:00:00,Campbellfield,2.6,2.6
12/04/20,19:00:00,Campbellfield,0,0
12/04/20,20:00:00,Campbellfield,3,3
12/04/20,21:00:00,Campbellfield,0,0
12/04/20,22:00:00,Campbellfield,0,0
12/04/20,23:00:00,Campbellfield,5.5,5.5
13/04/20,0:00:00,Campbellfield,2.2,2.2
13/04/20,1:00:00,Campbellfield,3,3
13/04/20,2:00:00,Campbellfield,0,0
13/04/20,3:00:00,Campbellfield,2.3,2.3
13/04/20,4:00:00,Campbellfield,2.7,2.7
13/04/20,5:00:00,Campbellfield,10.8,10.8
13/04/20,6:00:00,Campbellfield,7.4,7.4
13/04/20,7:00:00,Campbellfield,9.9,9.9
13/04/20,8:00:00,Campbellfield,2,2
13/04/20,9:00:00,Campbellfield,4.3,4.3
13/04/20,10:00:00,Campbellfield,9.2,9.2
13/04/20,11:00:00,Campbellfield,13.5,13.5
13/04/20,12:00:00,Campbellfield,18.1,18.1
13/04/20,13:00:00,Campbellfield,8.4,8.4
13/04/20,14:00:00,Campbellfield,3.9,3.9
13/04/20,15:00:00,Campbellfield,4.3,4.3
13/04/20,16:00:00,Campbellfield,6.3,6.3
13/04/20,17:00:00,Campbellfield,8.2,8.2
13/04/20,18:00:00,Campbellfield,8,8
13/04/20,19:00:00,Campbellfield,3.6,3.6
13/04/20,20:00:00,Campbellfield,8.1,8.1
13/04/20,21:00:00,Campbellfield,4.6,4.6
13/04/20,22:00:00,Campbellfield,8.5,8.5
13/04/20,23:00:00,Campbellfield,13.7,13.7
14/04/20,0:00:00,Campbellfield,7.2,7.2
14/04/20,1:00:00,Campbellfield,7.3,7.3
14/04/20,2:00:00,Campbellfield,4.4,4.4
14/04/20,3:00:00,Campbellfield,3.4,3.4
14/04/20,4:00:00,Campbellfield,11,11
14/04/20,5:00:00,Campbellfield,13.2,13.2
14/04/20,6:00:00,Campbellfield,6.5,6.5
14/04/20,7:00:00,Campbellfield,9,9
14/04/20,8:00:00,Campbellfield,11.2,11.2
14/04/20,9:00:00,Campbellfield,10.7,10.7
14/04/20,10:00:00,Campbellfield,11.4,11.4
14/04/20,11:00:00,Campbellfield,9.6,9.6
14/04/20,12:00:00,Campbellfield,9.1,9.1
14/04/20,13:00:00,Campbellfield,8.4,8.4
14/04/20,14:00:00,Campbellfield,7.4,7.4
14/04/20,15:00:00,Campbellfield,9.8,9.8
14/04/20,16:00:00,Campbellfield,7.5,7.5
14/04/20,17:00:00,Campbellfield,8.4,8.4
14/04/20,18:00:00,Campbellfield,12.2,12.2
14/04/20,19:00:00,Campbellfield,9.8,9.8
14/04/20,20:00:00,Campbellfield,10.4,10.4
14/04/20,21:00:00,Campbellfield,9.4,9.4
14/04/20,22:00:00,Campbellfield,11.6,11.6
14/04/20,23:00:00,Campbellfield,10,10
15/04/20,0:00:00,Campbellfield,12.9,12.9
15/04/20,1:00:00,Campbellfield,16.4,16.4
15/04/20,2:00:00,Campbellfield,11.9,11.9
15/04/20,3:00:00,Campbellfield,9,9
15/04/20,4:00:00,Campbellfield,4.7,4.7
15/04/20,5:00:00,Campbellfield,11.9,11.9
15/04/20,6:00:00,Campbellfield,6.2,6.2
15/04/20,7:00:00,Campbellfield,11.9,11.9
15/04/20,8:00:00,Campbellfield,8.2,8.2
15/04/20,9:00:00,Campbellfield,3.8,3.8
15/04/20,10:00:00,Campbellfield,4,4
15/04/20,11:00:00,Campbellfield,8.3,8.3
15/04/20,12:00:00,Campbellfield,5.9,5.9
15/04/20,13:00:00,Campbellfield,4.8,4.8
15/04/20,14:00:00,Campbellfield,0.41,0.41
15/04/20,15:00:00,Campbellfield,7.6,7.6
15/04/20,16:00:00,Campbellfield,4,4
15/04/20,17:00:00,Campbellfield,4.7,4.7
15/04/20,18:00:00,Campbellfield,2.4,2.4
15/04/20,19:00:00,Campbellfield,4.7,4.7
15/04/20,20:00:00,Campbellfield,4.4,4.4
15/04/20,21:00:00,Campbellfield,4.3,4.3
15/04/20,22:00:00,Campbellfield,5,5
15/04/20,23:00:00,Campbellfield,9.6,9.6
16/04/20,0:00:00,Campbellfield,5.8,5.8
16/04/20,1:00:00,Campbellfield,8.5,8.5
16/04/20,2:00:00,Campbellfield,5,5
16/04/20,3:00:00,Campbellfield,5.7,5.7
16/04/20,4:00:00,Campbellfield,5.4,5.4
16/04/20,5:00:00,Campbellfield,4.2,4.2
16/04/20,6:00:00,Campbellfield,6.1,6.1
16/04/20,7:00:00,Campbellfield,12.4,12.4
16/04/20,8:00:00,Campbellfield,4.7,4.7
16/04/20,9:00:00,Campbellfield,7.6,7.6
16/04/20,10:00:00,Campbellfield,4.1,4.1
16/04/20,11:00:00,Campbellfield,4.7,4.7
16/04/20,12:00:00,Campbellfield,2.9,2.9
16/04/20,13:00:00,Campbellfield,4.5,4.5
16/04/20,14:00:00,Campbellfield,3.2,3.2
16/04/20,15:00:00,Campbellfield,3.2,3.2
16/04/20,16:00:00,Campbellfield,0,0
16/04/20,17:00:00,Campbellfield,2.8,2.8
16/04/20,18:00:00,Campbellfield,0,0
16/04/20,19:00:00,Campbellfield,2.8,2.8
16/04/20,20:00:00,Campbellfield,0.12,0.12
16/04/20,21:00:00,Campbellfield,1.3,1.3
16/04/20,22:00:00,Campbellfield,2.5,2.5
16/04/20,23:00:00,Campbellfield,0.54,0.54
17/04/20,0:00:00,Campbellfield,1.4,1.4
17/04/20,1:00:00,Campbellfield,3.5,3.5
17/04/20,2:00:00,Campbellfield,0,0
17/04/20,3:00:00,Campbellfield,1.2,1.2
17/04/20,4:00:00,Campbellfield,2.4,2.4
17/04/20,5:00:00,Campbellfield,0.82,0.82
17/04/20,6:00:00,Campbellfield,6.5,6.5
17/04/20,7:00:00,Campbellfield,4,4
17/04/20,8:00:00,Campbellfield,3.7,3.7
17/04/20,9:00:00,Campbellfield,3,3
17/04/20,10:00:00,Campbellfield,2.9,2.9
17/04/20,11:00:00,Campbellfield,3.6,3.6
17/04/20,12:00:00,Campbellfield,9.4,9.4
17/04/20,13:00:00,Campbellfield,4,4
17/04/20,14:00:00,Campbellfield,2.6,2.6
17/04/20,15:00:00,Campbellfield,0,0
17/04/20,16:00:00,Campbellfield,3.5,3.5
17/04/20,17:00:00,Campbellfield,0.16,0.16
17/04/20,18:00:00,Campbellfield,5.4,5.4
17/04/20,19:00:00,Campbellfield,3.1,3.1
17/04/20,20:00:00,Campbellfield,4.1,4.1
17/04/20,21:00:00,Campbellfield,4.6,4.6
17/04/20,22:00:00,Campbellfield,5.9,5.9
17/04/20,23:00:00,Campbellfield,5.4,5.4
18/04/20,0:00:00,Campbellfield,1.4,1.4
18/04/20,1:00:00,Campbellfield,1,1
18/04/20,2:00:00,Campbellfield,6.3,6.3
18/04/20,3:00:00,Campbellfield,0.34,0.34
18/04/20,4:00:00,Campbellfield,1.8,1.8
18/04/20,5:00:00,Campbellfield,2.3,2.3
18/04/20,6:00:00,Campbellfield,2.8,2.8
18/04/20,7:00:00,Campbellfield,1.1,1.1
18/04/20,8:00:00,Campbellfield,3.3,3.3
18/04/20,9:00:00,Campbellfield,3.3,3.3
18/04/20,10:00:00,Campbellfield,4,4
18/04/20,11:00:00,Campbellfield,0.99,0.99
18/04/20,12:00:00,Campbellfield,4,4
18/04/20,13:00:00,Campbellfield,0.85,0.85
18/04/20,14:00:00,Campbellfield,1.5,1.5
18/04/20,15:00:00,Campbellfield,2.5,2.5
18/04/20,16:00:00,Campbellfield,5.6,5.6
18/04/20,17:00:00,Campbellfield,7.7,7.7
18/04/20,18:00:00,Campbellfield,2.5,2.5
18/04/20,19:00:00,Campbellfield,3,3
18/04/20,20:00:00,Campbellfield,6.2,6.2
18/04/20,21:00:00,Campbellfield,6.1,6.1
18/04/20,22:00:00,Campbellfield,3.8,3.8
18/04/20,23:00:00,Campbellfield,1.9,1.9
19/04/20,0:00:00,Campbellfield,6.7,6.7
19/04/20,1:00:00,Campbellfield,0,0
19/04/20,2:00:00,Campbellfield,5.7,5.7
19/04/20,3:00:00,Campbellfield,9.4,9.4
19/04/20,4:00:00,Campbellfield,0,0
19/04/20,5:00:00,Campbellfield,6.2,6.2
19/04/20,6:00:00,Campbellfield,7.8,7.8
19/04/20,7:00:00,Campbellfield,5.6,5.6
19/04/20,8:00:00,Campbellfield,4.7,4.7
19/04/20,9:00:00,Campbellfield,3,3
19/04/20,10:00:00,Campbellfield,3.6,3.6
19/04/20,11:00:00,Campbellfield,11.7,11.7
19/04/20,12:00:00,Campbellfield,7.6,7.6
19/04/20,13:00:00,Campbellfield,4.6,4.6
19/04/20,14:00:00,Campbellfield,4.2,4.2
19/04/20,15:00:00,Campbellfield,2,2
19/04/20,16:00:00,Campbellfield,6.5,6.5
19/04/20,17:00:00,Campbellfield,0.43,0.43
19/04/20,18:00:00,Campbellfield,0.69,0.69
19/04/20,19:00:00,Campbellfield,5.1,5.1
19/04/20,20:00:00,Campbellfield,2,2
19/04/20,21:00:00,Campbellfield,0,0
19/04/20,22:00:00,Campbellfield,1.7,1.7
19/04/20,23:00:00,Campbellfield,0,0
20/04/20,0:00:00,Campbellfield,3.1,3.1
20/04/20,1:00:00,Campbellfield,2.2,2.2
20/04/20,2:00:00,Campbellfield,5.3,5.3
20/04/20,3:00:00,Campbellfield,7.6,7.6
20/04/20,4:00:00,Campbellfield,3.3,3.3
20/04/20,5:00:00,Campbellfield,5.8,5.8
20/04/20,6:00:00,Campbellfield,7.7,7.7
20/04/20,7:00:00,Campbellfield,13.1,13.1
20/04/20,8:00:00,Campbellfield,4,4
20/04/20,9:00:00,Campbellfield,5.3,5.3
20/04/20,10:00:00,Campbellfield,8.2,8.2
20/04/20,11:00:00,Campbellfield,13.8,13.8
20/04/20,12:00:00,Campbellfield,7.3,7.3
20/04/20,13:00:00,Campbellfield,21.7,21.7
20/04/20,14:00:00,Campbellfield,13,13
20/04/20,15:00:00,Campbellfield,12,12
20/04/20,16:00:00,Campbellfield,9.1,9.1
20/04/20,17:00:00,Campbellfield,10.7,10.7
20/04/20,18:00:00,Campbellfield,8.1,8.1
20/04/20,19:00:00,Campbellfield,8.9,8.9
20/04/20,20:00:00,Campbellfield,3.7,3.7
20/04/20,21:00:00,Campbellfield,7.2,7.2
20/04/20,22:00:00,Campbellfield,8.3,8.3
20/04/20,23:00:00,Campbellfield,6.9,6.9
21/04/20,0:00:00,Campbellfield,7,7
21/04/20,1:00:00,Campbellfield,14.6,14.6
21/04/20,2:00:00,Campbellfield,7,7
21/04/20,3:00:00,Campbellfield,7.2,7.2
21/04/20,4:00:00,Campbellfield,3.4,3.4
21/04/20,5:00:00,Campbellfield,2.8,2.8
21/04/20,6:00:00,Campbellfield,4.7,4.7
21/04/20,7:00:00,Campbellfield,7.7,7.7
21/04/20,8:00:00,Campbellfield,6.4,6.4
21/04/20,9:00:00,Campbellfield,4,4
21/04/20,10:00:00,Campbellfield,7.6,7.6
21/04/20,11:00:00,Campbellfield,4.1,4.1
21/04/20,12:00:00,Campbellfield,2,2
21/04/20,13:00:00,Campbellfield,7.9,7.9
21/04/20,14:00:00,Campbellfield,5,5
21/04/20,15:00:00,Campbellfield,3.3,3.3
21/04/20,16:00:00,Campbellfield,4.4,4.4
21/04/20,17:00:00,Campbellfield,8,8
21/04/20,18:00:00,Campbellfield,3.4,3.4
21/04/20,19:00:00,Campbellfield,3.9,3.9
21/04/20,20:00:00,Campbellfield,4.5,4.5
21/04/20,21:00:00,Campbellfield,2.6,2.6
21/04/20,22:00:00,Campbellfield,6,6
21/04/20,23:00:00,Campbellfield,5.2,5.2
22/04/20,0:00:00,Campbellfield,5.4,5.4
22/04/20,1:00:00,Campbellfield,4.3,4.3
22/04/20,2:00:00,Campbellfield,12.2,12.2
22/04/20,3:00:00,Campbellfield,4.3,4.3
22/04/20,4:00:00,Campbellfield,0,0
22/04/20,5:00:00,Campbellfield,3.9,3.9
22/04/20,6:00:00,Campbellfield,0,0
22/04/20,7:00:00,Campbellfield,8.1,8.1
22/04/20,8:00:00,Campbellfield,2.9,2.9
22/04/20,9:00:00,Campbellfield,4.3,4.3
22/04/20,10:00:00,Campbellfield,10.1,10.1
22/04/20,11:00:00,Campbellfield,9.1,9.1
22/04/20,12:00:00,Campbellfield,8.8,8.8
22/04/20,13:00:00,Campbellfield,15.7,15.7
22/04/20,14:00:00,Campbellfield,10.7,10.7
22/04/20,15:00:00,Campbellfield,9.2,9.2
22/04/20,16:00:00,Campbellfield,12.7,12.7
22/04/20,17:00:00,Campbellfield,7,7
22/04/20,18:00:00,Campbellfield,9.9,9.9
22/04/20,19:00:00,Campbellfield,7.4,7.4
22/04/20,20:00:00,Campbellfield,10.5,10.5
22/04/20,21:00:00,Campbellfield,3,3
22/04/20,22:00:00,Campbellfield,7.8,7.8
22/04/20,23:00:00,Campbellfield,8.1,8.1
23/04/20,0:00:00,Campbellfield,4.7,4.7
23/04/20,1:00:00,Campbellfield,5.4,5.4
23/04/20,2:00:00,Campbellfield,8.8,8.8
23/04/20,3:00:00,Campbellfield,7.1,7.1
23/04/20,4:00:00,Campbellfield,12.3,12.3
23/04/20,5:00:00,Campbellfield,5.6,5.6
23/04/20,6:00:00,Campbellfield,7.7,7.7
23/04/20,7:00:00,Campbellfield,8.6,8.6
23/04/20,8:00:00,Campbellfield,9.9,9.9
23/04/20,9:00:00,Campbellfield,8.7,8.7
23/04/20,10:00:00,Campbellfield,5.3,5.3
23/04/20,11:00:00,Campbellfield,10.1,10.1
23/04/20,12:00:00,Campbellfield,7.4,7.4
23/04/20,13:00:00,Campbellfield,7,7
23/04/20,14:00:00,Campbellfield,3.7,3.7
23/04/20,15:00:00,Campbellfield,6.9,6.9
23/04/20,16:00:00,Campbellfield,4.4,4.4
23/04/20,17:00:00,Campbellfield,8.2,8.2
23/04/20,18:00:00,Campbellfield,0.57,0.57
23/04/20,19:00:00,Campbellfield,4,4
23/04/20,20:00:00,Campbellfield,1.7,1.7
23/04/20,21:00:00,Campbellfield,1.2,1.2
23/04/20,22:00:00,Campbellfield,2.9,2.9
23/04/20,23:00:00,Campbellfield,5.2,5.2
24/04/20,0:00:00,Campbellfield,0.94,0.94
24/04/20,1:00:00,Campbellfield,8.2,8.2
24/04/20,2:00:00,Campbellfield,9.8,9.8
24/04/20,3:00:00,Campbellfield,5.8,5.8
24/04/20,4:00:00,Campbellfield,5.9,5.9
24/04/20,5:00:00,Campbellfield,3.7,3.7
24/04/20,6:00:00,Campbellfield,12,12
24/04/20,7:00:00,Campbellfield,6.5,6.5
24/04/20,8:00:00,Campbellfield,1.9,1.9
24/04/20,9:00:00,Campbellfield,9.7,9.7
24/04/20,10:00:00,Campbellfield,9.9,9.9
24/04/20,11:00:00,Campbellfield,6.1,6.1
24/04/20,12:00:00,Campbellfield,,6.068333333
24/04/20,13:00:00,Campbellfield,,6.036666667
24/04/20,14:00:00,Campbellfield,,6.005
24/04/20,15:00:00,Campbellfield,,5.973333333
24/04/20,16:00:00,Campbellfield,,5.941666667
24/04/20,17:00:00,Campbellfield,,5.91
24/04/20,18:00:00,Campbellfield,,5.878333333
24/04/20,19:00:00,Campbellfield,,5.846666667
24/04/20,20:00:00,Campbellfield,,5.815
24/04/20,21:00:00,Campbellfield,,5.783333333
24/04/20,22:00:00,Campbellfield,,5.751666667
24/04/20,23:00:00,Campbellfield,,5.72
25/04/20,0:00:00,Campbellfield,,5.688333333
25/04/20,1:00:00,Campbellfield,,5.656666667
25/04/20,2:00:00,Campbellfield,,5.625
25/04/20,3:00:00,Campbellfield,,5.593333333
25/04/20,4:00:00,Campbellfield,,5.561666667
25/04/20,5:00:00,Campbellfield,,5.53
25/04/20,6:00:00,Campbellfield,,5.498333333
25/04/20,7:00:00,Campbellfield,,5.466666667
25/04/20,8:00:00,Campbellfield,,5.435
25/04/20,9:00:00,Campbellfield,,5.403333333
25/04/20,10:00:00,Campbellfield,,5.371666667
25/04/20,11:00:00,Campbellfield,,5.34
25/04/20,12:00:00,Campbellfield,,5.308333333
25/04/20,13:00:00,Campbellfield,,5.276666667
25/04/20,14:00:00,Campbellfield,,5.245
25/04/20,15:00:00,Campbellfield,,5.213333333
