Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,DE_Admin_Region,LGA_Name,DE_Admin_AREA,"Prep Total""""","Year 1 Total""""","Year 2 Total""""","Year 3 Total""""","Year 4 Total""""","Year 5 Total""""","Year 6 Total""""","Primary Ungraded Total""""","Primary Total""""","Year 7 Total""""","Year 8 Total""""","Year 9 Total""""","Year 10 Total""""","Year 11 Total""""","Year 12 Total""""","Secondary Ungraded Total""""","Secondary Total""""","Grand Total""""",Year,CENSUS_TYPE
Government,1,7086,Clyde Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Casey (C),Southern Melbourne,0,0,0,0,0,0,0,0,0,263,209,204,0,0,0,0,676,676,2024,F
Government,1,7088,Cobden Technical School,Secondary,O,SOUTH-WESTERN VICTORIA,Corangamite (S),Wimmera South West,0,0,0,0,0,0,0,0,0,15.4,22.4,14,24,20,11,0,106.8,106.8,2024,F
Government,1,7108,Lyndhurst Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Casey (C),Southern Melbourne,0,0,0,0,0,0,0,0,0,128,150,122,159,154,98,0,811,811,2024,F
Government,1,7115,Daylesford Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Hepburn (S),Central Highlands,0,0,0,0,0,0,0,0,0,90,79,77,86,63.4,80.8,0,476.2,476.2,2024,F
Government,1,7122,Dromana Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),Bayside Peninsula,0,0,0,0,0,0,0,0,0,278,328,307,295.2,352.9,276,0,1837.1,1837.1,2024,F
Government,1,7183,Grovedale College,Secondary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,0,0,0,0,0,0,0,0,0,125,121,128,120,115,97.6,0,706.6,706.6,2024,F
Government,1,7198,Irymple Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Mildura (RC),Mallee,0,0,0,0,0,0,0,0,0,154,154,168,165,0,0,0,641,641,2024,F
Government,1,7205,Crusoe 7-10 Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,0,0,0,0,0,0,0,0,0,224,250,219,218,0,0,0,911,911,2024,F
Government,1,7217,Peter Lalor Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Whittlesea (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,35,58,27,0,120,120,2024,F
Government,1,7219,Lilydale Heights College,Secondary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,163,157,176,142,108,89,0,835,835,2024,F
Government,1,7247,Staughton College,Secondary,O,SOUTH-WESTERN VICTORIA,Melton (C),Brimbank Melton,0,0,0,0,0,0,0,0,0,274,277,273,290,247.2,162.9,0,1524.1,1524.1,2024,F
Government,1,7250,Chaffey Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Mildura (RC),Mallee,0,0,0,0,0,0,0,0,0,151,181,191.6,169,0,0,0,692.6,692.6,2024,F
Government,1,7255,Bentleigh Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Glen Eira (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,167,161,152,162.3,145.5,132.7,0,920.5,920.5,2024,F
Government,1,7267,Mount Clear College,Secondary,O,SOUTH-WESTERN VICTORIA,Ballarat (C),Central Highlands,0,0,0,0,0,0,0,0,0,172,188,180,192,169.8,118.9,0,1020.7,1020.7,2024,F
Government,1,7275,Rosehill Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Moonee Valley (C),Western Melbourne,0,0,0,0,0,0,0,0,0,191,192,210,186.6,165.8,174.6,0,1120,1120,2024,F
Government,1,7300,Northern College of the Arts and Technology,Secondary,O,NORTH-WESTERN VICTORIA,Darebin (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,77,129.5,138.7,0,345.2,345.2,2024,F
Government,1,7366,Swinburne Senior Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,180.7,200.6,0,381.3,381.3,2024,F
Government,1,7384,Victorian College Of The Arts Secondary School,Secondary,O,SOUTH-WESTERN VICTORIA,Melbourne (C),Western Melbourne,0,0,0,0,0,0,0,0,0,20,28,29,55,102,97.6,0,331.6,331.6,2024,F
Government,1,7395,Brauer Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Warrnambool (C),Wimmera South West,0,0,0,0,0,0,0,0,0,145,134,147,166.3,143,111.8,0,847.1,847.1,2024,F
Government,1,7402,Wyndham Central Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Wyndham (C),Western Melbourne,0,0,0,0,0,0,0,0,0,199,241,251,265,243.2,167,0,1366.2,1366.2,2024,F
Government,1,7405,Weeroona College Bendigo,Secondary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,0,0,0,0,0,0,0,0,0,209.2,197,176.1,178.1,17.9,13,0,791.3,791.3,2024,F
Government,1,7408,Whittlesea Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Whittlesea (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,146,144,164.2,132,105.8,67.6,0,759.6,759.6,2024,F
Government,1,7500,Yarrabing Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Melton (C),Brimbank Melton,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,150,150,2024,F
Government,1,7505,Alexandra Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Murrindindi (S),Goulburn,0,0,0,0,0,0,0,0,0,53,54,76,58,54.1,34.8,0,329.9,329.9,2024,F
Government,1,7526,Auburn High School,Secondary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,154,154,156,127,134,89,0,814,814,2024,F
Government,1,7540,Ballarat High School,Secondary,O,SOUTH-WESTERN VICTORIA,Ballarat (C),Central Highlands,0,0,0,0,0,0,0,0,0,193,249,257,298,211.9,212.8,0,1421.7,1421.7,2024,F
Government,1,7550,Balwyn High School,Secondary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,322,345,335,378,444.6,359.6,0,2184.2,2184.2,2024,F
Government,1,7560,Bayswater Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Knox (C),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,64,30,30,41,42.4,24.5,0,231.9,231.9,2024,F
Government,1,7565,Beaufort Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Pyrenees (S),Central Highlands,0,0,0,0,0,0,0,0,0,45,37,37,39,39.2,32.7,0,229.9,229.9,2024,F
Government,1,7566,Beaumaris Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Bayside (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,125,166,165,172,153.4,151.4,0,932.8,932.8,2024,F
Government,1,7575,Beechworth Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Indigo (S),Ovens Murray,0,0,0,0,0,0,0,0,0,63,43.7,56,34.9,40.3,27.4,0,265.3,265.3,2024,F
Government,1,7585,Belmont High School,Secondary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,0,0,0,0,0,0,0,0,0,222,192,230.6,183.8,220.6,177.6,0,1226.6,1226.6,2024,F
Government,1,7595,Bendigo Senior Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,0,0,0,0,0,0,0,0,0,0,0,0,5,988.5,778.3,0,1771.8,1771.8,2024,F
Government,1,7603,Berwick Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Casey (C),Southern Melbourne,0,0,0,0,0,0,0,0,0,301,331,323,293,286,220,0,1754,1754,2024,F
Government,1,7610,Blackburn High School,Secondary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,208.8,209,236,240,197,191,0,1281.8,1281.8,2024,F
Government,1,7635,Box Hill High School,Secondary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,240,271,243,280,246.8,222.5,0,1503.3,1503.3,2024,F
Government,1,7645,Braybrook College,Secondary,O,SOUTH-WESTERN VICTORIA,Maribyrnong (C),Western Melbourne,0,0,0,0,0,0,0,0,0,215,234,246,230,243,219,0,1387,1387,2024,F
Government,1,7647,Brentwood Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,280,298,290,235.2,282,242.5,0,1627.7,1627.7,2024,F
Government,1,7650,Brighton Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Bayside (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,138.8,144,161,182.6,167.8,166.6,0,960.8,960.8,2024,F
Government,1,7655,Broadford Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Mitchell (S),Goulburn,0,0,0,0,0,0,0,0,0,144,152,159,143,121.9,101.9,0,821.8,821.8,2024,F
Government,1,7670,Buckley Park College,Secondary,O,SOUTH-WESTERN VICTORIA,Moonee Valley (C),Western Melbourne,0,0,0,0,0,0,0,0,0,141,146,131,139.9,173.6,145,0,876.5,876.5,2024,F
Government,1,7680,Camberwell High School,Secondary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,126,146,163,163.9,175.9,144,0,918.8,918.8,2024,F
Government,1,7690,Canterbury Girls Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,148,138,121,131.7,111.6,115.4,0,765.7,765.7,2024,F
Government,1,7695,Casterton Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Glenelg (S),Wimmera South West,0,0,0,0,0,0,0,0,0,22,19,20,21,18.5,12.3,0,112.8,112.8,2024,F
Government,1,7720,Cheltenham Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Kingston (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,116,122,137,187,139,161,0,862,862,2024,F
Government,1,7725,Cobram Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Moira (S),Goulburn,0,0,0,0,0,0,0,0,0,97,78,102,75.9,52.4,43.5,0,448.8,448.8,2024,F
Government,1,7735,Cohuna Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Gannawarra (S),Mallee,0,0,0,0,0,0,0,0,0,33,40,25,37,29.8,17,0,181.8,181.8,2024,F
Government,1,7747,Cranbourne Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Casey (C),Southern Melbourne,0,0,0,0,0,0,0,0,0,174,177,177,197,262,210,0,1197,1197,2024,F
Government,1,7748,Cranbourne West Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Casey (C),Southern Melbourne,0,0,0,0,0,0,0,0,0,317,317,289.4,257,0,0,0,1180.4,1180.4,2024,F
Government,1,7757,Croydon Community School,Secondary,O,NORTH-EASTERN VICTORIA,Maroondah (C),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,24,21,31,42,22,18,0,158,158,2024,F
Government,1,7763,Mount Alexander 7-12 College,Secondary,O,SOUTH-WESTERN VICTORIA,Moonee Valley (C),Western Melbourne,0,0,0,0,0,0,0,0,0,107,123,152,148,125.5,81.9,0,737.4,737.4,2024,F
Government,1,7770,Dimboola Memorial Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Hindmarsh (S),Wimmera South West,0,0,0,0,0,0,0,0,0,23,22,23,23,23.8,12,0,126.8,126.8,2024,F
Government,1,7773,East Doncaster Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Manningham (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,365,365,300,337,346,253.9,0,1966.9,1966.9,2024,F
Government,1,7775,Donald High School,Secondary,O,SOUTH-WESTERN VICTORIA,Buloke (S),Wimmera South West,0,0,0,0,0,0,0,0,0,17,19,19.2,12,18,15,0,100.2,100.2,2024,F
Government,1,7776,Doncaster Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Manningham (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,201,184.1,186.6,223,217.4,176.6,0,1188.7,1188.7,2024,F
Government,1,7785,Drouin Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Baw Baw (S),Inner Gippsland,0,0,0,0,0,0,0,0,0,193,221,235,215.4,203,141.2,0,1208.6,1208.6,2024,F
Government,1,7790,Eaglehawk Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,0,0,0,0,0,0,0,0,0,123,154,133,164,0,0,0,574,574,2024,F
Government,1,7805,Eltham High School,Secondary,O,NORTH-WESTERN VICTORIA,Nillumbik (S),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,189,229,289,226,269,211,0,1413,1413,2024,F
Government,1,7810,Elwood College,Secondary,O,SOUTH-EASTERN VICTORIA,Port Phillip (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,120,131,122,147,146,144.6,0,810.6,810.6,2024,F
Government,1,7813,Epping Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Whittlesea (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,157,160,209,184.8,187,173.6,0,1071.4,1071.4,2024,F
Government,1,7820,Euroa Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Strathbogie (S),Goulburn,0,0,0,0,0,0,0,0,0,43,37,57,58.2,43.6,43.7,0,282.5,282.5,2024,F
Government,1,7823,Fairhills High School,Secondary,O,NORTH-EASTERN VICTORIA,Knox (C),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,75,67,72,55,60.4,46.4,0,375.8,375.8,2024,F
Government,1,7837,Bendigo South East 7-10 Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,0,0,0,0,0,0,0,0,0,239,291,268.7,319.2,0,0,0,1117.9,1117.9,2024,F
Government,1,7839,Port Melbourne Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Port Phillip (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,123,112,92,0,0,0,0,327,327,2024,F
Government,1,7842,Footscray High School,Secondary,O,SOUTH-WESTERN VICTORIA,Maribyrnong (C),Western Melbourne,0,0,0,0,0,0,0,0,0,192,237.2,213,268,277,200.2,0,1387.4,1387.4,2024,F
Government,1,7845,Foster Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,South Gippsland (S),Inner Gippsland,0,0,0,0,0,0,0,0,0,48,57,55,42,45,33.2,0,280.2,280.2,2024,F
Government,1,7850,Frankston High School,Secondary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,346,298,348,337.8,323.9,308.7,0,1962.4,1962.4,2024,F
Government,1,7855,Geelong High School,Secondary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,0,0,0,0,0,0,0,0,0,162,169,166,189,151.2,112,0,949.2,949.2,2024,F
Government,1,7856,North Geelong Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,0,0,0,0,0,0,0,0,0,148,176,168.3,181,158,135.8,0,967.1,967.1,2024,F
Government,1,7857,Gisborne Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Macedon Ranges (S),Loddon Campaspe,0,0,0,0,0,0,0,0,0,164,155,178,151,168,176.7,0,992.7,992.7,2024,F
Government,1,7858,Gladstone Park Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Hume (C),Hume Merri-bek,0,0,0,0,0,0,0,0,0,192,237.4,221,281,239,221,0,1391.4,1391.4,2024,F
Government,1,7874,Bundoora Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,96,91.5,112,76.6,68,78,0,522.1,522.1,2024,F
Government,1,7876,Greater Shepparton Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,0,0,0,0,0,0,0,0,0,314,329,346.8,386.2,304,291,0,1971,1971,2024,F
Government,1,7893,Western Port Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),Bayside Peninsula,0,0,0,0,0,0,0,0,0,126,123,122,140,123,76,0,710,710,2024,F
Government,1,7900,Healesville High School,Secondary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,62,47,48,75,55.9,44.8,0,332.7,332.7,2024,F
Government,1,7910,Heywood District Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Glenelg (S),Wimmera South West,0,0,0,0,0,0,0,0,0,11,17,16.6,11,13,11.2,0,79.8,79.8,2024,F
Government,1,7918,Highvale Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,217,183,242,211,179,159.8,0,1191.8,1191.8,2024,F
Government,1,7945,Kerang Technical High School,Secondary,O,NORTH-WESTERN VICTORIA,Gannawarra (S),Mallee,0,0,0,0,0,0,0,0,0,35,61,39,48,57.6,16.8,0,257.4,257.4,2024,F
Government,1,7947,Kensington Community High School,Secondary,O,SOUTH-WESTERN VICTORIA,Melbourne (C),Western Melbourne,0,0,0,0,0,0,0,0,0,7,13,18,21,21,19,0,99,99,2024,F
Government,1,7950,Kew High School,Secondary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,148,156,143,184,212.9,176,0,1019.9,1019.9,2024,F
Government,1,7954,Koonung Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,188,188,207,202,202.2,188.4,0,1175.6,1175.6,2024,F
Government,1,7955,Koo Wee Rup Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Cardinia (S),Southern Melbourne,0,0,0,0,0,0,0,0,0,170,156,181,188,185,127.5,0,1007.5,1007.5,2024,F
Government,1,7960,Korumburra Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,South Gippsland (S),Inner Gippsland,0,0,0,0,0,0,0,0,0,73,83,75,81,69,43.9,0,424.9,424.9,2024,F
Government,1,7965,Kyabram P-12 College,Pri/Sec,O,NORTH-WESTERN VICTORIA,Campaspe (S),Loddon Campaspe,59,57,48,49,68,60,62,0,403,85,114,104,106.1,48.1,60.8,0,518,921,2024,F
Government,1,7970,Kyneton High School,Secondary,O,NORTH-WESTERN VICTORIA,Macedon Ranges (S),Loddon Campaspe,0,0,0,0,0,0,0,0,0,108,117,126,86,97.9,67.5,0,602.4,602.4,2024,F
Government,1,7985,Lalor Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Whittlesea (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,188,193,203,192,192.8,160.6,0,1129.4,1129.4,2024,F
Government,1,7986,Lalor North Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Whittlesea (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,49,40,51,72,63,58,0,333,333,2024,F
Government,1,7995,Lilydale High School,Secondary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,304,312,233,236,200.6,172,0,1457.6,1457.6,2024,F
Government,1,7996,Walcom Ngarrwa Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Wyndham (C),Western Melbourne,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,177,177,2024,F
Government,1,7997,Lorne P-12 College,Pri/Sec,O,SOUTH-WESTERN VICTORIA,Surf Coast (S),Barwon,8,5,15,7,7,6,9,0,57,15.8,12,19,18,11,14,0,89.8,146.8,2024,F
Government,1,8000,Lyndale Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),Southern Melbourne,0,0,0,0,0,0,0,0,0,157,137,155,148,134,93.9,0,824.9,824.9,2024,F
Government,1,8003,Bindjiroo Yaluk Community School,Secondary,O,NORTH-WESTERN VICTORIA,Yarra (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,8,6,9,14,16.9,10,0,63.9,63.9,2024,F
Government,1,8005,Maffra Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Wellington (S),Outer Gippsland,0,0,0,0,0,0,0,0,0,89,117,96,106,84,40,0,532,532,2024,F
Government,1,8010,Mansfield Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Mansfield (S),Ovens Murray,0,0,0,0,0,0,0,0,0,91,83.4,81.8,94,77.9,66.1,0,494.2,494.2,2024,F
Government,1,8015,Maribyrnong College,Secondary,O,SOUTH-WESTERN VICTORIA,Maribyrnong (C),Western Melbourne,0,0,0,0,0,0,0,0,0,215,221,244,245,209,207,0,1341,1341,2024,F
Government,1,8022,Matthew Flinders Girls Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,0,0,0,0,0,0,0,0,0,82,110,123,107.2,79.2,63,0,564.4,564.4,2024,F
Government,1,8025,Melbourne High School,Secondary,O,SOUTH-EASTERN VICTORIA,Stonnington (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,0,0,338,336,376,339,0,1389,1389,2024,F
Government,1,8027,Melton Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Melton (C),Brimbank Melton,0,0,0,0,0,0,0,0,0,253,289,257,271,242,187,0,1499,1499,2024,F
Government,1,8030,Mentone Girls Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Kingston (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,227,172,179,169,152.5,133.4,0,1032.9,1032.9,2024,F
Government,1,8041,Mickleham Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Hume (C),Hume Merri-bek,0,0,0,0,0,0,0,0,0,205,148,0,0,0,0,0,353,353,2024,F
Government,1,8045,Mildura Senior College,Secondary,O,NORTH-WESTERN VICTORIA,Mildura (RC),Mallee,5,1,4,2,0,2,3,0,17,3,3,0,8,554.2,434.5,0,1002.7,1019.7,2024,F
Government,1,8050,Mirboo North Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,South Gippsland (S),Inner Gippsland,0,0,0,0,0,0,0,0,0,48,60,76,67,49,43,0,343,343,2024,F
Government,1,8065,Monbulk College,Secondary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,111,140,109,89.9,87.3,64.7,0,601.9,601.9,2024,F
Government,1,8068,Montmorency Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,216,168,166,174,184.8,149.6,0,1058.4,1058.4,2024,F
Government,1,8071,Mooroolbark College,Secondary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,162,164,174,190,169,140.9,0,999.9,999.9,2024,F
Government,1,8075,Mordialloc College,Secondary,O,SOUTH-EASTERN VICTORIA,Kingston (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,196,219,232.1,214,219,147.8,0,1227.9,1227.9,2024,F
Government,1,8100,Mount Beauty Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Alpine (S),Ovens Murray,0,0,0,0,0,0,0,0,0,27,33,19,30,24.3,19.5,0,152.8,152.8,2024,F
Government,1,8102,Mount Eliza Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),Bayside Peninsula,0,0,0,0,0,0,0,0,0,179.4,166,133,170,102.9,67,0,818.3,818.3,2024,F
Government,1,8105,Mount Waverley Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,297,351,302,302,338,275.7,0,1865.7,1865.7,2024,F
Government,1,8125,McKinnon Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Glen Eira (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,518,505.6,512,457,454.7,410,0,2857.3,2857.3,2024,F
Government,1,8135,MacRobertson Girls High School,Secondary,O,SOUTH-EASTERN VICTORIA,Port Phillip (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,0,0,300,300,299.8,300,0,1199.8,1199.8,2024,F
Government,1,8140,Nathalia Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Moira (S),Goulburn,0,0,0,0,0,0,0,0,0,18,14,14,25,17,13,0,101,101,2024,F
Government,1,8145,Neerim District Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Baw Baw (S),Inner Gippsland,0,0,0,0,0,0,0,0,0,44,34,43,37.8,33.2,12,0,204,204,2024,F
Government,1,8151,Newcomb Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,0,0,0,0,0,0,0,0,0,109,87,68,87,88,72,0,511,511,2024,F
Government,1,8180,Northcote High School,Secondary,O,NORTH-WESTERN VICTORIA,Darebin (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,228,272.6,275.9,313,329.7,319.4,0,1738.6,1738.6,2024,F
Government,1,8185,Norwood Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Maroondah (C),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,190,189,175,202,164.3,151.6,0,1071.9,1071.9,2024,F
Government,1,8190,Numurkah Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Moira (S),Goulburn,0,0,0,0,0,0,0,0,0,42,53,49,46,56,18.8,0,264.8,264.8,2024,F
Government,1,8210,Oberon High School,Secondary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,0,0,0,0,0,0,0,0,0,177,194,207,185.9,162.5,115.9,0,1042.3,1042.3,2024,F
Government,1,8211,Orbost Community College,Pri/Sec,O,SOUTH-EASTERN VICTORIA,East Gippsland (S),Outer Gippsland,16,14,19,23,28,20,21,0,141,40,44,40,38,41,27,0,230,371,2024,F
Government,1,8220,Ouyen P-12 College,Pri/Sec,O,NORTH-WESTERN VICTORIA,Mildura (RC),Mallee,11,11,13,13,15,12,7,0,82,26,22,21,13,9.9,11,0,102.9,184.9,2024,F
Government,1,8223,Pakenham Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Cardinia (S),Southern Melbourne,0,0,0,0,0,0,0,0,0,181,187,150,184,141,81.6,0,924.6,924.6,2024,F
Government,1,8224,Edenbrook Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Cardinia (S),Southern Melbourne,0,0,0,0,0,0,0,0,0,155,143,121,101,0,0,0,520,520,2024,F
Government,1,8225,Parkdale Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Kingston (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,179,240,263,248,311.5,270.2,0,1511.7,1511.7,2024,F
Government,1,8227,Pascoe Vale Girls Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Merri-bek (C),Hume Merri-bek,0,0,0,0,0,0,0,0,0,86,106,150,123,157,136.8,0,758.8,758.8,2024,F
Government,1,8231,Prahran High School,Secondary,O,SOUTH-EASTERN VICTORIA,Stonnington (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,90,89,89,106,119.8,83.8,0,577.6,577.6,2024,F
Government,1,8241,Preston High School,Secondary,O,NORTH-WESTERN VICTORIA,Darebin (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,230,232,220,162.9,166.4,101.5,0,1112.8,1112.8,2024,F
