Local_Time,ID,Site_ID,Sensor_ID,Value,Type,Units,Gatewayhub_ID,Site_Status
2023-07-27T07:15:12+10:00,7596444,1011,0b,38.2,PM10,ug\/m^3,arc1055,C
2023-07-27T07:30:02+10:00,7596462,1011,5a,8.42,TPH.TEMP,C,arc1055,C
2023-07-27T07:30:02+10:00,7596511,1012,5b,79.32,TPH.RH,%,arc1048,C
2023-07-27T07:30:02+10:00,7596554,1014,5a,8.39,TPH.TEMP,C,arc1045,C
2023-07-27T07:30:02+10:00,7596609,1016,5c,1027.0,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T07:30:03+10:00,7596476,1011,6,6.77,WS,km/h,arc1055,C
2023-07-27T07:30:11+10:00,7596436,1011,0a,17.1,PM2.5,ug\/m^3,arc1055,C
2023-07-27T07:30:11+10:00,7596480,1012,0a,13.7,PM2.5,ug/m^3,arc1048,C
2023-07-27T07:30:11+10:00,7596524,1014,0a,20.3,PM2.5,ug/m^3,arc1045,C
2023-07-27T07:30:11+10:00,7596533,1014,0b,44.8,PM10,ug/m^3,arc1045,C
2023-07-27T07:30:11+10:00,7596581,1016,0b,35.4,PM10,ug/m^3,arc1049,C
2023-07-27T07:45:02+10:00,7596468,1011,5b,79.15,TPH.RH,%,arc1055,C
2023-07-27T07:45:02+10:00,7596507,1012,5a,8.41,TPH.TEMP,C,arc1048,C
2023-07-27T07:45:02+10:00,7596555,1014,5a,8.53,TPH.TEMP,C,arc1045,C
2023-07-27T07:45:03+10:00,7596477,1011,6,6.7,WS,km/h,arc1055,C
2023-07-27T07:45:11+10:00,7596417,1009,0a,11.5,PM2.5,ug/m^3,arc1050,C
2023-07-27T07:45:11+10:00,7596437,1011,0a,14.0,PM2.5,ug\/m^3,arc1055,C
2023-07-27T07:45:11+10:00,7596446,1011,0b,32.8,PM10,ug\/m^3,arc1055,C
2023-07-27T07:45:11+10:00,7596490,1012,0b,31.4,PM10,ug/m^3,arc1048,C
2023-07-27T07:45:11+10:00,7596573,1016,0a,13.5,PM2.5,ug/m^3,arc1049,C
2023-07-27T08:00:00+10:00,7596627,1009,0b.EPA-24h,29.5,PM10-EPA-24h,ug/m^3,arc1050,C
2023-07-27T08:00:00+10:00,7596640,1011,0a.EPA-1h,12.5,PM2.5-EPA-1h,ug\/m^3,arc1055,C
2023-07-27T08:00:00+10:00,7596641,1011,0a.EPA-1h.NOPK,12.5,PM2.5-EPA-1h-NOPK,ug/m^3,arc1055,C
2023-07-27T08:00:00+10:00,7596643,1011,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1055,C
2023-07-27T08:00:00+10:00,7596644,1011,0a.EPA-24h,10.8,PM2.5-EPA-24h,ug\/m^3,arc1055,C
2023-07-27T08:00:00+10:00,7596651,1011,0b.EPA-1h.NOPK.EPA-24h,28.3,PM10-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1055,C
2023-07-27T08:00:00+10:00,7596652,1011,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1055,C
2023-07-27T08:00:00+10:00,7596666,1011,5a.EPA-1h,8.92,TPH.TEMP-EPA-1h,C,arc1055,C
2023-07-27T08:00:00+10:00,7596671,1011,5b.EPA-1h,77.28,TPH.RH-EPA-1h,%,arc1055,C
2023-07-27T08:00:00+10:00,7596685,1012,0a.EPA-1h.NOPK,11.3,PM2.5-EPA-1h-NOPK,ug/m^3,arc1048,C
2023-07-27T08:00:00+10:00,7596688,1012,0a.EPA-24h,11.2,PM2.5-EPA-24h,ug/m^3,arc1048,C
2023-07-27T08:00:00+10:00,7596695,1012,0b.EPA-1h.NOPK.EPA-24h,29.0,PM10-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1048,C
2023-07-27T08:00:00+10:00,7596696,1012,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1048,C
2023-07-27T08:00:00+10:00,7596729,1014,0a.EPA-1h.NOPK,13.2,PM2.5-EPA-1h-NOPK,ug/m^3,arc1045,C
2023-07-27T08:00:00+10:00,7596739,1014,0b.EPA-1h.NOPK.EPA-24h,31.4,PM10-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1045,C
2023-07-27T08:00:00+10:00,7596740,1014,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1045,C
2023-07-27T08:00:00+10:00,7596741,1014,0b.EPA-24h,31.4,PM10-EPA-24h,ug/m^3,arc1045,C
2023-07-27T08:00:00+10:00,7596763,1014,5b.EPA-1h,81.4,TPH.RH-EPA-1h,%,arc1045,C
2023-07-27T08:00:00+10:00,7596778,1016,0a.EPA-1h.NOPK.EPA-24h,12.2,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1049,C
2023-07-27T08:00:00+10:00,7596788,1016,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1049,C
2023-07-27T08:00:00+10:00,7596802,1016,5a.EPA-1h,9.58,TPH.TEMP-EPA-1h,C,arc1049,C
2023-07-27T08:00:02+10:00,7596556,1014,5a,8.57,TPH.TEMP,C,arc1045,C
2023-07-27T08:00:02+10:00,7596561,1014,5b,82.28,TPH.RH,%,arc1045,C
2023-07-27T08:00:02+10:00,7596601,1016,5a,9.53,TPH.TEMP,C,arc1049,C
2023-07-27T08:00:02+10:00,7596606,1016,5b,73.54,TPH.RH,%,arc1049,C
2023-07-27T08:00:02+10:00,7596611,1016,5c,1026.9,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T08:00:03+10:00,7596522,1012,6,10.55,WS,km/h,arc1048,C
2023-07-27T08:00:03+10:00,7596615,1016,6,0.0,WS,km/h,arc1049,C
2023-07-27T08:00:11+10:00,7596424,1009,0b,28.8,PM10,ug/m^3,arc1050,C
2023-07-27T08:00:11+10:00,7596491,1012,0b,42.3,PM10,ug/m^3,arc1048,C
2023-07-27T08:00:11+10:00,7596526,1014,0a,15.7,PM2.5,ug/m^3,arc1045,C
2023-07-27T08:00:11+10:00,7596535,1014,0b,33.5,PM10,ug/m^3,arc1045,C
2023-07-27T08:00:11+10:00,7596583,1016,0b,33.6,PM10,ug/m^3,arc1049,C
2023-07-27T08:15:02+10:00,7596662,1011,5a,8.74,TPH.TEMP,C,arc1055,C
2023-07-27T08:15:02+10:00,7596667,1011,5b,77.92,TPH.RH,%,arc1055,C
2023-07-27T08:15:02+10:00,7596672,1011,5c,1026.3,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T08:15:02+10:00,7596716,1012,5c,1025.5,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T08:15:03+10:00,7596676,1011,6,6.8,WS,km/h,arc1055,C
2023-07-27T08:15:10+10:00,7596772,1016,0a,15.0,PM2.5,ug/m^3,arc1049,C
2023-07-27T08:15:10+10:00,7596781,1016,0b,41.6,PM10,ug/m^3,arc1049,C
2023-07-27T08:15:11+10:00,7596689,1012,0b,28.1,PM10,ug/m^3,arc1048,C
2023-07-27T08:15:12+10:00,7596622,1009,0b,27.1,PM10,ug/m^3,arc1050,C
2023-07-27T08:30:02+10:00,7596668,1011,5b,77.42,TPH.RH,%,arc1055,C
2023-07-27T08:30:02+10:00,7596707,1012,5a,8.67,TPH.TEMP,C,arc1048,C
2023-07-27T08:30:02+10:00,7596717,1012,5c,1025.3,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T08:30:02+10:00,7596799,1016,5a,9.35,TPH.TEMP,C,arc1049,C
2023-07-27T08:30:03+10:00,7596677,1011,6,7.56,WS,km/h,arc1055,C
2023-07-27T08:30:03+10:00,7596721,1012,6,11.77,WS,km/h,arc1048,C
2023-07-27T08:30:11+10:00,7596617,1009,0a,8.1,PM2.5,ug/m^3,arc1050,C
2023-07-27T08:30:11+10:00,7596681,1012,0a,10.4,PM2.5,ug/m^3,arc1048,C
2023-07-27T08:30:11+10:00,7596690,1012,0b,24.2,PM10,ug/m^3,arc1048,C
2023-07-27T08:30:11+10:00,7596725,1014,0a,12.9,PM2.5,ug/m^3,arc1045,C
2023-07-27T08:45:02+10:00,7596669,1011,5b,76.63,TPH.RH,%,arc1055,C
2023-07-27T08:45:02+10:00,7596674,1011,5c,1025.7,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T08:45:02+10:00,7596713,1012,5b,77.36,TPH.RH,%,arc1048,C
2023-07-27T08:45:02+10:00,7596761,1014,5b,80.97,TPH.RH,%,arc1045,C
2023-07-27T08:45:03+10:00,7596678,1011,6,8.42,WS,km/h,arc1055,C
2023-07-27T08:45:03+10:00,7596722,1012,6,11.66,WS,km/h,arc1048,C
2023-07-27T08:45:03+10:00,7596770,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T08:45:11+10:00,7596647,1011,0b,27.8,PM10,ug\/m^3,arc1055,C
2023-07-27T08:45:11+10:00,7596691,1012,0b,23.4,PM10,ug/m^3,arc1048,C
2023-07-27T09:00:02+10:00,7596665,1011,5a,9.33,TPH.TEMP,C,arc1055,C
2023-07-27T09:00:02+10:00,7596670,1011,5b,75.8,TPH.RH,%,arc1055,C
2023-07-27T09:00:02+10:00,7596767,1014,5c,1028.2,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T09:00:11+10:00,7596625,1009,0b,23.6,PM10,ug/m^3,arc1050,C
2023-07-27T09:00:11+10:00,7596648,1011,0b,26.5,PM10,ug\/m^3,arc1055,C
