the_geom,marker_id,meter_id,bay_id,last_edit,rd_seg_id,rd_seg_dsc
"MULTIPOLYGON (((144.959414024306 -37.792686892362, 144.959366829274 -37.792724201657, 144.959347382882 -37.792709058346, 144.959395005163 -37.792671409507, 144.959414024306 -37.792686892362)))",,,17692,20210629124059,22599,College Crescent between Royal Parade and Cemetery Road West
"MULTIPOLYGON (((144.958668248903 -37.814424270707, 144.958602020775 -37.814443240358, 144.958594486563 -37.814426684917, 144.95866072319 -37.814407736146, 144.958668248903 -37.814424270707)))",,,24679,20210629124059,20059,Little Bourke Street between Queen Street and William Street
"MULTIPOLYGON (((144.962858167911 -37.787710152216, 144.962849335715 -37.787762993297, 144.962822325456 -37.787760150591, 144.962831157844 -37.787707303207, 144.962858167911 -37.787710152216)))",,,16480,20210617111221,22512,Princes Park Drive between Cemetery Road West and MacPherson Street
"MULTIPOLYGON (((144.958376483564 -37.794887576215, 144.958369968707 -37.794939249452, 144.958342863888 -37.794937031273, 144.95834941236 -37.794885086465, 144.958376483564 -37.794887576215)))",14094E,,23829,20210305154210,22363,Royal Parade between Bayles Street and Morrah Street
"MULTIPOLYGON (((144.96482683928 -37.79529128409, 144.964816933671 -37.795349356081, 144.964791621117 -37.795346620637, 144.964801573653 -37.79528861885, 144.96482683928 -37.79529128409)))",,,21337,20210629124059,20494,Swanston Street between Elgin Street and College Crescent
"MULTIPOLYGON (((144.964846707861 -37.795175282579, 144.964836818943 -37.79523336838, 144.964811523603 -37.795230627831, 144.964821384554 -37.79517261004, 144.964846707861 -37.795175282579)))",,,21339,20210629124059,20494,Swanston Street between Elgin Street and College Crescent
"MULTIPOLYGON (((144.96121246644 -37.81261232758, 144.961146413151 -37.812631672104, 144.961136244239 -37.812609711005, 144.961202137136 -37.812590043791, 144.96121246644 -37.81261232758)))",C2936,,11007,20210629124059,20009,Lonsdale Street between Elizabeth Street and Queen Street
"MULTIPOLYGON (((144.968450788587 -37.791150482789, 144.968460821681 -37.791093762583, 144.968485054582 -37.791096108215, 144.968474958264 -37.791153188706, 144.968450788587 -37.791150482789)))",,,13050,20210617111221,22508,Lygon Street between Princes Street and MacPherson Street
"MULTIPOLYGON (((144.960242794539 -37.791142777617, 144.960227082092 -37.791154394731, 144.960210765831 -37.79114056472, 144.960194536464 -37.791126672229, 144.960178391746 -37.791112716316, 144.960194379097 -37.791101095859, 144.960242794539 -37.791142777617)))",,,21897,20210617111221,22375,Cemetery Road West between Royal Parade and College Crescent
"MULTIPOLYGON (((144.962970980039 -37.787037765324, 144.962961904679 -37.787092603735, 144.962934794258 -37.78708977825, 144.962943899398 -37.78703488989, 144.962970980039 -37.787037765324)))",,,16492,20210617111221,22512,Princes Park Drive between Cemetery Road West and MacPherson Street
"MULTIPOLYGON (((144.968865231916 -37.788740708136, 144.968874486524 -37.788686431057, 144.968898717523 -37.788688776563, 144.968889464289 -37.788743045557, 144.968865231916 -37.788740708136)))",,,13079,20210617111221,22508,Lygon Street between Princes Street and MacPherson Street
"MULTIPOLYGON (((144.959824941352 -37.782980407854, 144.959818557263 -37.783034227458, 144.959795962391 -37.783032459066, 144.95980234652 -37.782978638563, 144.959824941352 -37.782980407854)))",,,24031,20210623144303,22387,Royal Parade between Ievers Street and Walker Street
"MULTIPOLYGON (((144.977391447107 -37.814776514314, 144.977382802796 -37.814828318723, 144.977356940138 -37.814825665677, 144.977364629424 -37.81477951057, 144.977365571013 -37.814773854731, 144.977391447107 -37.814776514314)))",,,13844,20201208141115,21859,Lansdowne Street between Wellington Parade and St Andrews Place
"MULTIPOLYGON (((144.96567229259 -37.814638116363, 144.965681198767 -37.814657305778, 144.965447465006 -37.814724743219, 144.965410371913 -37.814735445387, 144.965401931041 -37.814717308456, 144.96567229259 -37.814638116363)))",,,18634,20210705102015,20097,Little Collins Street between Swanston Street and Elizabeth Street
"MULTIPOLYGON (((144.977896872795 -37.812985982589, 144.977923914036 -37.81298875668, 144.977915195425 -37.813040768045, 144.977888160412 -37.813038014785, 144.977896872795 -37.812985982589)))",11840E,,13807,20201208141113,21859,Lansdowne Street between Wellington Parade and St Andrews Place
"MULTIPOLYGON (((144.962749338696 -37.780337852538, 144.962745339081 -37.780382784698, 144.962719092373 -37.780381012288, 144.962723864071 -37.780336494509, 144.962749338696 -37.780337852538)))",,,16360,20210617111221,22396,Bowen Crescent between Garton Street and Park Street
"MULTIPOLYGON (((144.966455509681 -37.794541149395, 144.966459778491 -37.794516054981, 144.966518368646 -37.794523263164, 144.966514006406 -37.794548369485, 144.966455509681 -37.794541149395)))",,,314,20201223122239,20519,Cardigan Street between Keppel Street and Lytton Street
"MULTIPOLYGON (((144.977348221888 -37.815035540791, 144.977339577656 -37.815087339789, 144.977313790812 -37.815084694343, 144.97732128874 -37.815039684054, 144.977322414972 -37.815032923841, 144.977348221888 -37.815035540791)))",,,13839,20201208141115,21859,Lansdowne Street between Wellington Parade and St Andrews Place
"MULTIPOLYGON (((144.958888289465 -37.790602221435, 144.958886883462 -37.790613822268, 144.958862018068 -37.790611947635, 144.958868633279 -37.790554409397, 144.958893497519 -37.790556284008, 144.958888289465 -37.790602221435)))",,,23918,20210311112023,22438,Royal Parade between Gatehouse Street and MacArthur Road
"MULTIPOLYGON (((144.964806997231 -37.795407268029, 144.964798844626 -37.795454927454, 144.964773741463 -37.795452299261, 144.964781671008 -37.795404616157, 144.964806997231 -37.795407268029)))",,,21335,20210629124059,20494,Swanston Street between Elgin Street and College Crescent
"MULTIPOLYGON (((144.932510109554 -37.790660651264, 144.932500409568 -37.790714093661, 144.932474320904 -37.790710991618, 144.932484471392 -37.790657602191, 144.932510109554 -37.790660651264)))",,,9036,,22960,Barnett Street between Parsons Street and Smith Street
"MULTIPOLYGON (((144.955811100211 -37.819824317363, 144.955777757255 -37.819833720775, 144.955769953323 -37.819816446755, 144.955836304916 -37.819797733251, 144.955844106566 -37.819815008128, 144.955811100211 -37.819824317363)))",,,18660,,20137,Flinders Lane between King Street and Spencer Street
"MULTIPOLYGON (((144.959662391245 -37.784113406207, 144.959669039379 -37.784057343655, 144.959691634731 -37.784059105774, 144.95968498659 -37.784115169229, 144.959662391245 -37.784113406207)))",,,23859,20210623144303,22387,Royal Parade between Ievers Street and Walker Street
"MULTIPOLYGON (((144.959655743075 -37.784169469659, 144.959662391245 -37.784113406207, 144.95968498659 -37.784115169229, 144.959678338386 -37.784171234484, 144.959655743075 -37.784169469659)))",,,24022,20210623144303,22387,Royal Parade between Ievers Street and Walker Street
"MULTIPOLYGON (((144.958397447777 -37.81450170334, 144.958201921736 -37.814557795946, 144.958194559516 -37.81454110288, 144.958389922143 -37.814485167861, 144.958397447777 -37.81450170334)))",,,24662,20210629124059,20059,Little Bourke Street between Queen Street and William Street
"MULTIPOLYGON (((144.967026801647 -37.793216735914, 144.966990661095 -37.793226279145, 144.966982619026 -37.793206751448, 144.967018123374 -37.79319738288, 144.967048924491 -37.793188574753, 144.967057700069 -37.793207899726, 144.967026801647 -37.793216735914)))",,,21880,20210617111221,20773,Cemetery Road East between College Crescent and Lygon Street
"MULTIPOLYGON (((144.958800645002 -37.814386202284, 144.958734416939 -37.814405172011, 144.9587268827 -37.814388616579, 144.958793119263 -37.81436966773, 144.958800645002 -37.814386202284)))",,,24659,20210629124059,20059,Little Bourke Street between Queen Street and William Street
"MULTIPOLYGON (((144.964926446966 -37.794371981859, 144.96492901059 -37.794430977667, 144.964903470631 -37.794431408668, 144.96490093106 -37.794372985524, 144.964926446966 -37.794371981859)))",,,21346,20210629124059,20494,Swanston Street between Elgin Street and College Crescent
"MULTIPOLYGON (((144.959830689526 -37.782763572774, 144.959837825725 -37.782709818463, 144.959860420699 -37.782711579638, 144.959853284317 -37.782765341157, 144.959830689526 -37.782763572774)))",,,23885,20210623144303,22387,Royal Parade between Ievers Street and Walker Street
"MULTIPOLYGON (((144.959459424387 -37.785760091519, 144.959466018658 -37.785706289121, 144.959488621765 -37.785707993744, 144.95948202746 -37.785761797945, 144.959459424387 -37.785760091519)))",,,23895,20210623144303,22435,Royal Parade between Leonard Street and Walker Street
"MULTIPOLYGON (((144.958830416773 -37.793041981251, 144.958793855619 -37.793087526639, 144.958770511021 -37.793075960033, 144.958807481643 -37.793030474017, 144.958830416773 -37.793041981251)))",,,17664,20210629124059,22599,College Crescent between Royal Parade and Cemetery Road West
"MULTIPOLYGON (((144.958859101082 -37.790842972734, 144.958852165787 -37.790900173788, 144.958827300298 -37.790898299145, 144.958834235613 -37.790841098093, 144.958859101082 -37.790842972734)))",,,23923,20210311112023,22438,Royal Parade between Gatehouse Street and MacArthur Road
"MULTIPOLYGON (((144.953725702492 -37.7853986655, 144.953712926602 -37.785422306733, 144.953660734973 -37.785409110565, 144.953606524274 -37.785402876943, 144.953551760259 -37.785403776421, 144.953497920913 -37.785411783312, 144.953446461063 -37.785426682284, 144.95339877261 -37.785448069466, 144.953379601969 -37.785424606697, 144.953424493246 -37.785404222592, 144.953472564677 -37.785389079109, 144.953522850627 -37.785379481186, 144.95357434199 -37.785375622162, 144.953626002222 -37.78537757865, 144.953676796847 -37.785385311049, 144.953725702492 -37.7853986655)))",,,19173,,22429,Elliott Avenue between MacArthur Road and Kendall Avenue
"MULTIPOLYGON (((144.957414610355 -37.798958478167, 144.957421194426 -37.798904787589, 144.957448319579 -37.79890685495, 144.957441735503 -37.798960546431, 144.957414610355 -37.798958478167)))",,,19556,20210629124059,22514,Royal Parade between Grattan Street and Story Street
"MULTIPOLYGON (((144.958392437264 -37.7912054268, 144.958385575185 -37.791261025892, 144.958360721202 -37.791259059429, 144.958367583151 -37.791203465743, 144.958392437264 -37.7912054268)))",,,9063,,22438,Royal Parade between Gatehouse Street and MacArthur Road
"MULTIPOLYGON (((144.968677896809 -37.799955090917, 144.968706546873 -37.7999580282, 144.96869904916 -37.800002952391, 144.96867033926 -37.800000291636, 144.968677896809 -37.799955090917)))",,,474,20201223122239,20548,Drummond Street between Grattan Street and Faraday Street
"MULTIPOLYGON (((144.958428854767 -37.794456883033, 144.958421753709 -37.794514672322, 144.958394641805 -37.794512510808, 144.958401710869 -37.794454976901, 144.958428854767 -37.794456883033)))",14106E,,23836,20210305154210,22604,Intersection of Bayles Street and Royal Parade
"MULTIPOLYGON (((144.96224556843 -37.778802141909, 144.962224434289 -37.778814948828, 144.962201704479 -37.778790851831, 144.962182264208 -37.778772491884, 144.962203293357 -37.77875916678, 144.96224556843 -37.778802141909)))",,,16357,20210617111221,22396,Bowen Crescent between Garton Street and Park Street
"MULTIPOLYGON (((144.969274994023 -37.786359871748, 144.969284338 -37.786304711193, 144.96930979374 -37.78630779326, 144.96930029717 -37.786362597022, 144.969274994023 -37.786359871748)))",,,13109,20210617111221,22508,Lygon Street between Princes Street and MacPherson Street
"MULTIPOLYGON (((144.957618551146 -37.797302357789, 144.957625176761 -37.797253083673, 144.957652286446 -37.79725527868, 144.957645659762 -37.797304550977, 144.957618551146 -37.797302357789)))",,,9081,,22514,Royal Parade between Grattan Street and Story Street
"MULTIPOLYGON (((144.967405303661 -37.793089847708, 144.967391945449 -37.793095146794, 144.967379897059 -37.793076604357, 144.967443807677 -37.793048510079, 144.967457325519 -37.793067303166, 144.967444883572 -37.793072982147, 144.967405303661 -37.793089847708)))",,,21885,20210617111221,20773,Cemetery Road East between College Crescent and Lygon Street
"MULTIPOLYGON (((144.966949827727 -37.793072783824, 144.966880300882 -37.793090328098, 144.966873731198 -37.793072726399, 144.966884463985 -37.793069991863, 144.966942241119 -37.793056195523, 144.966949827727 -37.793072783824)))",,,21923,20210617111221,20773,Cemetery Road East between College Crescent and Lygon Street
"MULTIPOLYGON (((144.966860685281 -37.793524493893, 144.966916966534 -37.793530811297, 144.966913765272 -37.79355011246, 144.966857078852 -37.793543743902, 144.966860685281 -37.793524493893)))",,,12141,20210617111221,20771,Lytton Street between Lygon Street and Cardigan Street
"MULTIPOLYGON (((144.964836818943 -37.79523336838, 144.96482683928 -37.79529128409, 144.964801573653 -37.79528861885, 144.964811523603 -37.795230627831, 144.964836818943 -37.79523336838)))",,,21338,20210629124059,20494,Swanston Street between Elgin Street and College Crescent
"MULTIPOLYGON (((144.973186780028 -37.799231733791, 144.973190463637 -37.799212396602, 144.973190582753 -37.799211529014, 144.973263680819 -37.799219388204, 144.973263438494 -37.799221148542, 144.973259939236 -37.799239517435, 144.973196732051 -37.799232824276, 144.973186780028 -37.799231733791)))",,,482,20201223122239,20616,Faraday Street between Nicholson Street and Canning Street
"MULTIPOLYGON (((144.963841129987 -37.783061734342, 144.963832501409 -37.783115482051, 144.963806446538 -37.783112848057, 144.963814964183 -37.783059088519, 144.963841129987 -37.783061734342)))",,,16541,20210629124059,22511,Garton Street between MacPherson Street and Bowen Crescent
"MULTIPOLYGON (((144.960371673376 -37.778583273011, 144.960349081368 -37.778581490371, 144.960355099563 -37.778527648136, 144.960377691654 -37.778529427172, 144.960371673376 -37.778583273011)))",,,9011,,22393,Royal Parade between Ievers Street and Park Street
"MULTIPOLYGON (((144.958344410432 -37.791594536747, 144.958338021854 -37.791646297812, 144.958313167744 -37.791644331335, 144.958319554683 -37.791592589168, 144.958344410432 -37.791594536747)))",,,9070,,22438,Royal Parade between Gatehouse Street and MacArthur Road
"MULTIPOLYGON (((144.946986541079 -37.819512309129, 144.946954664245 -37.819440274974, 144.946956357329 -37.819442032478, 144.946958137934 -37.819443726798, 144.946960094243 -37.81944529456, 144.946962211774 -37.819446724158, 144.946964474849 -37.819448005008, 144.946966866715 -37.819449127627, 144.946969369664 -37.819450083705, 144.946971965166 -37.819450866164, 144.946974634007 -37.819451469211, 144.946977356428 -37.819451888382, 144.946980112274 -37.819452120573, 144.946982881145 -37.819452164065, 144.946985638242 -37.819451989603, 144.946994905841 -37.81944940983, 144.947018890821 -37.819503811901, 144.946986541079 -37.819512309129)))",13320E,,21030,20201208142059,22448,Harbour Esplanade between Collins Street and Bourke Street
"MULTIPOLYGON (((144.961212655482 -37.778247960458, 144.961279038851 -37.778255844915, 144.961275029556 -37.778277010934, 144.961208678083 -37.778268956703, 144.961212655482 -37.778247960458)))",,,16836,20210629124059,22395,Park Street between Royal Parade and Bowen Crescent
"MULTIPOLYGON (((144.960061170769 -37.781089483539, 144.960054786141 -37.781143295956, 144.960032193168 -37.78114152044, 144.960038578036 -37.781087699918, 144.960061170769 -37.781089483539)))",,,23940,20210311112023,22393,Royal Parade between Ievers Street and Park Street
"MULTIPOLYGON (((144.958253110267 -37.795896354124, 144.958246871959 -37.795950844715, 144.958219761368 -37.795948657945, 144.958226005104 -37.795894135908, 144.958253110267 -37.795896354124)))",,,9074,,22603,Intersection of Morrah Street and Royal Parade
"MULTIPOLYGON (((144.977482136323 -37.814262857029, 144.977473684622 -37.814314809849, 144.977442570703 -37.814311613332, 144.977450341539 -37.814264963066, 144.977451208201 -37.814259762836, 144.977482136323 -37.814262857029)))",,,13852,20201208141115,21859,Lansdowne Street between Wellington Parade and St Andrews Place
"MULTIPOLYGON (((144.968521108805 -37.790751355709, 144.968531151696 -37.790694273386, 144.968555386962 -37.790696610932, 144.968545337451 -37.790753728289, 144.968521108805 -37.790751355709)))",,,13057,20210617111221,22508,Lygon Street between Princes Street and MacPherson Street
"MULTIPOLYGON (((144.95965080079 -37.784395410636, 144.95964465588 -37.78444923436, 144.959622060906 -37.784447454214, 144.959628205361 -37.784393647606, 144.95965080079 -37.784395410636)))",,,23893,20210623144303,22387,Royal Parade between Ievers Street and Walker Street
"MULTIPOLYGON (((144.977524607333 -37.814005413494, 144.977517018408 -37.814055973499, 144.977485648535 -37.814053002398, 144.977493450513 -37.814006166118, 144.977494097217 -37.814002282335, 144.977524607333 -37.814005413494)))",,,13857,20201208141116,21859,Lansdowne Street between Wellington Parade and St Andrews Place
"MULTIPOLYGON (((144.959294117371 -37.787105161395, 144.959300767566 -37.787051359087, 144.959323371101 -37.787053062852, 144.959316720922 -37.787106865161, 144.959294117371 -37.787105161395)))",,,23880,20210623144303,22435,Royal Parade between Leonard Street and Walker Street
"MULTIPOLYGON (((144.969313093767 -37.786138377768, 144.969322710437 -37.786082752394, 144.969347505167 -37.786085380576, 144.96933807337 -37.786141097455, 144.969313093767 -37.786138377768)))",,,13113,20210617111221,22508,Lygon Street between Princes Street and MacPherson Street
