OBJECTID,MXUNITID,MXSITEID,COMPKEY,COMPTYPE,UNITID,UNITID2,PARALLEL_LINE_NBR,MAIN_LINE_TYPE,MAIN_CLASS,MAIN_NAME,ASSET_ID,SUBAREA,Shape,MATERIAL,UPSTREAM_IL,DOWNSTREAM_IL,PIPE_LENGTH,PIPE_WIDTH,SOIL_TYPE,DATE_RELINED,GIS_ID,FIELD_TEAM,WS_CONSTRUCTION_FILE,DATE_OF_CONSTRUCTION,EPMS_SEC_NO,ASCONST_PLAN_NO,SKETCH_PLAN_NO,SOURCE,METHOD_OF_CAPTURE,DATE_CAPTURED,DATE_LAST_UPDATED,SERVICE_STATUS,SERVICE_STATUS_CHG_DATE,SERVICE_STATUS_PLAN_NO,COMMENTS,MI_PRINX
543,,,228140,10271300,WG303V-BS,WR026-00130BR,,BYPASS,S,MITCHAM - SURREY HILLS DUP.,M113,,,MS,0,0,0.85,225,,,G303-005-C,SURREY HILLS,520/113/0006,1/1/1980 12:00:00 AM,,M113/61,WG303,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 2:39:55 AM,IN,,,,30872
544,,,234967,10268372,WR020-00300DATE,WR020-00320DATE,,MAINBG,S,PRESTON NO1 RESERVOIR,R020,,,,0,0,15.283,900,,,M057-053,PRESTON,,1/1/1979 12:00:00 AM,,M57/194,WR20,AS CONSTRUCTED,DIGITISED,7/17/2013 12:00:00 AM,12/6/2014 2:39:57 AM,IN,,,,28623
545,,,228171,10269373,WR020-01710BR,WR020V-GP,,BYPASS,S,PRESTON NO1 RESERVOIR,R020,,,,0,0,0.7,150,,,R020-403,PRESTON,,3/4/2013 12:00:00 AM,,R20/633,WR20,AS CONSTRUCTED,GRAPHICS,1/31/2007 12:00:00 AM,12/6/2014 3:18:39 AM,IN,,,,28736
546,,,231954,10213400,WB072-00290BR,WB072-00830BR,,MAINBG,S,COTCHIN RES PRV,B072,,,MS,0,0,3,900,UNKN,,B072-007,PRESTON,,1/1/1984 12:00:00 AM,,M350/291,WB72,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:18:39 AM,IN,,,,27597
547,,,234865,10236734,M483SC-01010V-K,M483SC-01030V-L,,MAINBG,S,ST ALBANS - WERRIBEE MAIN,M483,,,MS,0,0,12.06,450,,,,PRESTON,,2/2/2010 12:00:00 AM,,M483/004,M483-1,AS CONSTRUCTED,DIGITISED,6/30/2011 12:00:00 AM,12/6/2014 3:18:40 AM,IN,,,new,23225
548,,,235008,10283435,WH080-00030AG,WH080V-TD,,MAINBG,S,THOMSON DAM,H080,,,UPVC,600,565,881.85,150,,,H080-102,CIVIL MAINTENANCE (T,,1/1/1986 12:00:00 AM,WH080/15,TD-C-7751,WH80-6,AS CONSTRUCTED,GRAPHICS,10/17/2011 12:00:00 AM,12/6/2014 3:18:42 AM,IN,,,,31627
549,,,232130,10216984,WB190-00740BR,WB190V-AJ,,MAINBG,S,AQUEDUCT RD LANGWARRIN PRV,B190,,,MS,0,0,0.74,900,UNKN,,B190-009,WESTERNPORT,,1/1/1967 12:00:00 AM,,118489,WB190,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:18:42 AM,IN,,,,27964
550,,,235090,10262237,M194-07328BR,M194-07330DATE,,MAINBG,T,EPPING-PRESTON MAIN,M194,,,MS,0,0,1.8,1150,CLAY,1/1/1960 12:00:00 AM,M194-022,PRESTON,,1/21/2010 12:00:00 AM,,M194/C/063,M194-2,AS CONSTRUCTED,DIGITISED,5/5/2013 12:00:00 AM,12/6/2014 3:18:43 AM,IN,,,,24580
551,,,235206,10039395,M132-23820BR,M132-23657BR,,MAINBG,T,SILVA-MT WAVERLY MAIN,M132,,,MS,132.7,0,163.91,1700,CLAY,1/1/1957 12:00:00 AM,M132-014,SILVAN,,1/1/1957 12:00:00 AM,,,M132-3,,,10/17/2011 12:00:00 AM,12/6/2014 3:18:55 AM,IN,,,,31116
552,,,235365,5051172,M283-40074BR,M283-38758CON,,MAINBG,T,YARRA VALLEY CONDUIT MAIN,M283,,,MS,228.81,194.9,1300.31,2100,CRK,1/1/1973 12:00:00 AM,M283-018,SILVAN,,1/1/1973 12:00:00 AM,,M283/109,M283-4,,,10/17/2011 2:51:36 PM,12/6/2014 3:18:56 AM,IN,,,,17755
553,,,235486,5050641,M132-28770DATE,M132-28409AG,,MAINBG,T,SILVA-MT WAVERLY MAIN,M132,,,MS,209.01,211.43,335.04,1700,CLAY,1/1/1957 12:00:00 AM,M132-008,SILVAN,,1/1/1957 12:00:00 AM,,,M132-2,,,10/17/2011 2:46:36 PM,12/6/2014 3:18:57 AM,IN,,,,15633
554,,,232599,10213978,M056-04374AG,M056-04057BR,,MAINBG,T,OLINDA-MITCHAM NO.3,M056,,,MS,0,0,334.07,1150,CLAY,1/1/1981 12:00:00 AM,M056-014,SURREY HILLS,,1/1/1936 12:00:00 AM,,,M56-8,,,10/17/2011 2:44:37 PM,12/6/2014 3:18:58 AM,IN,,,,14765
555,,,230067,10273078,WR141-00490BR,WR141-WS-BAS1,,INLET,S,DROMANA RESERVOIR,R141,,,MS,0,0,29.95,900,,,R141-018,WESTERNPORT,,1/1/1980 12:00:00 AM,,R141/10093,WR141,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:19:55 AM,IN,,,,29912
556,,,238236,10271466,WR025-01730BR,WR025V-G,,OUTLET,S,SURRY HILLS NO1 RESERVOIR,R025,,,CI,0,0,0.84,150,,,R025-015,SURREY HILLS,,1/1/1980 12:00:00 AM,,R25/31,WR25,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:22:10 AM,IN,,,,29197
557,,,230372,10283755,WH080OSV-L,WH080-02100BR,,MAINAG,S,THOMSON DAM,H080,,,MS,0,0,1.47,1700,,,M895-006-C,CIVIL MAINTENANCE (T,,1/1/1986 12:00:00 AM,WH080/31,TD-C-2642,WH80-6,AS CONSTRUCTED,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:22:12 AM,IN,,,,31651
558,,,230604,10213486,WP091-00730BR,WP091V-BH,,MAINBG,S,SOMERTON NO2 PS,P091,,,MS,0,0,0.65,375,UNKN,,TMP-151,PRESTON,,,,WP091,WP091,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:22:13 AM,IN,,,,25162
559,,,230608,10213490,WP091-00930BR,WP091V-BK,,MAINBG,S,SOMERTON NO2 PS,P091,,,MS,0,0,0.77,375,UNKN,,tmp-155,PRESTON,,,,WP091,WP091,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:22:15 AM,IN,,,,25164
560,,,231493,10215339,M333-15269BR,M333-14609BR,,MAINBG,T,GREENVALE-YUROKE-SYDENHAM,M333,,,MS,0,173.21,661.23,1150,CRK,1/1/1978 12:00:00 AM,M333-008,PRESTON,,1/1/1978 12:00:00 AM,,M333/72,M333-1,,,10/17/2011 2:52:11 PM,12/6/2014 3:22:15 AM,IN,,,,18003
561,,,237308,10271677,WH040YHV-VAL425,WH040-01520BE,,OFTAKE,S,UPPER YARRA DAM,H040,,,MS,0,0,1.51,150,,,H040-103-1B,SILVAN,,1/1/1980 12:00:00 AM,,,WH040,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:22:16 AM,IN,,,,30180
562,,,228750,10215499,M350S-01520BR,M350S-01610BE,,CROSS,S,WESTERN TRANSFER MAIN,M350,,,MSCL,80.43,80.91,0.79,225,CLAY,1/1/1983 12:00:00 AM,M350-034-BA,PRESTON,520/350/0001,1/1/1984 12:00:00 AM,,M350/87A,M350-7B,,,10/17/2011 2:52:37 PM,12/6/2014 3:22:17 AM,IN,,,SHARPS RD VALVE COMPLEX,18183
563,,,237522,10213923,M055-11196BR,M055SC-01002BR,,OFTAKE,S,NO 1 OLINDA-MITCHAM MAIN,M055,,,MSCL,0,0,1.68,300,CLAY,1/1/1978 12:00:00 AM,M055-009-A,SURREY HILLS,,1/1/1914 12:00:00 AM,,,M55-3,,,10/17/2011 2:44:30 PM,12/6/2014 3:22:17 AM,IN,,,,14709
564,,,229906,10273359,WR167V-L,WR167VP2-N,,INLET,S,CRANBOURNE RESERVOIR,R167,,,MS,0,0,1.63,300,,,R167-033,WESTERNPORT,,1/1/1980 12:00:00 AM,,27762,WR167,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:22:18 AM,IN,,,,30481
565,,,231655,10216238,M441-08463SLV,M441-08464RED,,MAINBG,T,LANGWARRIN - BITTERN NO 2 MAIN,M441,,,MS,0,0,0.71,900,CLAY,,M441-015,WESTERNPORT,520/441/0001,1/1/1959 12:00:00 AM,,M441/110725,M441-6,,,10/17/2011 2:55:16 PM,12/6/2014 3:22:18 AM,IN,,,,19277
566,,,228997,10214253,M113SE-02004BR,WR025V-AD,,CROSS,S,MITCHAM - SURREY HILLS DUP.,M113,,,CICL,0,0,1.97,225,CLAY,,M113-047-B,SURREY HILLS,,1/1/1939 12:00:00 AM,,M113/47,WR25,,,10/17/2011 2:46:02 PM,12/6/2014 3:22:18 AM,IN,,,,15381
567,,,228276,10214285,M131-03799BR,M131SD-03002BR,,CONN,S,MT VIEW-DANDENONG MAIN,M131,,,MSCL,0,0,1.05,375,CRK,1/1/1958 12:00:00 AM,M131-022-A,SURREY HILLS,,1/1/1958 12:00:00 AM,,M131/53,M131-2,,,10/17/2011 2:46:13 PM,12/6/2014 3:22:19 AM,IN,,,,15468
568,,,237592,10212153,M022-08701BR,M022SA-08701V,,OFTAKE,S,MITCHAM-NOTTING HILL MAIN,M022,,,MSCL,0,0,1.9,150,CLAY,1/1/1974 12:00:00 AM,M022-053-A,SURREY HILLS,520/022/0003,7/2/1959 12:00:00 AM,,M22/39,M22-5,,,10/17/2011 2:43:05 PM,12/6/2014 3:22:19 AM,IN,,,,14094
569,,,233567,10267497,M387-00117V,M387-00119RED,,MAINBG,T,SILVAN SEVILLE MAIN,M387,,,MS,0,0,2,375,CRK,,,SILVAN,,3/8/2011 12:00:00 AM,,M387/C/009,M387-1,AS CONSTRUCTED,COORDS,8/22/2013 12:00:00 AM,12/6/2014 2:40:19 AM,IN,,,,24775
570,,,233722,10251474,M484-56207BR,M484SJ-01010V,,MAINBG,S,YEA - SUGARLOAF MAIN,M484,,,MSCL,0,0,1.13,100,,,,MAROONDAH,,2/1/2010 12:00:00 AM,,M484/C/414,M484-6,AS CONSTRUCTED,COORDINATES,6/30/2011 12:00:00 AM,12/6/2014 2:40:21 AM,IN,,,NEW,23280
571,,,233910,10271500,WH040-01340RED,WH040-01380BR,,MAINBG,T,UPPER YARRA DAM,H040,,,MS,0,0,12.73,2100,,,H040-075,SILVAN,,1/1/1980 12:00:00 AM,,,WH040,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 2:40:22 AM,IN,,,,30184
572,,,227103,10213084,M232SB-02010V,M232-00010BR,,BYPASS,S,HARRIS GULLY MAIN,M232,,,MSCL,71.36,71.36,0.97,150,MS,1/1/1965 12:00:00 AM,M232-001-F,SURREY HILLS,520/041/0013,1/1/1965 12:00:00 AM,,M232/54,M232-1,,,10/17/2011 2:49:54 PM,12/6/2014 2:40:30 AM,IN,,,,17041
573,,,227133,10215824,M418SB-01007V,M418-03242BR,,BYPASS,S,BEACONSFIELD - LANGWARRIN MAIN,M418,,,MSCL,0,0,9.41,150,CLAY,,M418-021-B,SILVAN,,1/1/1957 12:00:00 AM,,M418/110508,,,,10/17/2011 2:53:29 PM,12/6/2014 2:40:31 AM,IN,,,,18545
574,,,227339,10217317,M192-02520BR,WP091V-N,,BYPASS,S,SOMERTON NO2 PS,P091,,,MSCL,161.63,161.63,1.07,225,CLAY,1/1/1960 12:00:00 AM,M192-020-A,PRESTON,,1/1/1972 12:00:00 AM,,M192/76,M192-5,,,10/17/2011 2:48:06 PM,12/6/2014 2:40:32 AM,IN,,,,16271
575,,,234040,10273820,WP245-01270BR,WP245-01280BR,,MAINBG,S,KALLISTA PS,P245,,,MS,0,0,0.3,600,,1/1/1994 12:00:00 AM,,,,6/1/1998 12:00:00 AM,,,M468,,,12/2/2013 2:11:21 PM,12/6/2014 2:40:33 AM,IN,,,,31518
576,,,234105,10272310,WR006-01250RED,WR006-01260BR,,MAINBG,S,ESSENDON NORTH RESERVOIR,R006,,,MS,0,0,1.69,900,,,R006-052,PRESTON,,1/1/1980 12:00:00 AM,,R6/64,WR006,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 2:40:35 AM,IN,,,,29522
577,,,234259,10273775,WR020-05650BR,WR020-06410BE,,MAINBG,S,PRESTON NO1 RESERVOIR,R020,,,,0,0,1.02,300,,,R020-177A,PRESTON,,1/1/1940 12:00:00 AM,,R78/40,WR20,AS CONSTRUCTED,GRAPHICS,10/17/2011 12:00:00 AM,12/6/2014 2:40:36 AM,IN,,,,28795
578,,,227444,10245082,WP251V-CC,WP251-01650BR,,BYPASS,S,GREENVALE PS,P251,,,MSCL,0,0,1.28,225,UNKN,,,PRESTON,,4/9/2013 12:00:00 AM,,WP251/C/073,WP251,AS CONSTRUCTED,DIGITISE,2/20/2012 4:02:40 PM,12/6/2014 2:40:44 AM,IN,,,,23244
579,,,227611,10215491,M350S-00320BR,M350S-00420V,,BYPASS,S,WESTERN TRANSFER MAIN,M350,,,MSCL,0,0,4.14,150,CLAY,1/1/1960 12:00:00 AM,M350-006-AA,PRESTON,520/350/0054,1/1/1984 12:00:00 AM,,M350/275,M350-1C,,,10/17/2011 2:52:31 PM,12/6/2014 2:40:46 AM,IN,,,,18141
580,,,227614,10215532,M354-00086BR,WG270V-M,,BYPASS,S,SILVAN - MT WAVERLY NO 2 MAIN,M354,,,MSCL,184.93,184.93,1.32,225,CLAY,,G270-009,SILVAN,520/354/0001,1/1/1983 12:00:00 AM,,M354/31,WG270,,,10/17/2011 2:52:54 PM,12/6/2014 2:40:47 AM,IN,,,,18300
581,,,234381,10258503,M197-33033RED,M197-33030BR,,MAINBG,T,SILVAN-PRESTON MAIN,M197,,,MS,0,0,3.23,1700,SAND,1/1/1962 12:00:00 AM,M197-026,SURREY HILLS,,2/1/2010 12:00:00 AM,,M197/C/286,M197-6,,,10/17/2011 12:00:00 AM,12/6/2014 2:40:48 AM,IN,,,,24460
582,,,227915,10213964,M055SD-01027BR,M055SD-01027V-19,,BYPASS,S,NO 1 OLINDA-MITCHAM MAIN,M055,,,MSCL,0,0,2.28,225,CLAY,1/1/1978 12:00:00 AM,M055-020-AA,SURREY HILLS,,1/1/1914 12:00:00 AM,,,M55-5,,,10/17/2011 2:44:26 PM,12/6/2014 2:40:59 AM,IN,,,,14683
583,,,234853,10253752,M378-11354V-R,M378-11355BR,,MAINBG,T,CARDINIA - BERWICK MAIN,M378,,,MS,66.35,66.3,0.78,1125,SAND,,,SILVAN,,10/18/2012 12:00:00 AM,,M478/C/200,M378-5,AS CONSTRUCTED,DIGITISED,9/14/2012 12:00:00 AM,12/6/2014 2:41:03 AM,IN,,,,24119
584,,,1014614,0,WH142V-AF,M428-00225BR,,OUTLET,T,FRANKSTON TOWN MAIN,M428,,,MSCL,0,0,4.21,600,UNKN,,M428-005,WESTERNPORT,,1/1/1956 12:00:00 AM,,29100,M428,,,10/17/2011 12:00:00 AM,10/18/2016 4:18:13 PM,IN,,,,31911
585,,,1014653,0,WR142V-CI,WR142-01075BR,,MAINBG,S,FRANKSTON RESERVOIR,R142,,,MSCL,0,0,1.31,150,UNKN,,R142-001A,WESTERNPORT,,2/5/2006 12:00:00 AM,,R142/C/093,R142,,,10/17/2011 12:00:00 AM,10/18/2016 4:18:10 PM,IN,,,,31912
586,,,1014651,0,WR142V-CH,WR142-01077BR,,MAINBG,S,FRANKSTON RESERVOIR,R142,,,MSCL,0,0,1.14,600,UNKN,,R142-002A,WESTERNPORT,,2/5/2006 12:00:00 AM,,R142/C/093,R142,,,10/17/2011 12:00:00 AM,10/18/2016 4:18:10 PM,IN,,,,31913
587,,,232304,10216537,WB021-00110BR,WB021V-CY,,MAINBG,S,(NOT OP) PRESTON CX PRV,B021,,,MS,0,0,1.06,225,UNKN,,B021-007,PRESTON,,,,,WR20/21/22,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:22:47 AM,IN,,,,28015
588,,,232618,10213914,M055-09035BR,M055-09010BR,,MAINBG,T,NO 1 OLINDA-MITCHAM MAIN,M055,,,MSLB,0,0,25.74,900,CLAY,1/1/1978 12:00:00 AM,M055-014,SURREY HILLS,,1/1/1914 12:00:00 AM,,,M55-4,,,10/17/2011 2:44:28 PM,12/6/2014 3:22:49 AM,IN,,,,14698
589,,,230724,10217001,WB190V-BH,WB190-00460BR,,MAINBG,S,AQUEDUCT RD LANGWARRIN PRV,B190,,,MS,0,0,1,300,UNKN,,B190-018,WESTERNPORT,,1/1/1967 12:00:00 AM,,118489,WB190,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:22:50 AM,IN,,,,27971
590,,,228621,10217110,WG311V-K,M132SK-01007BR,,CROSS,S,SILVA-MT WAVERLY MAIN,M132,,,MSCL,113.99,113.99,0.67,600,SAND,1/1/1983 12:00:00 AM,M132-047-C,SURREY HILLS,57/5452,1/1/1983 12:00:00 AM,,M132/105B,M132-14G,,,10/17/2011 2:46:20 PM,12/6/2014 3:22:51 AM,IN,,,,15517
591,,,228752,10215501,M350S-01540BR,WG304V-F,,CROSS,S,WESTERN TRANSFER MAIN,M350,,,MSCL,0,0,1.22,225,CLAY,1/1/1983 12:00:00 AM,M350-034-CA,PRESTON,520/350/0001,1/1/1984 12:00:00 AM,,M350/87,M350-7B,,,10/17/2011 2:52:37 PM,12/6/2014 3:22:52 AM,IN,,,SHARPS RD VALVE COMPLEX,18185
592,,,231040,10217268,WP002V-AH,M113-00188BR,,MAINBG,T,MITCHAM - SURREY HILLS DUP.,M113,,,MS,0,0,0.71,900,CLAY,1/1/1984 12:00:00 AM,M113-009,SURREY HILLS,,1/1/1939 12:00:00 AM,,M113/31,M113-1,,,10/17/2011 2:45:53 PM,12/6/2014 3:22:52 AM,IN,,,,15321
593,,,229000,10212588,M131SC-01010BR,M131SC-01011V,,CROSS,S,MT VIEW-DANDENONG MAIN,M131,,,MSCL,0,0,0.62,600,CRK,1/1/1958 12:00:00 AM,M131-014-C,SURREY HILLS,,1/1/1988 12:00:00 AM,,M388/36,M131-1,,,10/17/2011 2:46:10 PM,12/6/2014 3:22:53 AM,IN,,,,15447
594,,,229012,10212686,M132-28119WQ,M387SC-01006V,,CROSS,S,SILVAN SEVILLE MAIN,M387,,,MSCL,0,0,1.92,375,CRK,1/1/1996 12:00:00 AM,M387-006-C,SILVAN,,1/1/1996 12:00:00 AM,,WQD38/C/003,M387-1,,,10/17/2011 2:53:20 PM,12/6/2014 3:22:55 AM,IN,,,,18481
595,,,235689,10042529,M281-25296CON,M281-25305CON,,MAINBG,T,CARDINIA-DAND'G-NOTTING HILL M,M281,,,MS,0,0,8.25,1700,SAND,1/1/1974 12:00:00 AM,M281-044,SURREY HILLS,,1/1/1974 12:00:00 AM,,,M281-13,,,7/13/2001 12:00:00 AM,12/6/2014 3:22:56 AM,IN,,,,31129
596,,,235919,10279220,WP245V-V1,WQD040-FC-WT,,MAINBG,S,KALLISTA PS,P245,,,UPVC,0,0,43.7,50,,,P245-036,SILVAN,,6/1/1998 12:00:00 AM,,,M468,,,1/7/2004 12:00:00 AM,12/6/2014 3:22:57 AM,IN,,,SERVICE WATER,31279
597,,,238455,10273115,WR143V-DD,WR143-01450BR,,OUTLET,S,MORNINGTON RESERVOIR,R143,,,MS,0,0,1,750,,,R143-040,WESTERNPORT,508/143/0006,1/1/1980 12:00:00 AM,,WR143/C/049,WR143,GRAPHICS,DIGITISED,11/9/2006 12:00:00 AM,12/5/2014 11:59:09 PM,IN,,,,30844
598,,,238590,5049845,WA011V020,M263-06616BR,,SIPHBG,T,,M263,M263,,MS,301.9,301.9,9.45,1350,,,M263-007-A,SILVAN,,1/1/1938 12:00:00 AM,,M263/31,A11-2,,,10/17/2011 2:50:30 PM,12/5/2014 11:59:11 PM,IN,,,,17291
599,,,233153,10214374,M158-05909DATE,M158-05952CON,,MAINBG,T,SURREY HILLS - ROSANNA,M158,,,MS,21.02,19.36,43.2,1150,CLAY,1/1/1957 12:00:00 AM,M158-014,SURREY HILLS,520/158/0011,1/1/1980 12:00:00 AM,,M158/73,M113-8,,,10/17/2011 2:46:44 PM,12/5/2014 11:59:13 PM,IN,,,,15689
600,,,233304,10305790,M160-11877BR,M160-11881V,,MAINBG,T,PRESTON - FOOTSCRAY MAIN,M160,,,MS,14.47,6.97,4.09,1150,CLAY,,M160-049,PRESTON,,8/24/2013 12:00:00 AM,,M160/120556-08,M160-8,AS CONSTRUCTED,GRAPHICS,9/15/2014 12:00:00 AM,12/5/2014 11:59:15 PM,IN,,,,31722
601,,,226688,10041473,A014-15560BAS,A014-16143BAS,,AQDUCT,T,TARAGO MAIN RACE,A014,,,RC,155.76,154.84,585,1000,UNKN,,A014-091,TARAGO,506/014/0005,1/1/1955 12:00:00 AM,,A014/409,A14-5,,,6/4/2001 12:00:00 AM,12/5/2014 11:59:25 PM,IN,,,,12357
602,,,226779,10213797,M054B-00204BR,M054BSA-0204V-BJ,,BRANCH,S,OLINDA-MITCHAM NO.2,M054,,,MSCL,0,0,1.73,300,CLAY,1/1/1926 12:00:00 AM,M54B-012-A,SURREY HILLS,,,,,WR10,,,10/17/2011 2:44:08 PM,12/5/2014 11:59:26 PM,IN,,,,14552
603,,,226916,10216335,M462SD-01005V-A,M462SD-01015BR,,BRANCH,S,LANGWARRIN-FRANKSTON NO 2 MAIN,M462,,,DICL,0,0,9.08,450,SAND,1/1/1967 12:00:00 AM,M462-017-B,WESTERNPORT,,1/1/1967 12:00:00 AM,,,WT67,,,10/17/2011 2:55:34 PM,12/5/2014 11:59:27 PM,IN,,,,19399
604,,,233749,10251868,WP254-07010BR,WP254-07050BR,,MAINBG,S,GOULBURN RIVER PUMPING STATION,P254,,,MSCL,160.06,160.06,3.9,1350,,,,MAROONDAH,,2/1/2010 12:00:00 AM,,WP254/M/001,WP254,AS CONSTRUCTED,DIGITISED,6/30/2011 12:00:00 AM,12/5/2014 11:59:29 PM,IN,,,new,23356
605,,,233838,10271268,WB089-00430BR,WB089V-U,,MAINBG,S,MARTYR RD PRV,B089,,,MS,208.15,208.15,0.5,225,,,B089-011-A,SILVAN,513/089/0001,1/1/1980 12:00:00 AM,,B89/31,WB89,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/5/2014 11:59:30 PM,IN,,,,30737
606,,,227030,10213819,M054SF-01005V,M054SF-01015V,,BYPASS,S,OLINDA-MITCHAM NO.2,M054,,,MSCL,0,0,2.93,225,SAND,1/1/1992 12:00:00 AM,M054-033-B,SURREY HILLS,,1/1/1926 12:00:00 AM,,,M54-8,,,10/17/2011 2:43:58 PM,12/5/2014 11:59:38 PM,IN,,,,14480
607,,,227193,10215165,M281SF-02006V-C,M281SF-02014V-D,,BYPASS,S,CARDINIA-DAND'G-NOTTING HILL M,M281,,,MSCL,70.39,70.39,8.84,225,SAND,1/1/1974 12:00:00 AM,M281-016-H,SILVAN,520/281/0001,1/1/1974 12:00:00 AM,,M281/47,M281-7,,,10/17/2011 2:51:19 PM,12/5/2014 11:59:39 PM,IN,,,,17641
608,,,233968,10271845,WP168-00540BR,WP168-00560BR,,MAINBG,S,YERING GORGE PS,P168,,,MS,0,0,11.75,1100,,,P168-086,MAROONDAH,,1/1/1980 12:00:00 AM,,,WP168,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/5/2014 11:59:41 PM,IN,,,,30551
609,,,234113,10251451,M484-33861BR,M484SE-01010V,,MAINBG,S,YEA - SUGARLOAF MAIN,M484,,,MSCL,245.62,245.62,1.13,100,,,,MAROONDAH,,2/1/2010 12:00:00 AM,,M484/C/413,M484-4,AS CONSTRUCTED,COORDINATES,6/30/2011 12:00:00 AM,12/5/2014 11:59:43 PM,IN,,,NEW,23266
610,,,234238,10269212,WR020-00800MH,WR020-02180BR,,MAINBG,S,PRESTON NO1 RESERVOIR,R020,,,MS,0,0,33.22,600,,,R020-245,PRESTON,,1/1/1979 12:00:00 AM,,R20/229,WR20,GRAPHICS,,10/17/2011 12:00:00 AM,12/5/2014 11:59:44 PM,IN,,,,28678
611,,,237798,10215639,M378-08243BR,M378SC-03001V,,OFTAKE,S,CARDINIA - BERWICK MAIN,M378,,,MSCL,2.81,3.42,0.65,150,SAND,1/1/1981 12:00:00 AM,M378-015-A,SILVAN,,1/1/1981 12:00:00 AM,,M378/116431,M378-6,,,10/17/2011 2:53:16 PM,12/6/2014 2:03:32 AM,IN,,,,18450
612,,,238005,10215664,M378SC-02001V-C,M378SC-02003V-D,,OFTAKE,S,CARDINIA - BERWICK MAIN,M378,,,MSCL,3.27,3.2,1.9,450,SAND,1/1/1981 12:00:00 AM,M378-014-D,SILVAN,,1/1/1981 12:00:00 AM,,M378/116431,M378-6,,,10/17/2011 2:53:15 PM,12/6/2014 2:03:33 AM,IN,,,,18448
613,,,238168,10216279,M441-19040BR,WT066-00110BR,,OUTLET,S,EAST BITTERN SURGE TANK,T066,,,RC,0,0,1.79,300,CLAY,,W0T66-001,WESTERNPORT,520/419/0009,12/1/1965 12:00:00 AM,,WT66/27148,WT66,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 2:03:36 AM,IN,,,,28538
614,,,238422,10272920,WR043-01620BR,WR043-01630BR,,OUTLET,S,COWIES HILL RESERVOIR,R043,,,MS,0,0,1.69,1150,,,R043-014,PRESTON,508/043/5003,1/1/1980 12:00:00 AM,,R43/93-111,WR43,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 2:03:37 AM,IN,,,,29325
615,,,238430,10272943,WR043V-R,WR043-00920RED,,OUTLET,S,COWIES HILL RESERVOIR,R043,,,MS,0,0,0.54,450,,,R043-053,PRESTON,508/043/5003,1/1/1980 12:00:00 AM,,R43/93-111,WR43,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 2:03:38 AM,IN,,,,29291
616,,,231590,10213178,M421-04619RED,M421-04621BR,,MAINBG,T,BITTERN - DROMANA NO 1 MAIN,M421,,,RC,0,0,2.03,525,UNKN,,M421-009,WESTERNPORT,520/422/007,1/1/1940 12:00:00 AM,,"M421/10407,104",M421-3,,,10/17/2011 2:54:42 PM,12/6/2014 2:03:43 AM,IN,,,,19043
