Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,"""Prep Total""","""Year 1 Total""","""Year 2 Total""","""Year 3 Total""","""Year 4 Total""","""Year 5 Total""","""Year 6 Total""","""Primary Ungraded Total""","""Primary Total""","""Year 7 Total""","""Year 8 Total""","""Year 9 Total""","""Year 10 Total""","""Year 11 Total""","""Year 12 Total""","""Secondary Ungraded Total""","""Secondary Total""","""Grand Total""",Year,CENSUS_TYPE
Government,1,5215,Jennings Street School,Special,O,0,0,0,0,0,0,0,52.2,52.2,0,0,0,0,0,0,66.8,66.8,119,2023,F
Government,1,5218,Sunbury And Macedon Ranges Specialist School,Special,O,0,0,0,0,0,0,0,109.4,109.4,0,0,0,0,0,0,160.4,160.4,269.8,2023,F
Government,1,5219,Northern School For Autism,Special,O,0,0,0,0,0,0,0,305.2,305.2,0,0,0,0,0,0,168.4,168.4,473.6,2023,F
Government,1,5221,Latrobe Special Developmental School,Special,O,0,0,0,0,0,0,0,40.4,40.4,0,0,0,0,0,0,36,36,76.4,2023,F
Government,1,5222,Belvoir Wodonga Special Developmental School,Special,O,0,0,0,0,0,0,0,81.5,81.5,0,0,0,0,0,0,101,101,182.5,2023,F
Government,1,5224,Botanic Ridge Primary School,Primary,O,82,72,82,39,19,29,21,0,344,0,0,0,0,0,0,0,0,344,2023,F
Government,1,5225,Burwood East Special Developmental School,Special,O,0,0,0,0,0,0,0,55.4,55.4,0,0,0,0,0,0,26,26,81.4,2023,F
Government,1,5226,Wangaratta District Specialist School,Special,O,0,0,0,0,0,0,0,65,65,0,0,0,0,0,0,95.4,95.4,160.4,2023,F
Government,1,5227,Meadow Heights Primary School,Primary,O,56,57,53.4,52,61,47.4,36.4,0,363.2,0,0,0,0,0,0,0,0,363.2,2023,F
Government,1,5228,Bundarra Primary School,Primary,O,13,12,12,17,15,18,22,0,109,0,0,0,0,0,0,0,0,109,2023,F
Government,1,5230,Peninsula Specialist College,Special,O,0,0,0,0,0,0,0,58.4,58.4,0,0,0,0,0,0,87.6,87.6,146,2023,F
Government,1,5231,Chalcot Lodge Primary School,Primary,O,36,41,40,47,45,37,50,0,296,0,0,0,0,0,0,0,0,296,2023,F
Government,1,5232,Rangebank Primary School,Primary,O,44,55,49.4,60,53,46,57,0,364.4,0,0,0,0,0,0,0,0,364.4,2023,F
Government,1,5234,Knox Gardens Primary School,Primary,O,59,74,67,87,77,67,54,0,485,0,0,0,0,0,0,0,0,485,2023,F
Government,1,5235,Southern Cross Primary School,Primary,O,30,24,26,23,36,36,27,0,202,0,0,0,0,0,0,0,0,202,2023,F
Government,1,5236,Kings Park Primary School,Primary,O,40,55,51,52,64,79,68,0,409,0,0,0,0,0,0,0,0,409,2023,F
Government,1,5238,Dandenong Valley Special Developmental School,Special,O,0,0,0,0,0,0,0,110.4,110.4,0,0,0,0,0,0,78,78,188.4,2023,F
Government,1,5239,Mornington Special Developmental School,Special,O,0,0,0,0,0,0,0,13.4,13.4,0,0,0,0,0,0,7,7,20.4,2023,F
Government,1,5240,Bayside Special Developmental School,Special,O,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,37,37,53,2023,F
Government,1,5241,Rolling Hills Primary School,Primary,O,64,47,69.6,43,49,49,55,0,376.6,0,0,0,0,0,0,0,0,376.6,2023,F
Government,1,5243,Craigieburn South Primary School,Primary,O,79,86,77,92,72,83,101,0,590,0,0,0,0,0,0,0,0,590,2023,F
Government,1,5244,Findon Primary School,Primary,O,34,35,32,45,54,52,52,0,304,0,0,0,0,0,0,0,0,304,2023,F
Government,1,5245,Loch Sport Primary School,Primary,O,2,2,2,3,1,2,2,0,14,0,0,0,0,0,0,0,0,14,2023,F
Government,1,5246,Yarra Ranges Special Developmental School,Special,O,0,0,0,0,0,0,0,45.9,45.9,0,0,0,0,0,0,34.2,34.2,80.1,2023,F
Government,1,5247,Colac Specialist School,Special,O,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,19.8,19.8,60.8,2023,F
Government,1,5248,Goonawarra Primary School,Primary,O,54,58,45,53,55,61.2,54.4,0,380.6,0,0,0,0,0,0,0,0,380.6,2023,F
Government,1,5251,Mildura Specialist School,Special,O,0,0,0,0,0,0,0,71.4,71.4,0,0,0,0,0,0,113.8,113.8,185.2,2023,F
Government,1,5253,Southern Autistic School,Special,O,0,0,0,0,0,0,0,163.4,163.4,0,0,0,0,0,0,122,122,285.4,2023,F
Government,1,5254,Bellbridge Primary School,Primary,O,97,85,76,102,105,108,94,0,667,0,0,0,0,0,0,0,0,667,2023,F
Government,1,5255,Croydon Hills Primary School,Primary,O,108,107,104,105,98,105,93.6,0,720.6,0,0,0,0,0,0,0,0,720.6,2023,F
Government,1,5256,Kurunjang Primary School,Primary,O,84,77,79,82,83,81,79,0,565,0,0,0,0,0,0,0,0,565,2023,F
Government,1,5257,Langwarrin Park Primary School,Primary,O,105,74,81,79,102,78,93,0,612,0,0,0,0,0,0,0,0,612,2023,F
Government,1,5258,Taylors Lakes Primary School,Primary,O,101,91,90,96,93,129,121,0,721,0,0,0,0,0,0,0,0,721,2023,F
Government,1,5260,Glen Katherine Primary School,Primary,O,80,73,73,89.4,78.2,92,78,0,563.6,0,0,0,0,0,0,0,0,563.6,2023,F
Government,1,5261,Coburg Special Developmental School,Special,O,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,23,23,56,2023,F
Government,1,5262,Broadmeadows Special Developmental School,Special,O,0,0,0,0,0,0,0,222.6,222.6,0,0,0,0,0,0,113.2,113.2,335.8,2023,F
Government,1,5267,Sunshine Special Developmental School,Special,O,0,0,0,0,0,0,0,116.2,116.2,0,0,0,0,0,0,82.2,82.2,198.4,2023,F
Government,1,5268,Swan Hill Specialist School,Special,O,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,48.6,48.6,92.6,2023,F
Government,1,5269,Richmond Primary School,Primary,O,65,44,52,57,53,46.4,46,0,363.4,0,0,0,0,0,0,0,0,363.4,2023,F
Government,1,5271,Yarra Primary School,Primary,O,36,33,32,27,35,34,39,0,236,0,0,0,0,0,0,0,0,236,2023,F
Government,1,5272,Skene Street School Stawell,Special,O,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,30,30,49,2023,F
Government,1,5273,Horsham Special School,Special,O,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,60.2,60.2,98.2,2023,F
Government,1,5276,Hampden Specialist School,Special,O,1.6,6,3,4,6,3.6,10,0,34.2,7,9,7,6,5,4,0,38,72.2,2023,F
Government,1,5277,Merri River School,Special,O,0,0,0,0,0,0,0,77.2,77.2,0,0,0,0,0,0,87.6,87.6,164.8,2023,F
Government,1,5278,Yarraville Special Developmental School,Special,O,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,32.6,32.6,77.6,2023,F
Government,1,5280,Clifton Springs Primary School,Primary,O,50,64,64,74,63,73,56,0,444,0,0,0,0,0,0,0,0,444,2023,F
Government,1,5281,Park Ridge Primary School,Primary,O,84,77,91,73,67,83,70,0,545,0,0,0,0,0,0,0,0,545,2023,F
Government,1,5282,Portland Bay School,Special,O,0,0,0,0,0,0,0,34.6,34.6,0,0,0,0,0,0,30.6,30.6,65.2,2023,F
Government,1,5283,Hamilton Parklands School,Special,O,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,9,9,17,2023,F
Government,1,5284,Merriang Special Developmental School,Special,O,0,0,0,0,0,0,0,73,73,0,0,0,0,0,0,50,50,123,2023,F
Government,1,5285,Orchard Grove Primary School,Primary,O,90,86.4,90,94,85,108,105.4,0,658.8,0,0,0,0,0,0,0,0,658.8,2023,F
Government,1,5286,Meadowglen Primary School,Primary,O,48,77,65,81,80,61,68,0,480,0,0,0,0,0,0,0,0,480,2023,F
Government,1,5287,Altona Green Primary School,Primary,O,76,59,53,56,59,62,46,0,411,0,0,0,0,0,0,0,0,411,2023,F
Government,1,5288,Boroondara Park Primary School,Primary,O,34,44,42,69,60,76,72,0,397,0,0,0,0,0,0,0,0,397,2023,F
Government,1,5289,Warragul & District Specialist School,Special,O,0,0,0,0,0,0,0,44.8,44.8,0,0,0,0,0,0,67.1,67.1,111.9,2023,F
Government,1,5290,Western Autistic School,Special,O,0,0,0,0,0,0,0,292,292,0,0,0,0,0,0,0,0,292,2023,F
Government,1,5291,Warracknabeal Special Developmental School,Special,O,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,18.8,18.8,30.8,2023,F
Government,1,5292,Coral Park Primary School,Primary,O,51,50,60,36,51,52,49,0,349,0,0,0,0,0,0,0,0,349,2023,F
Government,1,5293,Maramba Primary School,Primary,O,37,46,47,42,40,27.3,36.5,0,275.8,0,0,0,0,0,0,0,0,275.8,2023,F
Government,1,5294,Thomas Mitchell Primary School,Primary,O,87,109,109,111,90,91,97,0,694,0,0,0,0,0,0,0,0,694,2023,F
Government,1,5295,Karoo Primary School,Primary,O,52,61,60,70,65,76,66,0,450,0,0,0,0,0,0,0,0,450,2023,F
Government,1,5297,Mackellar Primary School,Primary,O,40,33,47,41,44,51,65.6,0,321.6,0,0,0,0,0,0,0,0,321.6,2023,F
Government,1,5298,Bendigo Special Developmental School,Special,O,0,0,0,0,0,0,0,76.4,76.4,0,0,0,0,0,0,75.8,75.8,152.2,2023,F
Government,1,5299,Echuca Twin Rivers Specialist School,Special,O,0,0,0,0,0,0,0,50.8,50.8,0,0,0,0,0,0,58.4,58.4,109.2,2023,F
Government,1,5301,Aspendale Gardens Primary School,Primary,O,69,96,69,94,88,109,87,0,612,0,0,0,0,0,0,0,0,612,2023,F
Government,1,5305,Berwick Fields Primary School,Primary,O,114,134,121,134,141,144,143,0,931,0,0,0,0,0,0,0,0,931,2023,F
Government,1,5308,Brentwood Park Primary School,Primary,O,114,133,148,159,152,154,159,0,1019,0,0,0,0,0,0,0,0,1019,2023,F
Government,1,5309,Eastern Ranges School,Special,O,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,103,103,193,2023,F
Government,1,5310,Edgars Creek Primary School,Primary,O,119,114,135,82,88,86,71,0,695,0,0,0,0,0,0,0,0,695,2023,F
Government,1,5311,Eynesbury Primary School,Primary,O,69,51,62,51,41,55,38,0,367,0,0,0,0,0,0,0,0,367,2023,F
Government,1,5312,Cambridge Primary School,Primary,O,94,110.2,96,103,123,123,124,0,773.2,0,0,0,0,0,0,0,0,773.2,2023,F
Government,1,5313,Rowellyn Park Primary School,Primary,O,119,127,105,97,104,104,101,0,757,0,0,0,0,0,0,0,0,757,2023,F
Government,1,5315,Baden Powell P-9 College,Pri/Sec,O,84,92,84,138,94,109,122,0,723,81,87,73,0,0,0,0,241,964,2023,F
Government,1,5319,Woodlands Primary School,Primary,O,126,128.2,130,116,130,130,132,0,892.2,0,0,0,0,0,0,0,0,892.2,2023,F
Government,1,5325,Mill Park Heights Primary School,Primary,O,81,87.2,93,102,109.4,99,112,0,683.6,0,0,0,0,0,0,0,0,683.6,2023,F
Government,1,5336,Monmia Primary School,Primary,O,30,21,23,32,34,20,32,0,192,0,0,0,0,0,0,0,0,192,2023,F
Government,1,5337,Seabrook Primary School,Primary,O,122,151,150,116,145,131,131,0,946,0,0,0,0,0,0,0,0,946,2023,F
Government,1,5342,Willmott Park Primary School,Primary,O,84,88,98.4,103,93,97,125,0,688.4,0,0,0,0,0,0,0,0,688.4,2023,F
Government,1,5343,Thomas Chirnside Primary School,Primary,O,39,31,52,42,48,48,41,0,301,0,0,0,0,0,0,0,0,301,2023,F
Government,1,5345,Heany Park Primary School,Primary,O,38,34,51,53,50,44,30,0,300,0,0,0,0,0,0,0,0,300,2023,F
Government,1,5346,Ranfurly Primary School,Primary,O,49,57,73,56,50,68,58,0,411,0,0,0,0,0,0,0,0,411,2023,F
Government,1,5350,Kilberry Valley Primary School,Primary,O,51,94.8,60,65,69,53,67,0,459.8,0,0,0,0,0,0,0,0,459.8,2023,F
Government,1,5352,Killara Primary School,Primary,O,39,41,32,41,41,37,52,0,283,0,0,0,0,0,0,0,0,283,2023,F
Government,1,5354,Surfside Primary School,Primary,O,66,81,86,66,73,70,81,0,523,0,0,0,0,0,0,0,0,523,2023,F
Government,1,5358,Orchard Park Primary School,Primary,O,84,58,45,30,37.8,38,26.4,0,319.2,0,0,0,0,0,0,0,0,319.2,2023,F
Government,1,5361,Riverwalk Primary School,Primary,O,138,113,88,77.4,78,74,74,0,642.4,0,0,0,0,0,0,0,0,642.4,2023,F
Government,1,5362,Niddrie Autistic School,Special,O,0,0,0,0,0,0,0,109,109,0,0,0,0,0,0,0,0,109,2023,F
Government,1,5363,Oatlands Primary School,Primary,O,142,161,175,160,144,149,159,0,1090,0,0,0,0,0,0,0,0,1090,2023,F
Government,1,5365,Westgrove Primary School,Primary,O,63,80,77.4,73,98,93,93,0,577.4,0,0,0,0,0,0,0,0,577.4,2023,F
Government,1,5367,Peranbin Primary College,Primary,O,13,10,7,9,8,9,2,0,58,0,0,0,0,0,0,0,0,58,2023,F
Government,1,5368,Barwon Valley School,Special,O,5,13,7,7.6,13,9,14,0,68.6,18,14,11,12,17,17,0,89,157.6,2023,F
Government,1,5369,Pentland Primary School,Primary,O,81,70,73,74,62,49,38,0,447,0,0,0,0,0,0,0,0,447,2023,F
Government,1,5370,Pakenham Hills Primary School,Primary,O,72,57,68,65,63,40,45,0,410,0,0,0,0,0,0,0,0,410,2023,F
Government,1,5371,Courtenay Gardens Primary School,Primary,O,101,124,105,103.6,124,107,106,0,770.6,0,0,0,0,0,0,0,0,770.6,2023,F
Government,1,5372,Somerville Rise Primary School,Primary,O,20,12,24,25,12,25,32,0,150,0,0,0,0,0,0,0,0,150,2023,F
Government,1,5375,Derrinallum P-12 College,Pri/Sec,O,4,11,10,5,7,4.4,8,0,49.4,8,6,6,7,2,5,0,34,83.4,2023,F
Government,1,5376,Mortlake P-12 College,Pri/Sec,O,13,9,11,11,13,14,17,0,88,15,24,15,17,11.7,12,0,94.7,182.7,2023,F
Government,1,5377,Branxholme-Wallacedale Community School,Primary,O,2,1,1,5,2,1,1,0,13,0,0,0,0,0,0,0,0,13,2023,F
Government,1,5380,Mount Duneed Regional Primary School,Primary,O,49,48,60,48,55,54,53,0,367,0,0,0,0,0,0,0,0,367,2023,F
Government,1,5381,Grasmere Primary School,Primary,O,18,7,13.4,16,16,11.8,16,0,98.2,0,0,0,0,0,0,0,0,98.2,2023,F
Government,1,5382,Narrawong District Primary School,Primary,O,17,11,10,11,10,9,4,0,72,0,0,0,0,0,0,0,0,72,2023,F
Government,1,5383,Canadian Lead Primary School,Primary,O,32,33,32,33,31,24,25,0,210,0,0,0,0,0,0,0,0,210,2023,F
Government,1,5384,Caledonian Primary School,Primary,O,42.2,39,38,18,27,30,33,0,227.2,0,0,0,0,0,0,0,0,227.2,2023,F
Government,1,5385,Grayling Primary School,Primary,O,105,103,82,84,46,59,45,0,524,0,0,0,0,0,0,0,0,524,2023,F
Government,1,5386,Tempy Primary School,Primary,O,2,3,3,5,1,3,2,0,19,0,0,0,0,0,0,0,0,19,2023,F
Government,1,5389,Rawson Primary School,Primary,O,2,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,4,2023,F
Government,1,5392,Bundalaguah Primary School,Primary,O,1,6,3,2,7,3,5,0,27,0,0,0,0,0,0,0,0,27,2023,F
Government,1,5393,Lardner and District Primary School,Primary,O,8,18,8,17,9,8,7,0,75,0,0,0,0,0,0,0,0,75,2023,F
Government,1,5395,Nambrok Denison Primary School,Primary,O,7,13,13,16,11,19,9,0,88,0,0,0,0,0,0,0,0,88,2023,F
Government,1,5396,Welshpool and District Primary School,Primary,O,6,5,6,4,3,10,2,0,36,0,0,0,0,0,0,0,0,36,2023,F
Government,1,5397,Whitfield District Primary School,Primary,O,7,3,6,5,4,6,3,0,34,0,0,0,0,0,0,0,0,34,2023,F
Government,1,5398,Greta Valley Primary School,Primary,O,2,4,4,5,5,4,4,0,28,0,0,0,0,0,0,0,0,28,2023,F
Government,1,5399,Everton Primary School,Primary,O,0,1,1,1,1.2,1,2,0,7.2,0,0,0,0,0,0,0,0,7.2,2023,F
Government,1,5401,Waaia Yalca South Primary School,Primary,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,F
Government,1,5402,Nangiloc Colignan and District Primary School,Primary,O,6,4,4,7,7,9,4,0,41,0,0,0,0,0,0,0,0,41,2023,F
Government,1,5403,Tyrrell College,Pri/Sec,O,8,7,7,8,7,8,6,0,51,16,18,11,17,13,10.8,0,85.8,136.8,2023,F
Government,1,5404,Harcourt Valley Primary School,Primary,O,12,19,18,5,8,12,10,0,84,0,0,0,0,0,0,0,0,84,2023,F
Government,1,5407,Beverford District Primary School,Primary,O,9,7,0,3,3,2,11,0,35,0,0,0,0,0,0,0,0,35,2023,F
Government,1,5410,Niddrie Primary School,Primary,O,36,39,43,51,47,55,49,0,320,0,0,0,0,0,0,0,0,320,2023,F
Government,1,5412,Keelonith Primary School,Primary,O,77,83.4,50.4,36,29,29,25,0,329.8,0,0,0,0,0,0,0,0,329.8,2023,F
Government,1,5413,Lucas Primary School,Primary,O,71,78,75,39,40,34,20,0,357,0,0,0,0,0,0,0,0,357,2023,F
Government,1,5414,Toolern Vale and District Primary School,Primary,O,25,36,32,24,24,18,16,0,175,0,0,0,0,0,0,0,0,175,2023,F
Government,1,5416,Parkhill Primary School,Primary,O,21,24,29.4,25,21,32,27,0,179.4,0,0,0,0,0,0,0,0,179.4,2023,F
Government,1,5418,Kananook Primary School,Primary,O,31,24,25.2,21,18,27,25,0,171.2,0,0,0,0,0,0,0,0,171.2,2023,F
Government,1,5419,Roberts McCubbin Primary School,Primary,O,42,42,57,45,52,55,41,0,334,0,0,0,0,0,0,0,0,334,2023,F
Government,1,5420,Meeniyan Primary School,Primary,O,25,16,27,21,27,18,14,0,148,0,0,0,0,0,0,0,0,148,2023,F
Government,1,5421,Bayles Regional Primary School,Primary,O,34,27,28,18,25.4,23,28,0,183.4,0,0,0,0,0,0,0,0,183.4,2023,F
Government,1,5422,Le Page Primary School,Primary,O,36,36.8,27,34,30,29,7.4,0,200.2,0,0,0,0,0,0,0,0,200.2,2023,F
Government,1,5423,Powlett River Primary School,Primary,O,5,6,6,6,8,5,8,0,44,0,0,0,0,0,0,0,0,44,2023,F
Government,1,5425,Glen Waverley Primary School,Primary,O,109,123,126,157,146,141,173,0,975,0,0,0,0,0,0,0,0,975,2023,F
Government,1,5426,Carrington Primary School,Primary,O,5,9,7,5,12,10,10,0,58,0,0,0,0,0,0,0,0,58,2023,F
Government,1,5427,Albany Rise Primary School,Primary,O,19,27,34,37,28,39,38,0,222,0,0,0,0,0,0,0,0,222,2023,F
Government,1,5428,Amsleigh Park Primary School,Primary,O,44,59,58,48,42,37,55,0,343,0,0,0,0,0,0,0,0,343,2023,F
Government,1,5429,Knox Central Primary School,Primary,O,8,14,15,8,9,12,7,0,73,0,0,0,0,0,0,0,0,73,2023,F
Government,1,5430,Mount Waverley North Primary School,Primary,O,70,63,54,71,62,71,38,0,429,0,0,0,0,0,0,0,0,429,2023,F
Government,1,5431,Rangeview Primary School,Primary,O,91,96,92,118,97,112.6,82,0,688.6,0,0,0,0,0,0,0,0,688.6,2023,F
Government,1,5432,Edenhope College,Pri/Sec,O,8,8,4,4,7,9,5,0,45,8,19,13,12.6,8,9.7,0,70.3,115.3,2023,F
Government,1,5433,Murrayville Community College,Pri/Sec,O,4,6,6,3,7,3,7,0,36,4,12,12,3,6,6.8,0,43.8,79.8,2023,F
Government,1,5434,Hawkesdale P12 College,Pri/Sec,O,5,6,8,4,13,8,14,0,58,16.4,13,21,17.4,12.4,21.4,0,101.6,159.6,2023,F
Government,1,5435,Carwatha College P-12,Pri/Sec,O,31,21,31,26,32,30,25,0,196,61,58,65,78,57.8,46.6,0,366.4,562.4,2023,F
Government,1,5436,Glen Waverley South Primary School,Primary,O,38,34,36,59,45,44,49.2,0,305.2,0,0,0,0,0,0,0,0,305.2,2023,F
Government,1,5438,Streeton Primary School,Primary,O,21,21,22,20,22,22.6,21,0,149.6,0,0,0,0,0,0,0,0,149.6,2023,F
Government,1,5439,Woorinen District Primary School,Primary,O,9,5,13,13,11,11,11,0,73,0,0,0,0,0,0,0,0,73,2023,F
Government,1,5440,Woady Yaloak Primary School,Primary,O,45,41,56,51,48,41,37,0,319,0,0,0,0,0,0,0,0,319,2023,F
Government,1,5441,Millwarra Primary School,Primary,O,9,8,9,11,15,8,10,0,70,0,0,0,0,0,0,0,0,70,2023,F
Government,1,5442,Gormandale And District Primary School,Primary,O,5,7,7,6,4,6,7,0,42,0,0,0,0,0,0,0,0,42,2023,F
Government,1,5443,Roxburgh Homestead Primary School,Primary,O,52,53,62,61,64.1,80,74,0,446.1,0,0,0,0,0,0,0,0,446.1,2023,F
Government,1,5444,Newcomb Primary School,Primary,O,11,16,12,13,21,14,13,0,100,0,0,0,0,0,0,0,0,100,2023,F
Government,1,5450,Dinjerra Primary School,Primary,O,23,34,23,28,22,28,22,0,180,0,0,0,0,0,0,0,0,180,2023,F
Government,1,5453,Belle Vue Park Primary School,Primary,O,30,22,26,23,26,29,13,0,169,0,0,0,0,0,0,0,0,169,2023,F
Government,1,5454,Doncaster Gardens Primary School,Primary,O,80,108,92.6,131,114,135,112,0,772.6,0,0,0,0,0,0,0,0,772.6,2023,F
Government,1,5456,Nyah District Primary School,Primary,O,4,9,11,8,8,12,11,0,63,0,0,0,0,0,0,0,0,63,2023,F
Government,1,5463,Strathaird Primary School,Primary,O,81,136,125,107,82,114,110,0,755,0,0,0,0,0,0,0,0,755,2023,F
Government,1,5464,Marnebek School Cranbourne,Special,O,1,0,0,0,0,0,0,237.8,238.8,0,0,0,1,0,0,167,168,406.8,2023,F
Government,1,5478,Great Ryrie Primary School,Primary,O,104,88,72,53,82,75,77,0,551,0,0,0,0,0,0,0,0,551,2023,F
Government,1,5479,Timbarra P-9 College,Pri/Sec,O,32,48,47,48,56,46,82,0,359,70,90,49,0,0,0,0,209,568,2023,F
Government,1,5480,Parkwood Green Primary School,Primary,O,65,70,85,81,76,132,124,0,633,0,0,0,0,0,0,0,0,633,2023,F
Government,1,5482,Hillsmeade Primary School,Primary,O,100,107,117,123,113,132,129,0,821,0,0,0,0,0,0,0,0,821,2023,F
Government,1,5485,Roxburgh Park Primary School,Primary,O,61,44,44,67,65,67,55.2,0,403.2,0,0,0,0,0,0,0,0,403.2,2023,F
Government,1,5486,Carranballac P-9 College,Pri/Sec,O,69,76,90,91,95,120,121,0,662,130,128,138,0,0,0,0,396,1058,2023,F
Government,1,5488,Benton Junior College,Primary,O,98,80,96,94,113,94,122,0,697,0,0,0,0,0,0,0,0,697,2023,F
Government,1,5489,Caulfield Primary School,Primary,O,51,52,47,37,45,35,28,0,295,0,0,0,0,0,0,0,0,295,2023,F
Government,1,5490,East Gippsland Specialist School,Special,O,0,0,0,0,0,0,0,34.7,34.7,0,0,0,0,0,0,41.4,41.4,76.1,2023,F
Government,1,5493,Roxburgh Rise Primary School,Primary,O,81.2,78,94.4,111,99,86,118.2,0,667.8,0,0,0,0,0,0,0,0,667.8,2023,F
Government,1,5494,Lynbrook Primary School,Primary,O,126,122.2,129,135,121,115,90,0,838.2,0,0,0,0,0,0,0,0,838.2,2023,F
Government,1,5495,South Gippsland Specialist School,Special,O,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,44.4,44.4,62.4,2023,F
Government,1,5497,Laurimar Primary School,Primary,O,145,156,134,133,141,119,138,0,966,0,0,0,0,0,0,0,0,966,2023,F
Government,1,5498,Truganina South Primary School,Primary,O,100,100,102,92,105,92,94,0,685,0,0,0,0,0,0,0,0,685,2023,F
Government,1,5499,Kororoit Creek Primary School,Primary,O,146,160,171,199,196,204,204,0,1280,0,0,0,0,0,0,0,0,1280,2023,F
Government,1,5500,Harvest Home Primary School,Primary,O,121,118,133.2,181.2,153,154,127,0,987.4,0,0,0,0,0,0,0,0,987.4,2023,F
Government,1,5501,Truganina P-9 College,Pri/Sec,O,273,259,231,295,233,277,247,0,1815,217,195,154,0,0,0,0,566,2381,2023,F
Government,1,5502,Burnside Primary School,Primary,O,68,59,59,63,37,31,21,0,338,0,0,0,0,0,0,0,0,338,2023,F
Government,1,5503,Berwick Chase Primary School,Primary,O,96,90,105,116,114,111,133,0,765,0,0,0,0,0,0,0,0,765,2023,F
Government,1,5504,Pakenham Lakeside Primary School,Primary,O,107,111,117,86,121,121,117,0,780,0,0,0,0,0,0,0,0,780,2023,F
Government,1,5505,Davis Creek Primary School,Primary,O,127,170,165.4,138,110,78,83,0,871.4,0,0,0,0,0,0,0,0,871.4,2023,F
Government,1,5507,Pakenham Springs Primary School,Primary,O,94,102,103,100,106,110,91,0,706,0,0,0,0,0,0,0,0,706,2023,F
Government,1,5508,Taylors Hill Primary School,Primary,O,78,73,88,86,100,108,113,0,646,0,0,0,0,0,0,0,0,646,2023,F
Government,1,5510,Cranbourne Carlisle Primary School,Primary,O,84,87,92,68,77,75,55,0,538,0,0,0,0,0,0,0,0,538,2023,F
Government,1,5511,Aurora School,Special,O,14,0,0,0,0,0,0,256.9,270.9,0,0,0,0,0,0,0,0,270.9,2023,F
Government,1,5512,Derrimut Primary School,Primary,O,91,82,100,106,102,109,96,0,686,0,0,0,0,0,0,0,0,686,2023,F
Government,1,5513,Epping Views Primary School,Primary,O,92,110,156,120,146,161,170,0,955,0,0,0,0,0,0,0,0,955,2023,F
Government,1,5516,Echuca Twin Rivers Primary School,Primary,O,26,29,35,32,28,35,37,0,222,0,0,0,0,0,0,0,0,222,2023,F
Government,1,5518,Cranbourne East Primary School,Primary,O,122,137,129.4,142.2,165.5,156.6,190,0,1042.7,0,0,0,0,0,0,0,0,1042.7,2023,F
Government,1,5520,Yuille Park P-8 Community College,Pri/Sec,O,15,13,17,12,14,15,19,0,105,11,8,8.6,21,21,34,0,103.6,208.6,2023,F
Government,1,5521,Lyndhurst Primary School,Primary,O,123,134,142,138,125,132,133,0,927,0,0,0,0,0,0,0,0,927,2023,F
Government,1,5522,Aitken Creek Primary School,Primary,O,143,152,156,156,157,171.8,164,0,1099.8,0,0,0,0,0,0,0,0,1099.8,2023,F
Government,1,5523,Reservoir Views Primary School,Primary,O,47,51,38,28,35,24,25,0,248,0,0,0,0,0,0,0,0,248,2023,F
Government,1,5524,Meadows Primary School,Primary,O,40,41,39,45,50,37,41,0,293,0,0,0,0,0,0,0,0,293,2023,F
Government,1,5525,Mernda Park Primary School,Primary,O,59,61,58,72,57,48.6,28,0,383.6,0,0,0,0,0,0,0,0,383.6,2023,F
Government,1,5526,Sunshine Harvester Primary School,Primary,O,64,39,56,57,54,62,55,0,387,0,0,0,0,0,0,0,0,387,2023,F
Government,1,5527,Pakenham Primary School,Primary,O,62,58,76,69,47,35,26,0,373,0,0,0,0,0,0,0,0,373,2023,F
Government,1,5528,Alamanda K-9 College,Pri/Sec,O,261,355,357,383,394,425,385,0,2560,317,226,218,0,0,0,0,761,3321,2023,F
Government,1,5530,Whitehorse Primary School,Primary,O,59,46,42,37,58,53,53,0,348,0,0,0,0,0,0,0,0,348,2023,F
Government,1,5531,Golden Square Primary School,Primary,O,45,37,45,39,48,44,56,0,314,0,0,0,0,0,0,0,0,314,2023,F
Government,1,5532,Lalor Gardens Primary School,Primary,O,60,48,56,58,56,44,49,0,371,0,0,0,0,0,0,0,0,371,2023,F
Government,1,5533,Chandler Park Primary School,Primary,O,68,69.2,63.4,64,57,70.4,57,0,449,0,0,0,0,0,0,0,0,449,2023,F
Government,1,5534,Keysborough Primary School,Primary,O,65,53.4,46,65,55.9,62,62.6,0,409.9,0,0,0,0,0,0,0,0,409.9,2023,F
Government,1,5535,Lyndale Greens Primary School,Primary,O,52,49,60,72,68.4,58,67,0,426.4,0,0,0,0,0,0,0,0,426.4,2023,F
