Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Parking type,Parking spaces,x coordinate,y coordinate,Location
2012,902,108513,108513,499 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95920,-37.78100,POINT (144.9592 -37.781)
2012,902,108514,108514,501 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95920,-37.78090,POINT (144.9592 -37.78090000000001)
2012,902,108515,108515,503 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95920,-37.78090,POINT (144.9592 -37.78090000000001)
2012,902,108516,108516,505 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95920,-37.78080,POINT (144.9592 -37.7808)
2012,902,108517,108517,507 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95920,-37.78080,POINT (144.9592 -37.7808)
2012,902,108519,108519,509-513 Royal Parade PARKVILLE 3052,Parkville,Residential,2,144.95910,-37.78060,POINT (144.9591 -37.78060000000001)
2012,902,108520,108520,515-519 Royal Parade PARKVILLE 3052,Parkville,Residential,18,144.95910,-37.78030,POINT (144.9591 -37.7803)
2012,902,108521,108521,521-527 Royal Parade PARKVILLE 3052,Parkville,Residential,30,144.95920,-37.78000,POINT (144.9592 -37.78)
2012,902,108522,108522,535-541 Royal Parade PARKVILLE 3052,Parkville,Private,32,144.95920,-37.77940,POINT (144.9592 -37.7794)
2012,902,108527,108527,551-559 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95940,-37.77910,POINT (144.9594 -37.7791)
2012,903,100611,100611,236-246 The Avenue PARKVILLE 3052,Parkville,Residential,66,144.95800,-37.78190,POINT (144.958 -37.7819)
2012,903,100612,100612,224-234 The Avenue PARKVILLE 3052,Parkville,Residential,94,144.95790,-37.78210,POINT (144.9579 -37.7821)
2012,903,100613,100613,212-222 The Avenue PARKVILLE 3052,Parkville,Residential,42,144.95790,-37.78240,POINT (144.9579 -37.7824)
2012,903,100614,100614,200-210 The Avenue PARKVILLE 3052,Parkville,Residential,50,144.95780,-37.78270,POINT (144.9578 -37.7827)
2012,903,100615,100615,192-198 The Avenue PARKVILLE 3052,Parkville,Residential,39,144.95780,-37.78300,POINT (144.9578 -37.783)
2012,903,100616,100616,182-190 The Avenue PARKVILLE 3052,Parkville,Private,12,144.95780,-37.78320,POINT (144.9578 -37.7832)
2012,903,100617,100617,168-180 The Avenue PARKVILLE 3052,Parkville,Private,32,144.95770,-37.78360,POINT (144.9577 -37.7836)
2012,903,619579,619579,164-166A The Avenue PARKVILLE 3052,Parkville,Residential,14,144.95770,-37.78420,POINT (144.9577 -37.7842)
2012,904,108506,108506,381-405 Royal Parade PARKVILLE 3052,Parkville,Private,62,144.95870,-37.78400,POINT (144.9587 -37.784)
2012,904,108506,108506,381-405 Royal Parade PARKVILLE 3052,Parkville,Private,150,144.95870,-37.78400,POINT (144.9587 -37.784)
2012,904,108507,108507,407-417 Royal Parade PARKVILLE 3052,Parkville,Private,30,144.95880,-37.78330,POINT (144.9588 -37.7833)
2012,904,108509,108509,455-465 Royal Parade PARKVILLE 3052,Parkville,Residential,45,144.95890,-37.78220,POINT (144.9589 -37.78220000000001)
2012,904,108510,108510,467-477 Royal Parade PARKVILLE 3052,Parkville,Residential,32,144.95890,-37.78190,POINT (144.9589 -37.7819)
2012,904,556741,556741,445-453 Royal Parade PARKVILLE 3052,Parkville,Residential,45,144.95890,-37.78260,POINT (144.9589 -37.7826)
2012,904,556742,556742,419-443 Royal Parade PARKVILLE 3052,Parkville,Private,46,144.95880,-37.78290,POINT (144.9588 -37.7829)
2012,905,100618,100618,116-156 The Avenue PARKVILLE 3052,Parkville,Private,35,144.95760,-37.78510,POINT (144.9576 -37.7851)
2012,905,100619,100619,104-114 The Avenue PARKVILLE 3052,Parkville,Residential,18,144.95750,-37.78570,POINT (144.9575 -37.7857)
2012,905,100620,100620,92-102 The Avenue PARKVILLE 3052,Parkville,Residential,28,144.95750,-37.78590,POINT (144.9575 -37.7859)
2012,905,100621,100621,80-90 The Avenue PARKVILLE 3052,Parkville,Residential,35,144.95750,-37.78620,POINT (144.9575 -37.7862)
2012,905,100622,100622,68-78 The Avenue PARKVILLE 3052,Parkville,Residential,16,144.95750,-37.78650,POINT (144.9575 -37.7865)
2012,905,100623,100623,54-66 The Avenue PARKVILLE 3052,Parkville,Residential,14,144.95750,-37.78680,POINT (144.9575 -37.7868)
2012,905,100624,100624,44-52 The Avenue PARKVILLE 3052,Parkville,Private,11,144.95750,-37.78700,POINT (144.9575 -37.787)
2012,905,100625,100625,42 The Avenue PARKVILLE 3052,Parkville,Residential,2,144.95750,-37.78720,POINT (144.9575 -37.7872)
2012,905,100626,100626,40 The Avenue PARKVILLE 3052,Parkville,Residential,1,144.95750,-37.78730,POINT (144.9575 -37.7873)
2012,905,105534,105534,36-54 Leonard Street PARKVILLE 3052,Parkville,Residential,6,144.95740,-37.78740,POINT (144.9574 -37.7874)
2012,906,108497,108497,263-281 Royal Parade PARKVILLE 3052,Parkville,Residential,4,144.95830,-37.78720,POINT (144.9583 -37.7872)
2012,906,108498,108498,283-291 Royal Parade PARKVILLE 3052,Parkville,Residential,17,144.95830,-37.78680,POINT (144.9583 -37.7868)
2012,906,108499,108499,293-301 Royal Parade PARKVILLE 3052,Parkville,Private,22,144.95840,-37.78660,POINT (144.9584 -37.7866)
2012,906,108500,108500,303-309 Royal Parade PARKVILLE 3052,Parkville,Private,22,144.95840,-37.78630,POINT (144.9584 -37.7863)
2012,906,108501,108501,311-321 Royal Parade PARKVILLE 3052,Parkville,Residential,21,144.95840,-37.78600,POINT (144.9584 -37.786)
2012,906,108502,108502,323-353 Royal Parade PARKVILLE 3052,Parkville,Private,42,144.95850,-37.78560,POINT (144.9585 -37.7856)
2012,906,108504,108504,355-365 Royal Parade PARKVILLE 3052,Parkville,Residential,25,144.95850,-37.78520,POINT (144.9585 -37.7852)
2012,906,108505,108505,367-377 Royal Parade PARKVILLE 3052,Parkville,Private,62,144.95860,-37.78490,POINT (144.9586 -37.7849)
2012,907,100627,100627,28-32 The Avenue PARKVILLE 3052,Parkville,Residential,2,144.95740,-37.78780,POINT (144.9574 -37.7878)
2012,907,100628,100628,24-26 The Avenue PARKVILLE 3052,Parkville,Residential,2,144.95750,-37.78790,POINT (144.9575 -37.7879)
2012,907,100629,100629,22 The Avenue PARKVILLE 3052,Parkville,Residential,2,144.95750,-37.78800,POINT (144.9575 -37.788)
2012,907,100630,100630,18-20 The Avenue PARKVILLE 3052,Parkville,Residential,3,144.95750,-37.78820,POINT (144.9575 -37.7882)
2012,907,100631,100631,16 The Avenue PARKVILLE 3052,Parkville,Residential,2,144.95750,-37.78830,POINT (144.9575 -37.7883)
2012,907,100632,100632,14 The Avenue PARKVILLE 3052,Parkville,Residential,1,144.95750,-37.78830,POINT (144.9575 -37.7883)
2012,907,100633,100633,10-12 The Avenue PARKVILLE 3052,Parkville,Residential,2,144.95750,-37.78850,POINT (144.9575 -37.7885)
2012,908,108494,108494,187-195 Royal Parade PARKVILLE 3052,Parkville,Residential,58,144.95800,-37.78950,POINT (144.958 -37.7895)
2012,908,108495,108495,197-203 Royal Parade PARKVILLE 3052,Parkville,Private,7,144.95810,-37.78930,POINT (144.9581 -37.7893)
2012,908,108496,108496,205-259 Royal Parade PARKVILLE 3052,Parkville,Residential,30,144.95810,-37.78860,POINT (144.9581 -37.7886)
2012,909,108493,108493,157-175 Royal Parade PARKVILLE 3052,Parkville,Private,10,144.95800,-37.79020,POINT (144.958 -37.7902)
2012,910,102434,102434,24 Degraves Street PARKVILLE 3052,Parkville,Residential,2,144.95720,-37.79340,POINT (144.9572 -37.7934)
2012,910,102435,102435,22 Degraves Street PARKVILLE 3052,Parkville,Residential,2,144.95720,-37.79340,POINT (144.9572 -37.7934)
2012,910,102436,102436,20 Degraves Street PARKVILLE 3052,Parkville,Residential,1,144.95730,-37.79340,POINT (144.9573 -37.7934)
2012,910,102437,102437,18 Degraves Street PARKVILLE 3052,Parkville,Residential,2,144.95730,-37.79340,POINT (144.9573 -37.7934)
2012,910,102438,102438,16 Degraves Street PARKVILLE 3052,Parkville,Residential,2,144.95740,-37.79340,POINT (144.9574 -37.7934)
2012,910,102439,102439,14 Degraves Street PARKVILLE 3052,Parkville,Residential,2,144.95750,-37.79340,POINT (144.9575 -37.7934)
2012,910,102440,102440,12 Degraves Street PARKVILLE 3052,Parkville,Residential,1,144.95750,-37.79340,POINT (144.9575 -37.7934)
2012,910,107317,107317,152 Park Drive PARKVILLE 3052,Parkville,Residential,1,144.95750,-37.79290,POINT (144.9575 -37.79290000000001)
2012,910,107318,107318,150 Park Drive PARKVILLE 3052,Parkville,Residential,1,144.95750,-37.79290,POINT (144.9575 -37.79290000000001)
2012,910,107319,107319,148 Park Drive PARKVILLE 3052,Parkville,Residential,1,144.95740,-37.79300,POINT (144.9574 -37.793)
2012,910,107320,107320,146 Park Drive PARKVILLE 3052,Parkville,Residential,1,144.95740,-37.79300,POINT (144.9574 -37.793)
2012,910,107321,107321,144 Park Drive PARKVILLE 3052,Parkville,Residential,2,144.95740,-37.79300,POINT (144.9574 -37.793)
2012,910,107322,107322,142 Park Drive PARKVILLE 3052,Parkville,Residential,1,144.95730,-37.79300,POINT (144.9573 -37.793)
2012,910,107323,107323,134-140 Park Drive PARKVILLE 3052,Parkville,Residential,1,144.95720,-37.79310,POINT (144.9572 -37.7931)
2012,910,107324,107324,126-132 Park Drive PARKVILLE 3052,Parkville,Residential,11,144.95690,-37.79330,POINT (144.9569 -37.7933)
2012,910,108479,108479,113-115 Royal Parade PARKVILLE 3052,Parkville,Residential,2,144.95780,-37.79350,POINT (144.9578 -37.7935)
2012,910,108480,108480,117 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95780,-37.79350,POINT (144.9578 -37.7935)
2012,910,108483,108483,127 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95780,-37.79320,POINT (144.9578 -37.7932)
2012,910,108484,108484,129-133 Royal Parade PARKVILLE 3052,Parkville,Residential,2,144.95780,-37.79310,POINT (144.9578 -37.7931)
2012,910,108485,108485,135-137 Royal Parade PARKVILLE 3052,Parkville,Residential,2,144.95780,-37.79300,POINT (144.9578 -37.793)
2012,910,108486,108486,139 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95780,-37.79300,POINT (144.9578 -37.793)
2012,910,108487,108487,141 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95780,-37.79290,POINT (144.9578 -37.79290000000001)
2012,910,108488,108488,143 Royal Parade PARKVILLE 3052,Parkville,Residential,5,144.95780,-37.79280,POINT (144.9578 -37.7928)
2012,911,100870,100870,20 Bayles Street PARKVILLE 3052,Parkville,Residential,1,144.95730,-37.79420,POINT (144.9573 -37.7942)
2012,911,100871,100871,18 Bayles Street PARKVILLE 3052,Parkville,Residential,2,144.95720,-37.79420,POINT (144.9572 -37.7942)
2012,911,100872,100872,16 Bayles Street PARKVILLE 3052,Parkville,Residential,2,144.95730,-37.79420,POINT (144.9573 -37.7942)
2012,911,103780,103780,96 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95730,-37.79380,POINT (144.9573 -37.7938)
2012,911,103781,103781,94 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95730,-37.79380,POINT (144.9573 -37.7938)
2012,911,103782,103782,92 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,2,144.95730,-37.79390,POINT (144.9573 -37.79390000000001)
2012,911,103783,103783,90 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,2,144.95730,-37.79390,POINT (144.9573 -37.79390000000001)
2012,911,103785,103785,86 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,2,144.95730,-37.79400,POINT (144.9573 -37.794)
2012,911,108470,108470,87 Royal Parade PARKVILLE 3052,Parkville,Residential,2,144.95770,-37.79430,POINT (144.9577 -37.7943)
2012,911,108471,108471,89 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95770,-37.79430,POINT (144.9577 -37.7943)
2012,911,108472,108472,91 Royal Parade PARKVILLE 3052,Parkville,Private,2,144.95770,-37.79420,POINT (144.9577 -37.7942)
2012,911,108473,108473,93-97 Royal Parade PARKVILLE 3052,Parkville,Residential,5,144.95770,-37.79410,POINT (144.9577 -37.7941)
2012,911,108474,108474,99 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95770,-37.79400,POINT (144.9577 -37.794)
2012,911,108475,108475,101 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95770,-37.79390,POINT (144.9577 -37.79390000000001)
2012,911,108478,108478,107 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95770,-37.79380,POINT (144.9577 -37.7938)
2012,912,100867,100867,28-30 Bayles Street PARKVILLE 3052,Parkville,Residential,2,144.95670,-37.79420,POINT (144.9567 -37.7942)
2012,912,100868,100868,26 Bayles Street PARKVILLE 3052,Parkville,Residential,2,144.95680,-37.79420,POINT (144.9568 -37.7942)
2012,912,102431,102431,33 Degraves Street PARKVILLE 3052,Parkville,Residential,1,144.95690,-37.79380,POINT (144.9569 -37.7938)
2012,912,102432,102432,35 Degraves Street PARKVILLE 3052,Parkville,Residential,2,144.95680,-37.79380,POINT (144.9568 -37.7938)
2012,912,102433,102433,37 Degraves Street PARKVILLE 3052,Parkville,Residential,2,144.95670,-37.79380,POINT (144.9567 -37.7938)
2012,912,107328,107328,110 Park Drive PARKVILLE 3052,Parkville,Residential,1,144.95640,-37.79390,POINT (144.9564 -37.79390000000001)
2012,912,107329,107329,104-108 Park Drive PARKVILLE 3052,Parkville,Residential,1,144.95620,-37.79410,POINT (144.9562 -37.7941)
2012,912,107330,107330,40-48 Bayles Street PARKVILLE 3052,Parkville,Residential,2,144.95620,-37.79420,POINT (144.9562 -37.7942)
2012,913,106768,106768,60 Morrah Street PARKVILLE 3052,Parkville,Residential,2,144.95540,-37.79520,POINT (144.9554 -37.7952)
2012,913,106769,106769,58 Morrah Street PARKVILLE 3052,Parkville,Residential,1,144.95550,-37.79520,POINT (144.9555 -37.7952)
2012,913,106770,106770,56 Morrah Street PARKVILLE 3052,Parkville,Residential,1,144.95560,-37.79520,POINT (144.9556 -37.7952)
2012,913,106771,106771,54 Morrah Street PARKVILLE 3052,Parkville,Residential,1,144.95560,-37.79520,POINT (144.9556 -37.7952)
2012,913,107340,107340,54-58 Park Drive PARKVILLE 3052,Parkville,Residential,2,144.95530,-37.79510,POINT (144.9553 -37.7951)
2012,914,103773,103773,57 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95660,-37.79500,POINT (144.9566 -37.795)
2012,914,103776,103776,63 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95660,-37.79480,POINT (144.9566 -37.7948)
2012,914,103777,103777,65 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95660,-37.79470,POINT (144.9566 -37.7947)
2012,914,103778,103778,67 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95660,-37.79470,POINT (144.9566 -37.7947)
2012,914,103779,103779,69-73 Fitzgibbon Street PARKVILLE 3052,Parkville,Private,1,144.95660,-37.79460,POINT (144.9566 -37.7946)
2012,914,106774,106774,46 Morrah Street PARKVILLE 3052,Parkville,Residential,2,144.95600,-37.79530,POINT (144.956 -37.7953)
2012,914,106777,106777,38-40 Morrah Street PARKVILLE 3052,Parkville,Residential,1,144.95620,-37.79530,POINT (144.9562 -37.7953)
2012,914,106778,106778,36 Morrah Street PARKVILLE 3052,Parkville,Residential,1,144.95630,-37.79530,POINT (144.9563 -37.7953)
2012,914,106779,106779,34 Morrah Street PARKVILLE 3052,Parkville,Residential,2,144.95640,-37.79530,POINT (144.9564 -37.7953)
2012,914,106780,106780,32 Morrah Street PARKVILLE 3052,Parkville,Residential,2,144.95650,-37.79540,POINT (144.9565 -37.7954)
2012,914,110174,110174,34 Wimble Street PARKVILLE 3052,Parkville,Residential,1,144.95620,-37.79450,POINT (144.9562 -37.7945)
2012,914,110177,110177,26-28 Wimble Street PARKVILLE 3052,Parkville,Residential,2,144.95620,-37.79470,POINT (144.9562 -37.7947)
2012,914,110178,110178,24 Wimble Street PARKVILLE 3052,Parkville,Residential,1,144.95620,-37.79480,POINT (144.9562 -37.7948)
2012,914,110179,110179,22 Wimble Street PARKVILLE 3052,Parkville,Residential,1,144.95620,-37.79480,POINT (144.9562 -37.7948)
2012,914,110180,110180,20 Wimble Street PARKVILLE 3052,Parkville,Residential,1,144.95620,-37.79490,POINT (144.9562 -37.7949)
2012,914,512824,512824,26-30 Morrah Street PARKVILLE 3052,Parkville,Residential,1,144.95660,-37.79540,POINT (144.9566 -37.7954)
2012,914,512825,512825,49 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,2,144.95660,-37.79530,POINT (144.9566 -37.7953)
2012,914,535780,535780,16 Wimble Street PARKVILLE 3052,Parkville,Residential,2,144.95610,-37.79510,POINT (144.9561 -37.7951)
2012,915,103789,103789,68 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95720,-37.79470,POINT (144.9572 -37.7947)
2012,915,103790,103790,66 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95720,-37.79480,POINT (144.9572 -37.7948)
2012,915,103792,103792,62 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95720,-37.79490,POINT (144.9572 -37.7949)
2012,915,103793,103793,60 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95720,-37.79490,POINT (144.9572 -37.7949)
2012,915,103794,103794,58 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95720,-37.79500,POINT (144.9572 -37.795)
2012,915,103795,103795,56 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95720,-37.79500,POINT (144.9572 -37.795)
2012,915,103796,103796,54 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95720,-37.79510,POINT (144.9572 -37.7951)
2012,915,103797,103797,52 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95720,-37.79510,POINT (144.9572 -37.7951)
2012,915,103798,103798,50 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95720,-37.79520,POINT (144.9572 -37.7952)
2012,915,103799,103799,48 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,2,144.95710,-37.79530,POINT (144.9571 -37.7953)
2012,915,103800,103800,46 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95710,-37.79530,POINT (144.9571 -37.7953)
2012,915,106781,106781,22 Morrah Street PARKVILLE 3052,Parkville,Residential,1,144.95700,-37.79550,POINT (144.957 -37.7955)
2012,915,106784,106784,16 Morrah Street PARKVILLE 3052,Parkville,Residential,2,144.95720,-37.79550,POINT (144.9572 -37.7955)
2012,915,106785,106785,14 Morrah Street PARKVILLE 3052,Parkville,Residential,1,144.95730,-37.79550,POINT (144.9573 -37.7955)
2012,915,108457,108457,51 Royal Parade PARKVILLE 3052,Parkville,Private,2,144.95750,-37.79540,POINT (144.9575 -37.7954)
2012,915,108458,108458,53 Royal Parade PARKVILLE 3052,Parkville,Private,2,144.95760,-37.79540,POINT (144.9576 -37.7954)
2012,915,108460,108460,57 Royal Parade PARKVILLE 3052,Parkville,Private,1,144.95760,-37.79530,POINT (144.9576 -37.7953)
2012,915,108460,108460,57 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95760,-37.79530,POINT (144.9576 -37.7953)
2012,915,108461,108461,59 Royal Parade PARKVILLE 3052,Parkville,Residential,2,144.95760,-37.79520,POINT (144.9576 -37.7952)
2012,915,108462,108462,61 Royal Parade PARKVILLE 3052,Parkville,Residential,2,144.95760,-37.79510,POINT (144.9576 -37.7951)
2012,915,108463,108463,63-65 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95760,-37.79510,POINT (144.9576 -37.7951)
2012,915,108464,108464,67 Royal Parade PARKVILLE 3052,Parkville,Residential,2,144.95760,-37.79500,POINT (144.9576 -37.795)
2012,915,108465,108465,69 Royal Parade PARKVILLE 3052,Parkville,Residential,2,144.95760,-37.79490,POINT (144.9576 -37.7949)
2012,915,108466,108466,71 Royal Parade PARKVILLE 3052,Parkville,Residential,2,144.95760,-37.79490,POINT (144.9576 -37.7949)
2012,915,108467,108467,73 Royal Parade PARKVILLE 3052,Parkville,Residential,2,144.95760,-37.79480,POINT (144.9576 -37.7948)
2012,915,108469,108469,77-83 Royal Parade PARKVILLE 3052,Parkville,Residential,2,144.95760,-37.79460,POINT (144.9576 -37.7946)
2012,916,103803,103803,22-24 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,2,144.95700,-37.79630,POINT (144.957 -37.7963)
2012,916,103804,103804,18-20 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95700,-37.79640,POINT (144.957 -37.7964)
2012,916,103805,103805,16 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,2,144.95700,-37.79640,POINT (144.957 -37.7964)
2012,916,103806,103806,14 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95700,-37.79650,POINT (144.957 -37.7965)
2012,916,106742,106742,15 Morrah Street PARKVILLE 3052,Parkville,Residential,2,144.95720,-37.79600,POINT (144.9572 -37.796)
2012,916,106744,106744,19 Morrah Street PARKVILLE 3052,Parkville,Residential,2,144.95700,-37.79600,POINT (144.957 -37.796)
2012,916,106745,106745,21 Morrah Street PARKVILLE 3052,Parkville,Residential,1,144.95690,-37.79600,POINT (144.9569 -37.796)
2012,916,108445,108445,1 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95740,-37.79690,POINT (144.9574 -37.7969)
2012,916,108446,108446,3 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95740,-37.79680,POINT (144.9574 -37.7968)
2012,916,108447,108447,5 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95740,-37.79680,POINT (144.9574 -37.7968)
2012,916,108448,108448,7-13 Royal Parade PARKVILLE 3052,Parkville,Residential,2,144.95740,-37.79670,POINT (144.9574 -37.7967)
2012,916,108449,108449,15 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95740,-37.79660,POINT (144.9574 -37.7966)
2012,916,108450,108450,17 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95740,-37.79650,POINT (144.9574 -37.7965)
2012,916,108451,108451,19 Royal Parade PARKVILLE 3052,Parkville,Residential,1,144.95740,-37.79640,POINT (144.9574 -37.7964)
2012,916,108452,108452,21-27 Royal Parade PARKVILLE 3052,Parkville,Private,2,144.95740,-37.79630,POINT (144.9574 -37.7963)
2012,916,108453,108453,29-31 Royal Parade PARKVILLE 3052,Parkville,Private,4,144.95750,-37.79610,POINT (144.9575 -37.7961)
2012,916,108454,108454,33 Royal Parade PARKVILLE 3052,Parkville,Private,1,144.95750,-37.79610,POINT (144.9575 -37.7961)
2012,916,108455,108455,35-39 Royal Parade PARKVILLE 3052,Parkville,Private,2,144.95750,-37.79600,POINT (144.9575 -37.796)
2012,916,109206,109206,1 Story Street PARKVILLE 3052,Parkville,Residential,1,144.95710,-37.79670,POINT (144.9571 -37.7967)
2012,916,109207,109207,3 Story Street PARKVILLE 3052,Parkville,Residential,1,144.95700,-37.79670,POINT (144.957 -37.7967)
2012,916,109208,109208,5 Story Street PARKVILLE 3052,Parkville,Residential,2,144.95690,-37.79670,POINT (144.9569 -37.7967)
2012,917,101016,101016,22 Benjamin Street PARKVILLE 3052,Parkville,Residential,2,144.95580,-37.79620,POINT (144.9558 -37.7962)
2012,917,101017,101017,20 Benjamin Street PARKVILLE 3052,Parkville,Residential,1,144.95580,-37.79620,POINT (144.9558 -37.7962)
2012,917,101018,101018,18 Benjamin Street PARKVILLE 3052,Parkville,Residential,2,144.95580,-37.79630,POINT (144.9558 -37.7963)
2012,917,101019,101019,16 Benjamin Street PARKVILLE 3052,Parkville,Residential,2,144.95580,-37.79630,POINT (144.9558 -37.7963)
2012,917,101020,101020,14 Benjamin Street PARKVILLE 3052,Parkville,Residential,2,144.95580,-37.79640,POINT (144.9558 -37.7964)
2012,917,103763,103763,11 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95630,-37.79640,POINT (144.9563 -37.7964)
2012,917,103764,103764,13 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95630,-37.79640,POINT (144.9563 -37.7964)
2012,917,103765,103765,15 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,2,144.95630,-37.79630,POINT (144.9563 -37.7963)
2012,917,103766,103766,17 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,2,144.95630,-37.79630,POINT (144.9563 -37.7963)
2012,917,103767,103767,19 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,1,144.95640,-37.79620,POINT (144.9564 -37.7962)
2012,917,103768,103768,21 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,2,144.95640,-37.79620,POINT (144.9564 -37.7962)
2012,917,103769,103769,23 Fitzgibbon Street PARKVILLE 3052,Parkville,Residential,2,144.95640,-37.79610,POINT (144.9564 -37.7961)
2012,917,106746,106746,27 Morrah Street PARKVILLE 3052,Parkville,Residential,1,144.95660,-37.79590,POINT (144.9566 -37.7959)
2012,917,106749,106749,33 Morrah Street PARKVILLE 3052,Parkville,Residential,1,144.95640,-37.79590,POINT (144.9564 -37.7959)
2012,917,106750,106750,35-37 Morrah Street PARKVILLE 3052,Parkville,Residential,3,144.95630,-37.79590,POINT (144.9563 -37.7959)
2012,917,106751,106751,39-41 Morrah Street PARKVILLE 3052,Parkville,Residential,4,144.95620,-37.79590,POINT (144.9562 -37.7959)
2012,917,106752,106752,43 Morrah Street PARKVILLE 3052,Parkville,Residential,1,144.95610,-37.79590,POINT (144.9561 -37.7959)
2012,917,106753,106753,45 Morrah Street PARKVILLE 3052,Parkville,Residential,1,144.95610,-37.79590,POINT (144.9561 -37.7959)
2012,917,106757,106757,53 Morrah Street PARKVILLE 3052,Parkville,Residential,1,144.95580,-37.79580,POINT (144.9558 -37.7958)
2012,917,106758,106758,55 Morrah Street PARKVILLE 3052,Parkville,Residential,1,144.95570,-37.79580,POINT (144.9557 -37.7958)
2012,917,109230,109230,52 Story Street PARKVILLE 3052,Parkville,Residential,1,144.95560,-37.79660,POINT (144.9556 -37.7966)
2012,917,109231,109231,50 Story Street PARKVILLE 3052,Parkville,Residential,1,144.95570,-37.79660,POINT (144.9557 -37.7966)
2012,917,109232,109232,48 Story Street PARKVILLE 3052,Parkville,Residential,2,144.95580,-37.79660,POINT (144.9558 -37.7966)
2012,917,109233,109233,46 Story Street PARKVILLE 3052,Parkville,Residential,1,144.95580,-37.79660,POINT (144.9558 -37.7966)
2012,917,109235,109235,42 Story Street PARKVILLE 3052,Parkville,Residential,2,144.95600,-37.79660,POINT (144.956 -37.7966)
2012,917,109236,109236,40 Story Street PARKVILLE 3052,Parkville,Residential,1,144.95610,-37.79660,POINT (144.9561 -37.7966)
2012,917,109237,109237,38 Story Street PARKVILLE 3052,Parkville,Residential,1,144.95610,-37.79660,POINT (144.9561 -37.7966)
2012,917,109238,109238,36 Story Street PARKVILLE 3052,Parkville,Residential,1,144.95620,-37.79660,POINT (144.9562 -37.7966)
2012,917,109239,109239,34 Story Street PARKVILLE 3052,Parkville,Residential,2,144.95630,-37.79660,POINT (144.9563 -37.7966)
2012,917,109240,109240,32 Story Street PARKVILLE 3052,Parkville,Residential,1,144.95630,-37.79660,POINT (144.9563 -37.7966)
2012,917,109241,109241,30 Story Street PARKVILLE 3052,Parkville,Residential,1,144.95640,-37.79670,POINT (144.9564 -37.7967)
2012,917,109242,109242,28 Story Street PARKVILLE 3052,Parkville,Residential,1,144.95640,-37.79670,POINT (144.9564 -37.7967)
