Geo Point,Geo Shape,total
"-37.79925335451235, 144.92691240033542","{""coordinates"": [[[[144.92759664323393, -37.79934661563878], [144.9271901202595, -37.79958801406222], [144.92662151404318, -37.79950147651049], [144.92656685158013, -37.799492565622074], [144.92611139414512, -37.79942240060959], [144.92613196138103, -37.799336790613786], [144.9270810456529, -37.798784489459266], [144.9273265480544, -37.79905057513669], [144.92735074445577, -37.79907717117469], [144.92759664323393, -37.79934661563878]]]], ""type"": ""MultiPolygon""}",58.8322119861
"-37.79950687704018, 144.94949576753478","{""coordinates"": [[[[144.95009774487502, -37.79941370586557], [144.94997660510552, -37.80010476439465], [144.94972493573601, -37.800077842916885], [144.94949335172717, -37.80005278562584], [144.94944964305603, -37.80004808629827], [144.9488341644883, -37.79998196147665], [144.9489127084897, -37.79953603836505], [144.94894280234035, -37.799350387810954], [144.9490175079483, -37.798904199348215], [144.9497808471063, -37.798988326002814], [144.95001844102427, -37.799013190037506], [144.95005014448176, -37.79902529510615], [144.95014650408646, -37.79909816590782], [144.95012677069755, -37.799215453371005], [144.95009774487502, -37.79941370586557]]]], ""type"": ""MultiPolygon""}",294.018948436
"-37.79927835644079, 144.9474502320336","{""coordinates"": [[[[144.9485642663552, -37.79953479173253], [144.948493450577, -37.799947426077715], [144.946221000627, -37.799693926022165], [144.94629988939144, -37.799248717236964], [144.94641432742515, -37.79860491002077], [144.9486788864472, -37.79886690339144], [144.94859641093564, -37.7993474877471], [144.9485642663552, -37.79953479173253]]]], ""type"": ""MultiPolygon""}",1705.29979476
"-37.799932504292485, 144.96931430437613","{""coordinates"": [[[[144.96940902302336, -37.800859217327044], [144.969347088746, -37.80086272752599], [144.969285126628, -37.800859541666206], [144.96859985655001, -37.800784938866585], [144.96863012002092, -37.80060725163851], [144.9686341557288, -37.80058341062416], [144.96866098868824, -37.80042695229369], [144.96866518226474, -37.80039700626356], [144.96871823612398, -37.80008938176788], [144.96872243542933, -37.800064707388906], [144.9687493136516, -37.79990677829073], [144.96875340565586, -37.799882734348316], [144.9688098472148, -37.79955228863956], [144.9688181349302, -37.79949850460858], [144.9688624093121, -37.79924338589635], [144.96887233984538, -37.79918476349018], [144.96890396094156, -37.79899809700017], [144.96892238447742, -37.79898682559483], [144.97002483030144, -37.79910922454861], [144.970038064299, -37.79912322290869], [144.97000817537264, -37.79928779576451], [144.9700014073686, -37.79933061519875], [144.9699554269779, -37.79962302672655], [144.96994477127672, -37.799676518709454], [144.96987328509454, -37.8000822235307], [144.96986795868744, -37.800116162805395], [144.9698263365754, -37.80036659654559], [144.9698212762478, -37.80039778493703], [144.9697983139271, -37.80054509765419], [144.9697873720286, -37.80059255466744], [144.96977038587113, -37.80063361423906], [144.96974736252, -37.800672778150854], [144.96971862916638, -37.800709489818104], [144.96967942250333, -37.80074769406902], [144.96963404919057, -37.80078132714055], [144.9695833473489, -37.800809767768534], [144.96952825353006, -37.80083249060227], [144.9694697854167, -37.8008490759089], [144.96940902302336, -37.800859217327044]]]], ""type"": ""MultiPolygon""}",1149.07222146
"-37.79875067419871, 144.93445671508434","{""coordinates"": [[[[144.93562923382993, -37.79855444869632], [144.93570005768524, -37.798807164346094], [144.93557664015574, -37.79888260111563], [144.93557293918724, -37.79888424253568], [144.93551966778807, -37.79891654347864], [144.93552203638325, -37.79891680791113], [144.93505122554612, -37.79920057999569], [144.9335565612315, -37.799034355182876], [144.93343050876794, -37.79868328833311], [144.9334322999766, -37.79868348833848], [144.93342000277008, -37.79864876552062], [144.93341717035105, -37.798648449078385], [144.93329193589037, -37.79828714985311], [144.93462787954317, -37.798439937304735], [144.9348163628203, -37.79846149228295], [144.93562923382993, -37.79855444869632]]]], ""type"": ""MultiPolygon""}",3472.07652971
"-37.79979012406418, 144.96784682159563","{""coordinates"": [[[[144.96837864739575, -37.80004933404343], [144.9682684339769, -37.8007505169055], [144.96787508864, -37.800707464143514], [144.96714979041957, -37.80062826346558], [144.96713128175915, -37.80061154229282], [144.96716298129007, -37.80040604264607], [144.96716794761267, -37.80037884666848], [144.96721594314886, -37.80010593144936], [144.96722145814954, -37.800073520245135], [144.9673352101693, -37.79940450969974], [144.967345719142, -37.79934296746589], [144.96743356438458, -37.7988301036349], [144.96762827842542, -37.798849085872924], [144.9676590547425, -37.798852050413586], [144.9685548289641, -37.79895040219039], [144.96856284108554, -37.79896057063112], [144.96847573385136, -37.799462657515555], [144.96846807486074, -37.79952702488009], [144.96843487309144, -37.79971843456811], [144.96842984584586, -37.79974741704426], [144.9683850654048, -37.80000850174945], [144.96837864739575, -37.80004933404343]]]], ""type"": ""MultiPolygon""}",5468.98399954
"-37.798606621376905, 144.949191348752","{""coordinates"": [[[[144.949362590712, -37.79868380573755], [144.94936239543972, -37.79868380323838], [144.94936219918173, -37.79868379531502], [144.9493620041834, -37.79868378290771], [144.94936180935952, -37.798683764195225], [144.9490822110387, -37.79865346217196], [144.94908164620878, -37.79864403234301], [144.94908148710385, -37.79863459245768], [144.9490817345599, -37.79862515334462], [144.94908238709294, -37.79861572759438], [144.94908344558868, -37.79860632423421], [144.94908490745297, -37.79859695493419], [144.94908677125136, -37.7985876304834], [144.94908903441438, -37.79857836165121], [144.94909169548302, -37.79856916012741], [144.9490947507526, -37.79856003666169], [144.9490981965684, -37.79855100020207], [144.94910202920084, -37.79854206239878], [144.94910624267524, -37.798533233961926], [144.94911083444694, -37.79852452476003], [144.9491157985661, -37.79851594460245], [144.94912112792264, -37.79850750417932], [144.94912681772672, -37.798499212419024], [144.94912701941226, -37.798498941973946], [144.94912723229982, -37.798498677130965], [144.94912745636464, -37.79849841879089], [144.94912769276658, -37.79849816607277], [144.94912793918567, -37.79849792073841], [144.94912819678194, -37.79849768190697], [144.94912846439527, -37.79849745045943], [144.94912874202566, -37.798497226395696], [144.94912902967326, -37.798497009715824], [144.9491293261529, -37.79849680220158], [144.9491296315145, -37.79849660205138], [144.94912994570822, -37.79849641106671], [144.94913026875892, -37.79849622834693], [144.94913059834653, -37.79849605565392], [144.9491309367912, -37.798495891225734], [144.94913128063757, -37.79849573680453], [144.9491316321809, -37.79849559152913], [144.94913198912596, -37.798495456260774], [144.9491323526079, -37.79849533101917], [144.94913272149154, -37.798495215784556], [144.94913309461688, -37.79849511143794], [144.94913347200875, -37.79849501707852], [144.94913385366726, -37.79849493270641], [144.94913423843224, -37.798494859202464], [144.94913462630373, -37.79849479656676], [144.94913501728172, -37.79849474479921], [144.94913541023107, -37.79849470388018], [144.94913580401663, -37.798494673789754], [144.94913619863834, -37.79849465452803], [144.94913659523135, -37.79849464611474], [144.94913699036542, -37.79849464939134], [144.9491373863606, -37.79849466259584], [144.94913778089673, -37.798494687490255], [144.94913817399868, -37.79849472317379], [144.94913856566654, -37.79849476964648], [144.94913895592524, -37.79849482600752], [144.94913934245452, -37.79849489401893], [144.94913972527942, -37.79849497277996], [144.9491401055351, -37.79849506231029], [144.949140480976, -37.79849516166976], [144.9491408515774, -37.79849527175903], [144.9491412173641, -37.7984953916774], [144.94914157833605, -37.798495521424854], [144.9491419321982, -37.79849566186259], [144.9491422801354, -37.79849581120891], [144.94914262212276, -37.79849597036455], [144.94914295588998, -37.79849613928996], [144.94914328259716, -37.7984963171042], [144.94914360110909, -37.79849650378748], [144.94914391029064, -37.798496699320005], [144.94914421243706, -37.79849690284061], [144.9491445041179, -37.79849711519071], [144.94914478651816, -37.798497334588575], [144.94936662322394, -37.798676140261854], [144.94936675864935, -37.798676253464656], [144.94936688832416, -37.798676369270915], [144.94936701335874, -37.798676488601025], [144.94936713259295, -37.798676612336], [144.94936724721174, -37.798676738694176], [144.94936735608013, -37.79867686765573], [144.949367459173, -37.79867700012143], [144.94936755538023, -37.79867713517073], [144.94936764697204, -37.79867727284326], [144.94936773170303, -37.798677412198586], [144.94936781068358, -37.79867755415733], [144.9493678839136, -37.798677698719494], [144.94936795028275, -37.7986778449645], [144.94936801092635, -37.79867799291217], [144.949368063574, -37.79867814252298], [144.94936811165607, -37.798678292955465], [144.94936815174228, -37.79867844505108], [144.94936818610284, -37.79867859884929], [144.94936821251733, -37.79867875250917], [144.94936823323098, -37.798678906970956], [144.94936824710885, -37.798679062214845], [144.94936825417574, -37.798679217340194], [144.94936825443168, -37.79867937234694], [144.9493682478518, -37.798679528135764], [144.94936823448586, -37.798679682905274], [144.94936821430895, -37.79867983755623], [144.94936818734593, -37.79867999118782], [144.9493681547072, -37.79868014472056], [144.9493681141472, -37.7986802972142], [144.9493680679613, -37.798680447807534], [144.9493680149893, -37.79868059738149], [144.9493679552313, -37.79868074593613], [144.94936788873707, -37.798680891669946], [144.9493678165919, -37.79868103640419], [144.94936773771056, -37.79868117831761], [144.94936765320318, -37.798681318330665], [144.94936756306993, -37.798681456443425], [144.94936746620039, -37.79868159173537], [144.94936736372978, -37.798681724226256], [144.9493672556582, -37.79868185391611], [144.9493671420103, -37.798681979904096], [144.94936702276146, -37.79868210309107], [144.9493668979115, -37.79868222347698], [144.94936676862056, -37.79868234018086], [144.9493666337535, -37.798682453182884], [144.94936649447033, -37.79868256160217], [144.94936635072125, -37.79868266724019], [144.94936620142093, -37.79868276827564], [144.94936604881474, -37.798682865648786], [144.94936589179255, -37.79868295843918], [144.9493657303542, -37.798683046646815], [144.94936556561004, -37.79868313119214], [144.94936539760988, -37.798683210273744], [144.94936522630388, -37.79868328569308], [144.9493650517419, -37.798683355648635], [144.949364873899, -37.79868342104121], [144.94936469280003, -37.79868348097002], [144.9493645095553, -37.79868353635556], [144.9493643253, -37.798683587217674], [144.9493641377887, -37.79868363261599], [144.9493639481565, -37.79868367257035], [144.94936375753863, -37.79868370710045], [144.94936356477498, -37.798683737087366], [144.94936337216083, -37.798683761669814], [144.9493631774258, -37.798683780808226], [144.94936298170506, -37.79868379452247], [144.94936278613383, -37.79868380283223], [144.949362590712, -37.79868380573755]]]], ""type"": ""MultiPolygon""}",1.33552220576
"-37.79901964593137, 144.94518288115617","{""coordinates"": [[[[144.94607965876145, -37.79856624391114], [144.94588226687495, -37.79965410046181], [144.9451952638594, -37.799578876150555], [144.9449650938877, -37.79955367243971], [144.944287914652, -37.79947951838485], [144.9444876650082, -37.79837936724748], [144.94607965876145, -37.79856624391114]]]], ""type"": ""MultiPolygon""}",684.740142768
"-37.79922421978277, 144.95238580927222","{""coordinates"": [[[[144.952603864656, -37.799703597454716], [144.95197781039477, -37.80019512752093], [144.95159213530002, -37.79988936266528], [144.95154304191973, -37.79984974889294], [144.95115804375223, -37.79954517473036], [144.9516455553195, -37.79915855786919], [144.9516551145071, -37.799150977065956], [144.95178981161263, -37.79904447547546], [144.95184598733124, -37.79900447602014], [144.95242777508736, -37.79854213483642], [144.95246187645387, -37.79851385969585], [144.9527918619976, -37.798251552953396], [144.95294785215418, -37.79837520551091], [144.95299660495027, -37.79841385145949], [144.95309857625236, -37.79849468311021], [144.95320224667853, -37.79857686138044], [144.95326102764616, -37.798623456195685], [144.9534077645398, -37.79873977204745], [144.95361301421178, -37.79890246907559], [144.9532863449646, -37.79916144280411], [144.95324751285284, -37.79919189588493], [144.95265673417788, -37.7996592863584], [144.952603864656, -37.799703597454716]]]], ""type"": ""MultiPolygon""}",5374.67191175
"-37.79842408020013, 144.95146333232427","{""coordinates"": [[[[144.9525483227794, -37.79805758002467], [144.950922189976, -37.79934920033894], [144.9508085196741, -37.79925422723783], [144.9507586955374, -37.799210059774126], [144.95071468944457, -37.79916215904409], [144.95067694284768, -37.799111005582304], [144.95064583440188, -37.7990571125534], [144.95062167617317, -37.799001020992115], [144.9506047103839, -37.79894329322339], [144.9505951072117, -37.79888450835136], [144.95059296297413, -37.79882525608304], [144.95059481010927, -37.79857601288109], [144.95190936848024, -37.79754857460407], [144.9525483227794, -37.79805758002467]]]], ""type"": ""MultiPolygon""}",350.802218718
"-37.79815789344655, 144.96963006795212","{""coordinates"": [[[[144.97008975146986, -37.79882948954261], [144.9700725481108, -37.79884100746077], [144.9693067465271, -37.79875628837473], [144.969278077058, -37.79875311660107], [144.96895168283578, -37.798717006690275], [144.96895155743604, -37.79871699281223], [144.9690463112156, -37.798189765586685], [144.96907895042142, -37.79801108332908], [144.9691701740296, -37.79747570133492], [144.96945156814976, -37.79750447399278], [144.96949344830318, -37.79750873142012], [144.97008549207538, -37.79757549027505], [144.97031064284172, -37.797600883572514], [144.97024633220943, -37.79795248401631], [144.9702413987741, -37.79797945553326], [144.97018100518054, -37.79830963729309], [144.9701795713078, -37.798317640843855], [144.9701315432321, -37.79858523174408], [144.970125010841, -37.79861329473088], [144.97008975146986, -37.79882948954261]]]], ""type"": ""MultiPolygon""}",1694.61804556
"-37.79767812754921, 144.96520087907032","{""coordinates"": [[[[144.9658256032188, -37.79741406440626], [144.96566268906187, -37.79836230198616], [144.96452525890237, -37.79823937651553], [144.96473914479802, -37.79699367342106], [144.96564797530806, -37.79709239289466], [144.96568228572994, -37.79709611954764], [144.96587660130058, -37.79711722565701], [144.9658256032188, -37.79741406440626]]]], ""type"": ""MultiPolygon""}",9878.30089597
"-37.7969519323404, 144.9455510372954","{""coordinates"": [[[[144.94640823527678, -37.79669164586098], [144.94628110369032, -37.797401988091295], [144.94607751870578, -37.79737916985793], [144.94604105367702, -37.797375019170836], [144.94583003348157, -37.797352079279854], [144.94582209679848, -37.797351216519964], [144.94560273147255, -37.79732736893892], [144.9455671159709, -37.79732250162143], [144.9450396389445, -37.797260264064874], [144.9450049578104, -37.79725731571452], [144.94469262090766, -37.797220746975015], [144.94482292792782, -37.79649958011112], [144.94524453911635, -37.796548464495736], [144.94525853091662, -37.79655008742081], [144.94542139537674, -37.79656897030498], [144.9461657597354, -37.79665527621151], [144.94619780019022, -37.796658845034344], [144.94639779553108, -37.7966820571137], [144.94640823527678, -37.79669164586098]]]], ""type"": ""MultiPolygon""}",230.743770683
"-37.79651099575257, 144.9226734890243","{""coordinates"": [[[[144.92289111930359, -37.79677400029696], [144.92214500133403, -37.79720373591412], [144.92212122190026, -37.797200732904706], [144.9216759501638, -37.79671339177997], [144.92167974179227, -37.79669451808124], [144.9218268168964, -37.79660990422067], [144.92188656602698, -37.7965755297906], [144.92204972709388, -37.796481660930425], [144.92207960149452, -37.796464473601894], [144.9221094760202, -37.7964472863804], [144.9232025969093, -37.79581838491922], [144.92322638162224, -37.795821393206054], [144.92337300124152, -37.79598186260661], [144.92346630509226, -37.796083979371694], [144.92350962471144, -37.79613139072594], [144.92367106055147, -37.796308073904925], [144.92366727482116, -37.79632695363678], [144.92331830015354, -37.79652795585097], [144.9232815464735, -37.79654912511038], [144.9229186851628, -37.7967581232328], [144.92289111930359, -37.79677400029696]]]], ""type"": ""MultiPolygon""}",184.549657304
"-37.796697401630524, 144.94365329692752","{""coordinates"": [[[[144.94428609260316, -37.797572508900565], [144.94423368516158, -37.79786090210404], [144.94255049218407, -37.79630910924436], [144.94253331606657, -37.79629184093359], [144.94219866967254, -37.79598441366377], [144.9432901164492, -37.79610737659122], [144.94332440478803, -37.79611123935685], [144.94452732922792, -37.79624674888491], [144.94441911098596, -37.79684316262267], [144.94441328118148, -37.7968727908693], [144.9443571765354, -37.79718147178113], [144.94432488801328, -37.79735911808743], [144.94429397074705, -37.7975292185544], [144.94428609260316, -37.797572508900565]]]], ""type"": ""MultiPolygon""}",785.074705721
"-37.79702330289327, 144.9717999799433","{""coordinates"": [[[[144.97278428302187, -37.79734699722729], [144.97273795216137, -37.7975886268579], [144.97187001449134, -37.79748975053359], [144.97179941047295, -37.79748186867828], [144.97154487015607, -37.7974534526526], [144.97151744789224, -37.797450391226874], [144.9709255649286, -37.797384313160556], [144.97089225345027, -37.797381044456536], [144.9707101431404, -37.7973615670457], [144.97070182043953, -37.79734779769081], [144.97076460173767, -37.7969787365958], [144.97077626263302, -37.796911101484575], [144.97082240779898, -37.796643446793674], [144.97082535725144, -37.79662633927369], [144.97085149327623, -37.79647474218871], [144.9708731904693, -37.79646208509453], [144.97129715569295, -37.79650974104223], [144.97132746846316, -37.79651310869365], [144.9719550817033, -37.79658241497977], [144.97202468074562, -37.79658977994839], [144.97254091190828, -37.79664572219875], [144.97257568984645, -37.79664893457313], [144.97288159695225, -37.79668225607422], [144.97289774707437, -37.79669802556708], [144.9727899974621, -37.79732241217759], [144.97278428302187, -37.79734699722729]]]], ""type"": ""MultiPolygon""}",1708.84310713
"-37.79620563038936, 144.93424910708046","{""coordinates"": [[[[144.9351151147496, -37.796318007096836], [144.93514872118828, -37.796639772595626], [144.9341140128957, -37.79652148845591], [144.93392583481952, -37.796499975596745], [144.9333236267439, -37.796431128044325], [144.93338012601217, -37.796113733635], [144.93338524910087, -37.796086391687325], [144.9334386529325, -37.795770429731725], [144.93509188601857, -37.7959597219775], [144.9351129725168, -37.796282054022974], [144.9351151147496, -37.796318007096836]]]], ""type"": ""MultiPolygon""}",340.877989546
"-37.79579447965429, 144.9397667502267","{""coordinates"": [[[[144.9399417854115, -37.796103943294774], [144.9399092177585, -37.79612694472128], [144.93941055391952, -37.79567061802462], [144.9394264975922, -37.795583053387325], [144.94003476362397, -37.7956527912184], [144.9399417854115, -37.796103943294774]]]], ""type"": ""MultiPolygon""}",0.0
"-37.79627750372455, 144.9673261275874","{""coordinates"": [[[[144.9675626055778, -37.79610739833812], [144.96746002563123, -37.796684732902484], [144.96695575155323, -37.79604037993305], [144.9675626055778, -37.79610739833812]]]], ""type"": ""MultiPolygon""}",603.112525568
"-37.79659654236784, 144.96666859061375","{""coordinates"": [[[[144.96727689139087, -37.7969622411072], [144.96727018577914, -37.79699204314524], [144.96665846924776, -37.79692769016486], [144.96661624162329, -37.796923247638475], [144.96649571062264, -37.79691056735303], [144.96647871449278, -37.79690877926943], [144.96626348170776, -37.79688503407947], [144.96635473418073, -37.79635566361718], [144.9663586164621, -37.79633314182594], [144.96641939269068, -37.79598290690055], [144.96651334828687, -37.79599327723937], [144.96670826555402, -37.79624079716553], [144.96672554368197, -37.79626273796161], [144.96698420561142, -37.79658928652077], [144.96700791772653, -37.79661856185741], [144.96727689139087, -37.7969622411072]]]], ""type"": ""MultiPolygon""}",534.419425508
"-37.79566335724386, 144.92188883105536","{""coordinates"": [[[[144.9235054672523, -37.795488333639966], [144.92312308176074, -37.795708335122605], [144.9231130850967, -37.795697394091064], [144.92308955358797, -37.7957109326228], [144.92300029637155, -37.79572216046918], [144.92291263833212, -37.795739602241866], [144.9228272650796, -37.79576312152105], [144.92274484435526, -37.79579253435217], [144.9226660208096, -37.795827610684505], [144.92259141096017, -37.79586807617066], [144.92252159837017, -37.79591361431173], [144.92245712908417, -37.79596386893296], [144.92239850735731, -37.79601844696914], [144.92234619171114, -37.796076921538905], [144.92230059134744, -37.796138835283216], [144.92226206294703, -37.79620370394244], [144.92201617379692, -37.796345168589845], [144.9219564247721, -37.796379543091696], [144.92152669046308, -37.796626774233], [144.92150290558146, -37.796623765484945], [144.9212696520499, -37.79636846961746], [144.92120634072793, -37.796299174878804], [144.92104639708492, -37.79612411419677], [144.92103306855216, -37.796109525817585], [144.92050259442803, -37.795528906204595], [144.920506386282, -37.795510032434514], [144.92099356640682, -37.79522975432645], [144.92102114237827, -37.79521388948252], [144.9212279629292, -37.795094902898505], [144.92131874637957, -37.79504861884863], [144.92138810733022, -37.795022872559905], [144.92146067135442, -37.79500346605506], [144.92153552158635, -37.79499064454064], [144.92161171227528, -37.79498457001997], [144.92168828073434, -37.79498531924672], [144.92176425950362, -37.79499288275476], [144.92183868857336, -37.79500716497811], [144.9219106275133, -37.79502798545794], [144.9219791673543, -37.79505508112291], [144.9220434420732, -37.79508810961249], [144.9220977474175, -37.795116535598346], [144.9221552225154, -37.79514072086605], [144.92221534308342, -37.79516044479799], [144.92227756070477, -37.795175527472445], [144.922341307832, -37.79518583130503], [144.92235176181444, -37.79521731886833], [144.9217757901819, -37.79554868993466], [144.92168846559414, -37.795598929450684], [144.92148164371403, -37.79571791748009], [144.92145406749847, -37.79573378253808], [144.9215340394697, -37.79582131241169], [144.92154736819643, -37.79583590073866], [144.92157494443202, -37.795820035659574], [144.92244506316547, -37.79531943638308], [144.92284460755388, -37.79508956471414], [144.9228450968122, -37.79508928316609], [144.92303895424394, -37.794977749350636], [144.9230627386805, -37.7949807576628], [144.92350925834057, -37.795469459863064], [144.9235054672523, -37.795488333639966]]]], ""type"": ""MultiPolygon""}",315.647124983
"-37.7968472719922, 144.9481574688925","{""coordinates"": [[[[144.94920115538227, -37.79801380178892], [144.94899695056122, -37.798171514880785], [144.94897813521268, -37.798169357686945], [144.9485944128504, -37.79786471526858], [144.94856725166477, -37.79784239739747], [144.94842912008627, -37.7977323626287], [144.94840441473542, -37.79771310464088], [144.94810718845628, -37.797476756237955], [144.94808426793705, -37.797457972661], [144.9478515819858, -37.79727161756971], [144.9473079957489, -37.796840813163605], [144.94728427906654, -37.79682250219125], [144.9472486888456, -37.796794357324096], [144.947240180788, -37.79678762908487], [144.94679805129167, -37.79643798891445], [144.94685131837747, -37.79614134761099], [144.946857203664, -37.796113369347644], [144.94688738977047, -37.795942355862685], [144.94689268997666, -37.795911717938736], [144.94692760728765, -37.79572363731391], [144.9470031817668, -37.79530872625904], [144.9477612264864, -37.795915413461984], [144.9481777396655, -37.796243231454966], [144.94866117484395, -37.79663120516393], [144.94868251874192, -37.79664826684303], [144.94947315938154, -37.797279239632566], [144.9497999146121, -37.797541667223264], [144.9492224325729, -37.797997368764214], [144.94920115538227, -37.79801380178892]]]], ""type"": ""MultiPolygon""}",568.022629069
"-37.797355503806415, 144.93537717694306","{""coordinates"": [[[[144.93582952957559, -37.79513650738298], [144.9358217958183, -37.79517830528098], [144.93654579884554, -37.79525976486862], [144.93694524738262, -37.79806424633747], [144.93691927928225, -37.798079717186155], [144.9373004032207, -37.799444630871314], [144.93694805817614, -37.799405939857806], [144.93694953893288, -37.79942992261165], [144.93688418749693, -37.79943166124556], [144.93687347284546, -37.79939774956843], [144.93672072460453, -37.79938097577345], [144.93673250369443, -37.799446306059956], [144.9366505005162, -37.79943017980601], [144.93664152497152, -37.79937227857397], [144.93659078357143, -37.79936670643769], [144.9366062509089, -37.7994204827486], [144.93649807655837, -37.79940615064438], [144.9364900901187, -37.799355648813666], [144.93575199099334, -37.79927459371361], [144.9358633232195, -37.79871309594527], [144.93578090470533, -37.79843136576706], [144.93476387580571, -37.79831709988809], [144.93476335152533, -37.79831565758254], [144.93323730870372, -37.798142111263985], [144.93301846057292, -37.79753024177583], [144.93297547989317, -37.79741395186991], [144.9329769277014, -37.797414120322095], [144.93292425049148, -37.797266839982925], [144.9329237413441, -37.797266782767295], [144.932799360357, -37.79691773643095], [144.93279938996983, -37.796917739865584], [144.93266363424738, -37.79653817485457], [144.93418232261936, -37.79671146555798], [144.93418228962082, -37.79671137378525], [144.93536210470052, -37.79684607147008], [144.93529835507766, -37.79637496669951], [144.93527742413278, -37.796166013044314], [144.93526464087108, -37.795956645905896], [144.9352600174345, -37.795747065282015], [144.93526355817033, -37.79553747137289], [144.93527525962713, -37.795328064389594], [144.93529511055843, -37.79511904436318], [144.93552184948788, -37.79514455654795], [144.93552980030515, -37.79510158633114], [144.93582952957559, -37.79513650738298]]]], ""type"": ""MultiPolygon""}",10293.6507089
"-37.79511191754577, 144.93233180005643","{""coordinates"": [[[[144.93330464513897, -37.79525011743543], [144.93324735416758, -37.79556252359044], [144.9314803193847, -37.7953638096726], [144.93136352084105, -37.795028674080825], [144.93135444652094, -37.79499693749125], [144.93123614265022, -37.79466084677912], [144.9333686581215, -37.7949030977149], [144.93332320400074, -37.795150987094516], [144.93331143347217, -37.79521518077731], [144.93330464513897, -37.79525011743543]]]], ""type"": ""MultiPolygon""}",1819.2408551
"-37.79095019520504, 144.9308543317576","{""coordinates"": [[[[144.93150352962536, -37.79079695223204], [144.9314156952309, -37.79125490032519], [144.9303118859319, -37.79113180007056], [144.93019176277812, -37.7906447490618], [144.93150352962536, -37.79079695223204]]]], ""type"": ""MultiPolygon""}",87.8769492366
"-37.7959511341256, 144.97374367274594","{""coordinates"": [[[[144.9740203200822, -37.796523387312654], [144.97400465511353, -37.796531841241915], [144.97329706034805, -37.79645220835781], [144.97328444290852, -37.796439735062314], [144.97336036240736, -37.795999627215686], [144.9733913481166, -37.795820000082514], [144.97343503738537, -37.7955667275797], [144.97343800539994, -37.795549150563524], [144.97346821849243, -37.795370227775514], [144.974203018452, -37.79544886759092], [144.97416791225126, -37.795653418766], [144.97416412419656, -37.795676243234595], [144.97412786892372, -37.7958938772134], [144.97412501361873, -37.79591525826437], [144.97408101506002, -37.79617272656386], [144.9740674359787, -37.79625219060115], [144.9740637433285, -37.79627361446932], [144.9740203200822, -37.796523387312654]]]], ""type"": ""MultiPolygon""}",227.44028864
"-37.79567761448132, 144.92908937385874","{""coordinates"": [[[[144.93051963619814, -37.795458615146366], [144.92814900591978, -37.79684644291896], [144.92787869950632, -37.79655563598165], [144.92783274858246, -37.7965069299765], [144.92762730965856, -37.79628372549047], [144.92760780504975, -37.79626237579534], [144.92742183186212, -37.796060736250226], [144.92799452577148, -37.795727927544334], [144.92810477157377, -37.795662952258176], [144.93006348134804, -37.79452445036781], [144.93037245240947, -37.79456075471914], [144.93042033505847, -37.7948348510231], [144.93042540248808, -37.79486161493302], [144.93044435006797, -37.794976992091975], [144.93046256773087, -37.795038772401575], [144.9305276261652, -37.79544211087373], [144.93051963619814, -37.795458615146366]]]], ""type"": ""MultiPolygon""}",927.082161408
"-37.7953235382035, 144.94329718360714","{""coordinates"": [[[[144.9446781343911, -37.79537715877124], [144.94456837740432, -37.79597274396344], [144.94428829463226, -37.79594125733691], [144.9442562514702, -37.79593821063281], [144.94370844264003, -37.79587615188326], [144.94366722289573, -37.795871945384555], [144.94344058365968, -37.79584635799028], [144.94299022696748, -37.795794054306505], [144.94288650011015, -37.79578287892198], [144.94267531231293, -37.795758399180244], [144.94264057021522, -37.79575603484039], [144.94243448954964, -37.795732499892836], [144.9423294298709, -37.795722292137896], [144.94212368161763, -37.795700699983], [144.94208693707654, -37.79569765164267], [144.94198774019998, -37.79568589902286], [144.94196244189882, -37.795678564035896], [144.941938963349, -37.79566809055382], [144.94191791799815, -37.79565475222827], [144.94189985571825, -37.795638897563414], [144.94188524843884, -37.79562094081028], [144.94187447781604, -37.795601351142764], [144.9418678252612, -37.795580640399294], [144.9418654645886, -37.79555934970918], [144.9418674574739, -37.79553803535418], [144.94201415700562, -37.794675901412106], [144.94225761044, -37.794702225869145], [144.94229141341927, -37.79470649341146], [144.9424989101632, -37.79473087327678], [144.94260231746998, -37.79474369255572], [144.94281349647378, -37.79476592831743], [144.94284826802885, -37.79476885184464], [144.9430587062465, -37.7947920114503], [144.94315821905454, -37.79480358168044], [144.9447509950696, -37.79498178143108], [144.94468013860876, -37.79536628253911], [144.9446781343911, -37.79537715877124]]]], ""type"": ""MultiPolygon""}",371.509592191
"-37.794817107560654, 144.94100644724668","{""coordinates"": [[[[144.9417806493048, -37.7940682768173], [144.94150268561972, -37.79563294961952], [144.94015214832993, -37.79547965691881], [144.94022719586417, -37.79499274316118], [144.94031705124647, -37.794844688886904], [144.9403782314348, -37.7947933629768], [144.94046802763083, -37.79464540576946], [144.94048773517267, -37.794534465071884], [144.9405290886761, -37.794366216761155], [144.9405977196252, -37.793979787063485], [144.9417806493048, -37.7940682768173]]]], ""type"": ""MultiPolygon""}",1264.9290485
"-37.793897414011404, 144.92833586510088","{""coordinates"": [[[[144.92877354505455, -37.79418293089689], [144.92875861072446, -37.79419271632476], [144.92781796320224, -37.79409119716679], [144.9278254698048, -37.79364941176065], [144.92886381857875, -37.79366359509046], [144.92877354505455, -37.79418293089689]]]], ""type"": ""MultiPolygon""}",345.408927326
