pressure_zone,category,pipe_size,material,lined,pipe_age,shape__length,criticality,condition_score,ASSET_ID,MAIN_NAME,PIPE_AGE,MATERIAL,PIPE_LENGTH
SUGARLOAF DAM,S,150.0,MSCL,0,50.0,0.57,6,6.0,H001,SUGARLOAF DAM,,MSCL,0.57
SUGARLOAF DAM,S,100.0,MSCL,0,50.0,0.33,6,6.0,H001,SUGARLOAF DAM,,MSCL,0.33
SUGARLOAF DAM,S,100.0,MSCL,0,50.0,0.32,6,6.0,H001,SUGARLOAF DAM,,MSCL,0.32
SUGARLOAF DAM,S,150.0,MSCL,0,50.0,0.5,6,6.0,H001,SUGARLOAF DAM,,MSCL,0.5
SUGARLOAF DAM,S,150.0,MSCL,0,50.0,0.3,6,6.0,H001,SUGARLOAF DAM,,MSCL,0.3
OLINDA-MITCHAM NO.2,T,1150.0,MS,0,100.0,531.13,6,3.5,M054,OLINDA-MITCHAM NO.2,100.0,MS,531.13
OLINDA-MITCHAM NO.2,T,1150.0,MS,0,100.0,319.79,6,3.5,M054,OLINDA-MITCHAM NO.2,100.0,MS,319.79
OLINDA-MITCHAM NO.2,T,1150.0,MS,0,100.0,728.21,6,3.5,M054,OLINDA-MITCHAM NO.2,100.0,MS,728.21
LANGWARRIN-FRANKSTON NO 1 MAIN,T,900.0,RC,0,71.0,638.93,6,4.95,M427,LANGWARRIN-FRANKSTON NO 1 MAIN,71.0,RC,638.93
LANGWARRIN-FRANKSTON NO 1 MAIN,T,900.0,RC,0,71.0,196.05,6,4.95,M427,LANGWARRIN-FRANKSTON NO 1 MAIN,71.0,RC,196.05
BLACKBURN RD - NOTTING HILL,S,450.0,MSCL,0,11.0,2.5,6,7.95,M021,BLACKBURN RD - NOTTING HILL,11.0,MSCL,2.5
MITCHAM-NOTTING HILL MAIN,T,750.0,MSLB,0,99.0,280.2,6,3.55,M022,MITCHAM-NOTTING HILL MAIN,99.0,MSLB,280.2
MAROONDAH,T,1275.0,WI,0,135.0,217.49,6,3.5,M010,MAROONDAH,135.0,WI,217.49
BROOKLYN-GALVIN-LAVERTON MAIN,T,825.0,MSCL,0,60.0,1.12,6,5.5,M182,BROOKLYN-GALVIN-LAVERTON MAIN,60.0,MSCL,1.12
BROOKLYN-GALVIN-LAVERTON MAIN,T,900.0,MSEL,0,65.0,8.5,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSEL,8.5
BROOKLYN-GALVIN-LAVERTON MAIN,T,375.0,MSCL,0,65.0,2.82,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,2.82
BROOKLYN-GALVIN-LAVERTON MAIN,S,450.0,MSCL,0,65.0,29.91,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,29.91
BROOKLYN-GALVIN-LAVERTON MAIN,T,600.0,MSCL,0,60.0,1.53,6,5.5,M182,BROOKLYN-GALVIN-LAVERTON MAIN,60.0,MSCL,1.53
BROOKLYN-GALVIN-LAVERTON MAIN,T,900.0,MSEL,0,65.0,171.3,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSEL,171.3
BROOKLYN-GALVIN-LAVERTON MAIN,T,900.0,MSEL,0,65.0,460.84,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSEL,460.84
BROOKLYN-GALVIN-LAVERTON MAIN,T,900.0,MSEL,0,65.0,12.47,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSEL,12.47
MAROONDAH,T,1350.0,MS,0,137.0,217.56,6,3.5,M010,MAROONDAH,137.0,MS,217.56
MAROONDAH,T,600.0,CONC,0,135.0,841.45,6,3.5,A005,MAROONDAH,135.0,CONC,841.45
MAROONDAH,T,600.0,CONC,0,137.0,592.72,6,3.5,M010,MAROONDAH,137.0,CONC,592.72
BROOKLYN-GALVIN-LAVERTON MAIN,T,600.0,MSCL,0,65.0,658.49,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,658.49
BROOKLYN-GALVIN-LAVERTON MAIN,T,600.0,MSCL,0,57.0,6.93,6,5.65,M182,BROOKLYN-GALVIN-LAVERTON MAIN,57.0,MSCL,6.93
NORTH ESSENDON-FOOTSCRAY MAIN,T,150.0,MSCL,0,14.0,1.46,6,7.8,M102,NORTH ESSENDON-FOOTSCRAY MAIN,14.0,MSCL,1.46
BROOKLYN-GALVIN-LAVERTON MAIN,T,900.0,MSEL,0,65.0,174.44,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSEL,174.44
BROOKLYN-GALVIN-LAVERTON MAIN,T,600.0,MSCL,0,66.0,105.87,6,5.2,M182,BROOKLYN-GALVIN-LAVERTON MAIN,66.0,MSCL,105.87
BROOKLYN-GALVIN-LAVERTON MAIN,T,600.0,MSCL,0,65.0,2.87,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,2.87
BROOKLYN-GALVIN-LAVERTON MAIN,T,600.0,MSCL,0,65.0,125.75,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,125.75
BROOKLYN-GALVIN-LAVERTON MAIN,T,900.0,MSCL,0,14.0,1.32,6,7.8,M182,BROOKLYN-GALVIN-LAVERTON MAIN,14.0,MSCL,1.32
BROOKLYN-GALVIN-LAVERTON MAIN,T,825.0,MSCL,0,60.0,1.13,6,5.5,M182,BROOKLYN-GALVIN-LAVERTON MAIN,60.0,MSCL,1.13
BROOKLYN-GALVIN-LAVERTON MAIN,T,375.0,MSCL,0,65.0,2.1,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,2.1
NORTH ESSENDON-FOOTSCRAY MAIN,T,225.0,MSCL,0,14.0,3.99,6,7.8,M102,NORTH ESSENDON-FOOTSCRAY MAIN,14.0,MSCL,3.99
BROOKLYN-GALVIN-LAVERTON MAIN,T,600.0,MSCL,0,65.0,2.79,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,2.79
BROOKLYN-GALVIN-LAVERTON MAIN,T,900.0,MSCL,0,14.0,22.2,6,7.8,M182,BROOKLYN-GALVIN-LAVERTON MAIN,14.0,MSCL,22.2
BROOKLYN-GALVIN-LAVERTON MAIN,T,900.0,MSEL,0,65.0,850.44,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSEL,850.44
NORTH ESSENDON-FOOTSCRAY MAIN,T,900.0,MSCL,0,14.0,1.11,6,7.8,M102,NORTH ESSENDON-FOOTSCRAY MAIN,14.0,MSCL,1.11
BROOKLYN-GALVIN-LAVERTON MAIN,T,825.0,MSCL,0,60.0,1.0,6,5.5,M182,BROOKLYN-GALVIN-LAVERTON MAIN,60.0,MSCL,1.0
EPPING-GREENVALE MAIN,T,800.0,MS,0,16.0,0.983,6,7.7,M192,EPPING-GREENVALE MAIN,16.0,MS,0.983
EPPING-GREENVALE MAIN,T,800.0,MS,0,16.0,0.505,6,7.7,M192,EPPING-GREENVALE MAIN,16.0,MS,0.505
EPPING-GREENVALE MAIN,T,600.0,MS,0,16.0,0.83,6,7.7,M192,EPPING-GREENVALE MAIN,16.0,MS,0.83
EPPING-GREENVALE MAIN,T,600.0,MS,0,16.0,0.518,6,7.7,M192,EPPING-GREENVALE MAIN,16.0,MS,0.518
EPPING-GREENVALE MAIN,T,500.0,MS,0,16.0,0.742,6,7.7,M192,EPPING-GREENVALE MAIN,16.0,MS,0.742
EPPING-GREENVALE MAIN,T,800.0,MS,0,37.0,3.334,6,6.65,M192,EPPING-GREENVALE MAIN,37.0,MS,3.334
EPPING-GREENVALE MAIN,T,500.0,MS,0,16.0,1.706,6,7.7,M192,EPPING-GREENVALE MAIN,16.0,MS,1.706
EPPING-GREENVALE MAIN,T,800.0,MS,0,16.0,0.642,6,7.7,M192,EPPING-GREENVALE MAIN,16.0,MS,0.642
NORTH ESSENDON-FOOTSCRAY MAIN,T,900.0,MSCL,0,14.0,5.91,6,7.8,M102,NORTH ESSENDON-FOOTSCRAY MAIN,14.0,MSCL,5.91
BROOKLYN-GALVIN-LAVERTON MAIN,T,600.0,MSCL,0,65.0,715.41,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,715.41
BROOKLYN-GALVIN-LAVERTON MAIN,T,600.0,MSCL,0,65.0,172.03,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,172.03
BROOKLYN-GALVIN-LAVERTON MAIN,T,600.0,MSCL,0,57.0,2.44,6,5.65,M182,BROOKLYN-GALVIN-LAVERTON MAIN,57.0,MSCL,2.44
BROOKLYN-GALVIN-LAVERTON MAIN,T,450.0,MSCL,0,57.0,0.42,6,5.65,M182,BROOKLYN-GALVIN-LAVERTON MAIN,57.0,MSCL,0.42
BROOKLYN-GALVIN-LAVERTON MAIN,T,600.0,MSCL,0,65.0,28.76,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,28.76
BROOKLYN-GALVIN-LAVERTON MAIN,T,600.0,MSCL,0,65.0,45.33,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,45.33
BROOKLYN-GALVIN-LAVERTON MAIN,T,450.0,MSCL,0,65.0,0.61,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,0.61
BROOKLYN-GALVIN-LAVERTON MAIN,T,600.0,MSCL,0,65.0,474.46,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,474.46
NORTH ESSENDON-FOOTSCRAY MAIN,T,900.0,MSCL,0,14.0,1.68,6,7.8,M102,NORTH ESSENDON-FOOTSCRAY MAIN,14.0,MSCL,1.68
BROOKLYN-GALVIN-LAVERTON MAIN,T,375.0,MSCL,0,65.0,0.28,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,0.28
BROOKLYN-GALVIN-LAVERTON MAIN,T,600.0,MSCL,0,65.0,84.17,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,84.17
BROOKLYN-GALVIN-LAVERTON MAIN,T,600.0,MSCL,0,65.0,41.14,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,41.14
BROOKLYN-GALVIN-LAVERTON MAIN,T,900.0,MSEL,0,65.0,23.58,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSEL,23.58
NORTH ESSENDON-FOOTSCRAY MAIN,T,225.0,MSCL,0,14.0,0.83,6,7.8,M102,NORTH ESSENDON-FOOTSCRAY MAIN,14.0,MSCL,0.83
NORTH ESSENDON-FOOTSCRAY MAIN,T,225.0,MSCL,0,14.0,0.8,6,7.8,M102,NORTH ESSENDON-FOOTSCRAY MAIN,14.0,MSCL,0.8
BROOKLYN-GALVIN-LAVERTON MAIN,T,450.0,MSCL,0,65.0,2.74,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,2.74
BROOKLYN-GALVIN-LAVERTON MAIN,T,600.0,MSCL,0,65.0,451.31,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,451.31
BROOKLYN-GALVIN-LAVERTON MAIN,T,375.0,MSCL,0,65.0,0.9,6,5.25,M182,BROOKLYN-GALVIN-LAVERTON MAIN,65.0,MSCL,0.9
YAN YEAN-EPPING MAIN,T,825.0,MS,0,50.0,1.99,6,6.0,M190,YAN YEAN-EPPING MAIN,50.0,MS,1.99
YAN YEAN-EPPING MAIN,S,1150.0,MSCL,0,50.0,1.99,6,6.0,M190,YAN YEAN-EPPING MAIN,50.0,MSCL,1.99
YAN YEAN-EPPING MAIN,S,300.0,MS,0,66.0,57.3,6,5.2,M190,YAN YEAN-EPPING MAIN,66.0,MS,57.3
YAN YEAN-EPPING MAIN,S,825.0,MSCL,0,50.0,6.09,6,6.0,M190,YAN YEAN-EPPING MAIN,50.0,MSCL,6.09
YAN YEAN-EPPING MAIN,S,450.0,MSCL,0,50.0,3.75,6,6.0,M190,YAN YEAN-EPPING MAIN,50.0,MSCL,3.75
YAN YEAN-EPPING MAIN,S,450.0,MSCL,0,50.0,21.73,6,6.0,M190,YAN YEAN-EPPING MAIN,50.0,MSCL,21.73
YUROKE RESERVOIR,S,900.0,MS,0,16.0,2.08,6,7.7,R067,YUROKE RESERVOIR,16.0,MS,2.08
YUROKE RESERVOIR,S,600.0,MS,0,16.0,1.62,6,7.7,R067,YUROKE RESERVOIR,16.0,MS,1.62
YUROKE RESERVOIR,S,900.0,MS,0,46.0,3.28,6,6.2,R067,YUROKE RESERVOIR,46.0,MS,3.28
YUROKE RESERVOIR,S,900.0,MS,0,46.0,10.6,6,6.2,R067,YUROKE RESERVOIR,46.0,MS,10.6
YUROKE RESERVOIR,S,1350.0,MS,0,46.0,1.76,6,6.2,R067,YUROKE RESERVOIR,46.0,MS,1.76
YUROKE RESERVOIR,S,150.0,MS,0,10.0,2.0,6,8.0,R067,YUROKE RESERVOIR,10.0,MS,2.0
YAN YEAN-EPPING MAIN,S,450.0,MSCL,0,50.0,1.78,6,6.0,M190,YAN YEAN-EPPING MAIN,50.0,MSCL,1.78
YAN YEAN-EPPING MAIN,T,1700.0,MS,0,50.0,34.88,6,6.0,M190,YAN YEAN-EPPING MAIN,50.0,MS,34.88
YAN YEAN-EPPING MAIN,S,450.0,MSCL,0,50.0,4.12,6,6.0,M190,YAN YEAN-EPPING MAIN,50.0,MSCL,4.12
YAN YEAN-EPPING MAIN,S,825.0,MSCL,0,50.0,3.17,6,6.0,M190,YAN YEAN-EPPING MAIN,50.0,MSCL,3.17
YAN YEAN-EPPING MAIN,T,1700.0,MS,0,50.0,21.0,6,6.0,M190,YAN YEAN-EPPING MAIN,50.0,MS,21.0
YAN YEAN-EPPING MAIN,S,825.0,MSCL,0,50.0,3.2,6,6.0,M190,YAN YEAN-EPPING MAIN,50.0,MSCL,3.2
YAN YEAN-EPPING MAIN,S,300.0,MS,0,50.0,30.0,6,6.0,M190,YAN YEAN-EPPING MAIN,50.0,MS,30.0
YAN YEAN-EPPING MAIN,T,2100.0,RC,0,50.0,158.27,6,6.0,M190,YAN YEAN-EPPING MAIN,50.0,RC,158.27
YAN YEAN-EPPING MAIN,T,1700.0,MS,0,50.0,5.35,6,6.0,M190,YAN YEAN-EPPING MAIN,50.0,MS,5.35
YAN YEAN-EPPING MAIN,T,1700.0,MS,0,50.0,4.68,6,6.0,M190,YAN YEAN-EPPING MAIN,50.0,MS,4.68
OLINDA-MITCHAM NO.2,T,1150.0,MS,0,100.0,985.7,6,3.5,M054,OLINDA-MITCHAM NO.2,100.0,MS,985.7
OLINDA-MITCHAM NO.2,T,1150.0,MS,0,100.0,337.66,6,3.5,M054,OLINDA-MITCHAM NO.2,100.0,MS,337.66
MORNINGTON RESERVOIR,S,300.0,MSCL,0,20.0,0.77,6,7.5,R143,MORNINGTON RESERVOIR,20.0,MSCL,0.77
UNKNOWN,T,1800.0,MS,0,61.0,3.29,6,5.45,M263,UNKNOWN,61.0,MS,3.29
GREENVALE-YUROKE-SYDENHAM,S,225.0,MSCL,0,15.0,1.03,6,7.75,M333,GREENVALE-YUROKE-SYDENHAM,15.0,MSCL,1.03
GREENVALE-YUROKE-SYDENHAM,T,1150.0,MS,0,48.0,0.6,6,6.1,M333,GREENVALE-YUROKE-SYDENHAM,48.0,MS,0.6
WALLABY CREEK,T,600.0,BSTONE,0,140.0,1906.19,6,3.5,A002,WALLABY CREEK,140.0,BSTONE,1906.19
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,66.0,6.926,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,6.926
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,66.0,0.528,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,0.528
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,66.0,3.744,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,3.744
EPPING-PRESTON MAIN,S,600.0,MS,0,66.0,2.322,6,5.2,M194,EPPING-PRESTON MAIN,66.0,MS,2.322
MAROONDAH AQUADUCT REPLACEMENT,S,225.0,MS,0,52.0,1.98,6,5.9,M258,MAROONDAH AQUADUCT REPLACEMENT,52.0,MS,1.98
MAROONDAH AQUADUCT REPLACEMENT,S,225.0,MS,0,52.0,2.03,6,5.9,M258,MAROONDAH AQUADUCT REPLACEMENT,52.0,MS,2.03
MAROONDAH AQUADUCT REPLACEMENT,S,450.0,MSCL,0,43.0,6.7,6,6.35,M258,MAROONDAH AQUADUCT REPLACEMENT,43.0,MSCL,6.7
MAROONDAH AQUADUCT REPLACEMENT,S,300.0,MS,0,52.0,6.24,6,5.9,M258,MAROONDAH AQUADUCT REPLACEMENT,52.0,MS,6.24
MAROONDAH AQUADUCT REPLACEMENT,S,225.0,MSCL,0,23.0,0.51,6,7.35,M258,MAROONDAH AQUADUCT REPLACEMENT,23.0,MSCL,0.51
1W PIPELINE,UNKNOWN,25.0,UNKNOWN,0,50.0,56.921,6,6.0,UNKNOWN,1W PIPELINE,,UNKNOWN,56.921
1W PIPELINE,UNKNOWN,100.0,UNKNOWN,0,50.0,52.23,6,6.0,UNKNOWN,1W PIPELINE,,UNKNOWN,52.23
1W PIPELINE,UNKNOWN,100.0,UNKNOWN,0,50.0,82.437,6,6.0,UNKNOWN,1W PIPELINE,,UNKNOWN,82.437
1W PIPELINE,UNKNOWN,100.0,UPVC,0,50.0,45.39,6,6.0,UNKNOWN,1W PIPELINE,,UPVC,45.39
1W PIPELINE,UNKNOWN,200.0,UNKNOWN,0,50.0,62.147,6,6.0,UNKNOWN,1W PIPELINE,,UNKNOWN,62.147
1W PIPELINE,UNKNOWN,25.0,UNKNOWN,0,50.0,94.413,6,6.0,UNKNOWN,1W PIPELINE,,UNKNOWN,94.413
1W PIPELINE,UNKNOWN,600.0,UNKNOWN,0,50.0,685.725,6,6.0,UNKNOWN,1W PIPELINE,,UNKNOWN,685.725
1W PIPELINE,UNKNOWN,50.0,UNKNOWN,0,50.0,31.738,6,6.0,UNKNOWN,1W PIPELINE,,UNKNOWN,31.738
1W PIPELINE,UNKNOWN,25.0,UNKNOWN,0,50.0,76.1,6,6.0,UNKNOWN,1W PIPELINE,,UNKNOWN,76.1
1W PIPELINE,UNKNOWN,100.0,UNKNOWN,0,50.0,37.672,6,6.0,UNKNOWN,1W PIPELINE,,UNKNOWN,37.672
1W PIPELINE,UNKNOWN,100.0,UNKNOWN,0,50.0,48.816,6,6.0,UNKNOWN,1W PIPELINE,,UNKNOWN,48.816
1W PIPELINE,UNKNOWN,100.0,UNKNOWN,0,50.0,29.257,6,6.0,UNKNOWN,1W PIPELINE,,UNKNOWN,29.257
1W PIPELINE,UNKNOWN,25.0,UNKNOWN,0,50.0,116.905,6,6.0,UNKNOWN,1W PIPELINE,,UNKNOWN,116.905
1W PIPELINE,UNKNOWN,600.0,UNKNOWN,0,50.0,90.52,6,6.0,UNKNOWN,1W PIPELINE,,UNKNOWN,90.52
1W PIPELINE,UNKNOWN,100.0,UNKNOWN,0,50.0,5.748,6,6.0,UNKNOWN,1W PIPELINE,,UNKNOWN,5.748
1W PIPELINE,UNKNOWN,80.0,UPVC,0,50.0,132.749,6,6.0,UNKNOWN,1W PIPELINE,,UPVC,132.749
1W PIPELINE,UNKNOWN,40.0,UNKNOWN,0,50.0,11.484,6,6.0,UNKNOWN,1W PIPELINE,,UNKNOWN,11.484
MAROONDAH AQUADUCT REPLACEMENT,T,2100.0,MS,0,50.0,276.23,6,6.0,M258,MAROONDAH AQUADUCT REPLACEMENT,50.0,MS,276.23
MAROONDAH AQUADUCT REPLACEMENT,S,225.0,MS,0,46.0,1.5,6,6.2,M258,MAROONDAH AQUADUCT REPLACEMENT,46.0,MS,1.5
TARAGO - WESTERN PORT MAIN,T,1050.0,MSCL,0,47.0,48.69,6,6.15,M420,TARAGO - WESTERN PORT MAIN,47.0,MSCL,48.69
GARFIELD OFF TAKE FRM M420 PRV,S,100.0,MSCL,0,50.0,0.62,6,6.0,B193,GARFIELD OFF TAKE FRM M420 PRV,,MSCL,0.62
GARFIELD OFF TAKE FRM M420 PRV,S,300.0,MSCL,0,50.0,1.12,6,6.0,B193,GARFIELD OFF TAKE FRM M420 PRV,,MSCL,1.12
GARFIELD OFF TAKE FRM M420 PRV,S,300.0,MSCL,0,50.0,0.46,6,6.0,B193,GARFIELD OFF TAKE FRM M420 PRV,,MSCL,0.46
1W PIPELINE,UNKNOWN,600.0,UNKNOWN,0,50.0,189.703,6,6.0,UNKNOWN,1W PIPELINE,,UNKNOWN,189.703
WTP WATER SUPPLY,UNKNOWN,50.0,GWI,0,50.0,255.4,6,6.0,WTPW,WTP WATER SUPPLY,,GWI,255.4
WTP WATER SUPPLY,UNKNOWN,50.0,GWI,0,50.0,32.2,6,6.0,WTPW,WTP WATER SUPPLY,,GWI,32.2
WTP WATER SUPPLY,UNKNOWN,50.0,GWI,0,50.0,267.7,6,6.0,WTPW,WTP WATER SUPPLY,,GWI,267.7
WTP WATER SUPPLY,UNKNOWN,50.0,GWI,0,50.0,32.6,6,6.0,WTPW,WTP WATER SUPPLY,,GWI,32.6
WTP WATER SUPPLY,UNKNOWN,50.0,GWI,0,50.0,425.1,6,6.0,WTPW,WTP WATER SUPPLY,,GWI,425.1
WTP WATER SUPPLY,UNKNOWN,50.0,GWI,0,50.0,24.7,6,6.0,WTPW,WTP WATER SUPPLY,,GWI,24.7
WTP WATER SUPPLY,UNKNOWN,50.0,GWI,0,50.0,636.4,6,6.0,WTPW,WTP WATER SUPPLY,,GWI,636.4
WTP WATER SUPPLY,UNKNOWN,50.0,GWI,0,50.0,18.8,6,6.0,WTPW,WTP WATER SUPPLY,,GWI,18.8
WTP WATER SUPPLY,UNKNOWN,50.0,GWI,0,50.0,240.2,6,6.0,WTPW,WTP WATER SUPPLY,,GWI,240.2
WTP WATER SUPPLY,UNKNOWN,50.0,GWI,0,50.0,8.1,6,6.0,WTPW,WTP WATER SUPPLY,,GWI,8.1
WTP WATER SUPPLY,UNKNOWN,50.0,GWI,0,50.0,883.2,6,6.0,WTPW,WTP WATER SUPPLY,,GWI,883.2
WTP WATER SUPPLY,UNKNOWN,50.0,GWI,0,50.0,825.0,6,6.0,WTPW,WTP WATER SUPPLY,,GWI,825.0
WTP WATER SUPPLY,UNKNOWN,75.0,GWI,0,50.0,15.9,6,6.0,WTPW,WTP WATER SUPPLY,,GWI,15.9
WTP WATER SUPPLY,UNKNOWN,75.0,GWI,0,50.0,814.7,6,6.0,WTPW,WTP WATER SUPPLY,,GWI,814.7
WTP WATER SUPPLY,UNKNOWN,75.0,AC,0,50.0,3244.0,6,6.0,WTPW,WTP WATER SUPPLY,,AC,3244.0
WTP WATER SUPPLY,UNKNOWN,50.0,GWI,0,50.0,821.4,6,6.0,WTPW,WTP WATER SUPPLY,,GWI,821.4
WTP WATER SUPPLY,UNKNOWN,75.0,AC,0,50.0,772.2,6,6.0,WTPW,WTP WATER SUPPLY,,AC,772.2
WTP WATER SUPPLY,UNKNOWN,75.0,AC,0,50.0,78.3,6,6.0,WTPW,WTP WATER SUPPLY,,AC,78.3
GARFIELD OFF TAKE FRM M420 PRV,S,300.0,MSCL,0,50.0,1.04,6,6.0,B193,GARFIELD OFF TAKE FRM M420 PRV,,MSCL,1.04
GARFIELD OFF TAKE FRM M420 PRV,S,300.0,MSCL,0,50.0,2.0,6,6.0,B193,GARFIELD OFF TAKE FRM M420 PRV,,MSCL,2.0
GARFIELD OFF TAKE FRM M420 PRV,S,300.0,MSCL,0,50.0,1.74,6,6.0,B193,GARFIELD OFF TAKE FRM M420 PRV,,MSCL,1.74
GARFIELD OFF TAKE FRM M420 PRV,S,300.0,MSCL,0,50.0,0.96,6,6.0,B193,GARFIELD OFF TAKE FRM M420 PRV,,MSCL,0.96
GARFIELD OFF TAKE FRM M420 PRV,S,300.0,SS,0,27.0,4.56,6,7.15,B193,GARFIELD OFF TAKE FRM M420 PRV,27.0,SS,4.56
GARFIELD OFF TAKE FRM M420 PRV,S,300.0,SS,0,27.0,9.0,6,7.15,B193,GARFIELD OFF TAKE FRM M420 PRV,27.0,SS,9.0
TARAGO - WESTERN PORT MAIN,T,1050.0,MSCL,0,47.0,8.84,6,6.15,M420,TARAGO - WESTERN PORT MAIN,47.0,MSCL,8.84
TARAGO - WESTERN PORT MAIN,T,1050.0,MSCL,0,47.0,1.14,6,6.15,M420,TARAGO - WESTERN PORT MAIN,47.0,MSCL,1.14
TARAGO - WESTERN PORT MAIN,T,1050.0,MSCL,0,47.0,0.5,6,6.15,M420,TARAGO - WESTERN PORT MAIN,47.0,MSCL,0.5
TARAGO - WESTERN PORT MAIN,T,1050.0,MSCL,0,47.0,0.5,6,6.15,M420,TARAGO - WESTERN PORT MAIN,47.0,MSCL,0.5
TARAGO - WESTERN PORT MAIN,T,1050.0,MSCL,0,47.0,1.18,6,6.15,M420,TARAGO - WESTERN PORT MAIN,47.0,MSCL,1.18
TARAGO - WESTERN PORT MAIN,S,300.0,MSCL,0,8.0,1.1,6,8.1,M420,TARAGO - WESTERN PORT MAIN,8.0,MSCL,1.1
TARAGO - WESTERN PORT MAIN,S,300.0,MSCL,0,8.0,3.9,6,8.1,M420,TARAGO - WESTERN PORT MAIN,8.0,MSCL,3.9
TARAGO - WESTERN PORT MAIN,S,300.0,MSCL,0,8.0,1.08,6,8.1,M420,TARAGO - WESTERN PORT MAIN,8.0,MSCL,1.08
TARAGO - WESTERN PORT MAIN,S,300.0,MSCL,0,8.0,0.84,6,8.1,M420,TARAGO - WESTERN PORT MAIN,8.0,MSCL,0.84
TARAGO - WESTERN PORT MAIN,S,300.0,MSCL,0,8.0,2.52,6,8.1,M420,TARAGO - WESTERN PORT MAIN,8.0,MSCL,2.52
TARAGO - WESTERN PORT MAIN,S,225.0,MSCL,0,8.0,4.46,6,8.1,M420,TARAGO - WESTERN PORT MAIN,8.0,MSCL,4.46
TARAGO - WESTERN PORT MAIN,S,225.0,MSCL,0,8.0,0.96,6,8.1,M420,TARAGO - WESTERN PORT MAIN,8.0,MSCL,0.96
TARAGO - WESTERN PORT MAIN,S,225.0,MSCL,0,8.0,0.96,6,8.1,M420,TARAGO - WESTERN PORT MAIN,8.0,MSCL,0.96
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,66.0,3.158,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,3.158
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,66.0,2.059,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,2.059
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,66.0,1.911,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,1.911
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,66.0,4.116,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,4.116
PRESTON NO3 RESERVOIR,S,600.0,MSCL,0,66.0,4.378,6,5.2,R022,PRESTON NO3 RESERVOIR,66.0,MSCL,4.378
WTP WATER SUPPLY,UNKNOWN,225.0,DICL,0,41.0,83.2,6,6.45,WTPW,WTP WATER SUPPLY,41.0,DICL,83.2
1W PIPELINE,UNKNOWN,100.0,UNKNOWN,0,50.0,0.817,6,6.0,UNKNOWN,1W PIPELINE,,UNKNOWN,0.817
1W PIPELINE,UNKNOWN,100.0,UPVC,0,50.0,173.713,6,6.0,UNKNOWN,1W PIPELINE,,UPVC,173.713
WTP WATER SUPPLY,UNKNOWN,75.0,AC,0,50.0,1088.3,6,6.0,WTPW,WTP WATER SUPPLY,,AC,1088.3
